sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
50-91-58-3,4,3,9486,B007LA6CQS,"Love Potion&reg;: Velvet and Steel ~ 1/3 Fl. Oz. Concentrated Perfume Oil for Women A classic evocation of a sultry tropical breeze - much loved as a summer scent - these ingredients also serve as elements of protection and feminine power. We rule our destinies smooth as velvet and strong as steel...so come enfold yourself within rich coconut and coconut cream and an assortment of Egyptian, white and green musk, with a fresh whisper of bamboo and sweet splashes of pineapple and vanilla.Artwork courtesy of Baba Studio ~ www.BohemianCats.comMagickal Meanings of Ingredients:COCONUT ~ Chastity, protection, purification, receptivity.BAMBOO ~ Protection, hex breaking, luck and wishes, fertility, wisdom, feminine energy.MUSK ~ Self confidence and strength, sexual attractant, heightens passions and arousal.PINEAPPLE ~ Draws money and luck; chastity, protection.VANILLA ~ Aphrodisiac, inspires happiness, playfulness, sexual arousal, lust, vitalizing.Concentrated perfume oil, packaged in a 1/3 fl.oz. glass roll-on bottle.More options (such as cologne sprays and pheromone additions) available on our website, LovePotionPerfume.com. Beauty Essential Oils Fragrance Women's"
52-24-123-92,4,0,7528,B004OFYMW4,"Bare Minerals Purely Nourishing Cream Dry Skin 1.7 oz Bare Escentuals Deeply nourish skin with this luxuriously rich cream for improved firmness, elasticity, radiance and skin texture. Powered by our 100% pure RareMinerals ActiveSoil Complex with a unique electrolyte delivery system, it's formulated to provide ultimate moisturization for dry skin while potent antioxidants help protect skin from environmental stressors. The result is skin that's soft, smooth and naturally luminous. Size: 50 mL / 1.7 Fl. Oz. Beauty Creams & Moisturizers Face Fluids & Lotions Lotions Skin Care"
52-24-123-92,4,1,7529,B004OG90X4,"Bare Escentuals bareMinerals Skincare Purifying Facial Cleanser Bare Escentuals This gentle, purifying cleanser removes makeup, dissolves impurities and re-balances skin for a soft, smooth complexion. Powered by our 100% pure RareMinerals ActiveSoil Complex, this formula leaves skin feeling perfectly clean, instantly hydrated and renewed with a naturally luminous glow. Plus, it's gentle enough for eye makeup removal. Size: 177 mL / 6 Fl. Oz. Beauty Cleansers Face Skin Care"
52-24-123-92,4,2,7530,B004OGB21M,"Bare Escentuals bareMinerals Skincare Deep Cleansing Foam [Misc.] Bare Escentuals Deeply cleanse skin and lift away impurities with this luxurious cleanser. Powered by our 100% pure RareMinerals ActiveSoil Complex, this non-drying formula bursts into a rich lather when activated with water to deep clean pores, instantly refresh skin, and give you a naturally luminous glow. Size: 119 g / 4.2. Oz. Beauty Cleansers Face Skin Care"
52-24-123-92,4,3,8234,B005FPN0I4,"Bare Escentuals Purely Nourishing Moisturizer - Normal To Dry Skin 1.7 oz Bare Escentuals Fresh and youthful skin comes with Bare Escentuals bareMinerals Purely Nourishing Moisturizer - Normal to Dry Skin. Nourish skin with this remarkably effective moisturizer for improved firmness, elasticity, radiance and smoother skin texture. Powered by our ActiveSoil Complex with a unique electrolyte delivery system, its formulated to deliver the optimal amount of moisturization for normal to dry skin while potent antioxidants help protect skin from environmental stressors. The result is skin thats soft, smooth and incredibly luminous.... Beauty Creams & Moisturizers Face Fluids & Lotions Lotions Skin Care"
56-160-238-58,4,0,1331,B000G3JVSS,"Christian Charcoal Eyebrow Kit Christian Everything you need to make your eyebrows look beautiful. Christian Eyebrow Makeup Kit is the Professional Helper. Now your eyebrows will look beautiful with the help of this Kit.Kit Contains: 3 Different Eyebrow Stencils, 1 Shadow, 1 Brush Beauty Eyebrow Color Eyes Makeup"
56-160-238-58,4,1,2928,B0013WFHAC,Fran Wilson Instant Brows Arched Fran Wilson Fran Wilson Instant Brows create perfect brows every time! Beauty Eyebrow Color Eyes Makeup
56-160-238-58,4,2,5897,B003BMG8K0,"Ardell Brow Perfection Stencils 4 Stencils Ardell Buy Ardell Eye Brow Makeup - Ardell Brow Perfection Stencils 4 Stencils. How-to-Use: Use both hands to line stencil up with the natural shape of your brow, paying particular attention to the inner edge of brow and highest point of arch. Using one hand, hold stencil in place with our thumb and index finger. Using a brow pencil in the other hand, use light strokes in the same direction as hair growth to fill in brows. For other brow, turn stencil over and repeat steps. Beauty Eyebrow Color Eyes Makeup"
56-160-238-58,4,3,7745,B004WPGXSW,Cameo Perfect Brow Makeup Natural Cameo Buy Cameo Eye Brow Makeup - Cameo Perfect Brow Makeup Natural Beauty Eyebrow Color Eyes Makeup
6-144-30-134,4,0,4482,B001U0ONNY,"Clearasil Ultra Acne Treatment Daily Face Wash, 6.78 Ounce (Pack of 3) Clearasil Beauty Cleansers Face Skin Care Washes"
6-144-30-134,4,1,4483,B001U0OQL8,"Clearasil Ultra Rapid Action Vanishing Acne Treatment Cream, 1 Ounce (Pack of 2) Clearasil Beauty Creams & Moisturizers Face Skin Care Tinted Moisturizers"
6-144-30-134,4,2,8073,B0057VQ9R0,"Clearasil Ultra Rapid Action Acne Treatment Overnight Face Scrub, 5 Ounce Beauty Exfoliators & Scrubs Face Scrubs Skin Care"
6-144-30-134,4,3,10789,B00AN5L8PS,"Clearasil Ultra Rapid Action Acne Treatment Face Wash Gel, 6.78 Ounce Clearasil Beauty Cleansers Face Gels Skin Care"
64-108-191-61,4,0,8392,B005KO7NK6,"Cool2day Stunning Long Natural Curly Wig+wig Cap (Model: Jf010023) (Light Brown) cool2day *** Please kindly note it's not REAL PERSON HAIR , the model wearing WIG is just for show ***Feature:*The size is adjustable and no pins or tape should be required. It should be fit on most people. All you should need to do is adjust the hooks inside the cap to the correct size to suit your head.*The item is Easy to  wash and care just using a little mild shampoo in cold water.*This wig features a high-quality ""skin top"", which gives the wig a look of naturalness and reality.Specifications:*Hair material: 100% Japanese Kanekalon (high quality one) made fiber.*Top Material and design: Adjustable Monofilament Net.*Color: as the picture*length: appr 25''*Weight: 0.18kg*Style: Wave*Brand  new, AAA High quality*Hair type: We GUARANTEE that the hair we sell is 100% kanekalon fiber.Package Included :*1 X new Pretty human made natural hair women's wave curly full wig/wigs Beauty Hair Care Hair Extensions & Wigs Styling Products Wigs"
64-108-191-61,4,1,8439,B005N2ZLHW,"Cool2day Long Dark Brown Sexy Wave Wig+wig Cap (Model:jf010013) cool2day *** Please kindly note it's not  REAL PERSON HAIR , the model wearing WIG is just for show ****The size is adjustable and no pins or tape should be required. It should be fit on most people.*All you should need to do is adjust the hooks inside the cap to the correct size to suit your head.*The item is Easy to  wash and care just using a little mild shampoo in cold water.*This wig features a high-quality ""skin top"", which gives the wig a look of naturalness and reality.Specifications:*Hair material: 100% Japanese Kanekalon (high quality one) made fiber.*Top Material and design: Adjustable Monofilament Net.*Color: as the picture*length: appr 25''(65cm)*Weight: 0.18kg*Style: Wave*Brand  new, AAA High quality*Hair type: We GUARANTEE that the hair we sell is 100% kanekalon fiber. Beauty Hair Care Hair Extensions & Wigs Styling Products Wigs"
64-108-191-61,4,2,9014,B006NPRMU2,Cospiayland - C197 40cm layered filp out heat-resist Theater Cosplay wig- Purple Whatabeautifullife 40cm layered flip out heat-resist Theater Cosplay Wig - Purple Beauty Hair Care Hair Extensions & Wigs Styling Products Wigs
64-108-191-61,4,3,11752,B00GRTQBTM,"MapofBeauty 28&quot; 70cm Long Curly Hair Ends Costume Cosplay Wig (Brown) MapofBeauty 28"" 70cm Long Curly Hair Ends Costume Cosplay Wig Beauty Hair Care Hair Extensions & Wigs Styling Products Wigs"
64-19-233-35,4,0,10991,B00B4CYVBC,Fashion Vintage Jewelry Crystal Peacock Hair Clip E-for hair clips Beauty Tools Oyang Fashion Vintage Jewelry Crystal Peacock Hair Clip E-for hair clips Beauty Tools Beauty Clips Hair Care Styling Accessories Styling Tools
64-19-233-35,4,1,11102,B00BIFWYTG,Lovely Vintage Jewelry Crystal Peacock Hair Clips F- for hair clip Beauty Tools Oyang Lovely Vintage Jewelry Crystal Peacock Hair Clips F- for hair clip Beauty Tools Beauty Clips Hair Care Styling Accessories Styling Tools
64-19-233-35,4,2,11250,B00CDOX81E,Free shipping-Oyang Fashion Purple Leaves Jewelry Crystal Hair Clips Hairpin- for hair clip hairpins Beauty Tools Oyang Free shipping-Oyang Fashion Purple Leaves Jewelry Crystal Hair Clips Hairpin- for hair clip hairpins Beauty Tools Beauty Clips Hair Care Styling Accessories Styling Tools
64-19-233-35,4,3,11262,B00CFCMP6I,"Catalina Crystal Rhinestone Hair Pin Wedding Bridal Accessories Pack of 20pcs Catalina Condition:100% BRAND NEW
Color:White & Silver
Size:Crystal Size: 10mm  Pin Length: 65mm
Material:Crystal & Silver Plated Metal
Styles:Hair Pins
Qty:20pcs Beauty Hair Care Hair Pins Styling Accessories Styling Tools"
64-19-97-175,4,0,10353,B009CS493U,"BONAMART &reg; Stylish Hollow Out Braided Stretch Hair Head Band Accessories Headband Hairband for Women Bonamart Attention: 1st picture color is for this listing selling. other colors are for reference only.1.100% Brand New2.Material: Alloy3.Color:As the picture show4.Size:length 46cm5.Fashion and stylish design.6.Eye-catching when wear it in the street.7.Give you special feeling.8.Great accessory and decoration for girls, women.9.A good choice as a gift for your friends.Package includes :1HeadbandListing Key: 15501 Beauty Hair Care Headbands Styling Accessories Styling Tools"
64-19-97-175,4,1,10357,B009D7V4WO,"BONAMART &reg; Vintage Bling Phoenix Wing Angel Beads HairBand Hoop Claw Handmade Headband for Women Bonamart Attention: 1st picture color is for this listing selling. other colors are for reference only.1.100%Brand new and high quality.2.Color:As the picture show3.Material: Alloy and beads4.This is a new fine fashionable jewelry with unbeatable price.5.Suitable for personal wearing or gift idea for friends and your love one.6.Great to match any fashion style. Trendy angel wing design7.Easy to wear for an instant style.8.Safe and Comfortable, provide you the most charming look.Package includes :1 Handmade HeadbandListing Key: 15502 Beauty Hair Care Headbands Styling Accessories Styling Tools"
64-19-97-175,4,2,10879,B00AUVPOLO,Beautiful Jewelry Flowers Hair Clips - for hair clip Beauty Tools Oyang Color: Black Beauty Clips Hair Care Styling Accessories Styling Tools
64-19-97-175,4,3,11089,B00BFTYX3K,Beautiful Jewelry Flowers Crystal Hair Clips - for hair clip Beauty Tools Oyang Beauty Clips Hair Care Styling Accessories Styling Tools
78-179-210-100,4,0,5178,B002QBBMVM,"BH Cosmetics 28 Neutral Color Eyeshadow Palette BHCosmetics This BH Cosmetics 28 piece eye shadow with defining colors comes with an assortment of neutral tones in shimmer and matte effect. Case size is 9"" x 6"".

Several of the powders will work as a shadow or a blush! This palette is perfect for everyone when applying a natural effect makeup. Upcoming brides to be will especially benefit from the colors this palette has to offer. Beauty Makeup Makeup Sets"
78-179-210-100,4,1,6306,B003RBQZKS,"BH Cosmetics Contour &amp; Blush Palette Includes 6 large pans for contouring, shading, blush and concealing. The powders are all matte (you do not want to use shimmer or pearl powders when contouring).

Contouring is the art of altering your facial structure; appearance; making it more symmetrical. You will see this being done by all Industry professionals. Beauty Blush Face Makeup"
78-179-210-100,4,2,9370,B007BSA5ZO,"BH Cosmetics 60 Color Eye Shadow Palette, Day and Night BHCosmetics You'll fall in love with this irresistible BH Day and Night eye shadow palette from BH Cosmetics. BH Cosmetics offers quality professional makeup products at amazing prices. Featuring the most brilliantly pigmented colors available. Highest quality ingredients for professional makeup products. 60 color palette. Beauty Eye Shadow Eyes Makeup"
78-179-210-100,4,3,11169,B00BSN2MJU,BH Cosmetics Hollywood Palette BHCosmetics Have you always wanted to look like an A-list celebrity? BH's Hollywood palette has you covered with red-carpet reds to limelight greens that are sure to take your look from ordinary to extraordinary! This makeup palette includes 16 eyeshadows and 4 blushes and comes in a compact magnetic paper palette. Now you can create celebrity looks at home or on-the-go! Beauty Makeup Makeup Palettes
78-96-66-229,4,0,7195,B004FPPVV4,Elegant 48 Color Eyeshadow Stylish Makeup kit This 48 Eye shadow Markup kit is all you need to bring out the perfect look for your eyes. 2.54 OZ. All Colors comes packed in a Black Snap on  Casing. Perfect for any road trip and Daily use. This palette .has all the colors you need to recreate sophisticated or edgy looks for day and night Beauty Eye Shadow Eyes Makeup
78-96-66-229,4,1,7640,B004TP9FHG,Dazzling 33 Color Neon Glitter Eyeshadow Makeup Kit This 33 Eye shadow Markup kit is all you need to bring out the perfect look for your eyes. All Colors comes packed in a Black Snap on Pallette Casing. Perfect for any road trip and Daily use. This palette .has all the colors you need to recreate sophisticated or edgy looks for day and night Beauty Eyes Glitter & Shimmer Makeup
78-96-66-229,4,2,7942,B0051SF376,48 Splashing Paint Design Color Eyeshadow Makeup Kit Palette This 48 Eye shadow Markup kit is all you need to bring out the perfect look for your eyes. 1.76 oz.  All Colors comes packed in a Black Snap on Pallette Casing. Perfect for any road trip and Daily use. This palette .has all the colors you need to recreate sophisticated or edgy looks for day and night Beauty Eyes Glitter & Shimmer Makeup
78-96-66-229,4,3,9636,B007UM8ZGM,"World Pride 12 Assorted Colors Cosmetic Makeup Eyeliner Pencil Eyebrow Eye Liners World Pride Package Content:

12pcs assorted colors eyeliner pencil Beauty Eyeliner Eyes Makeup"
82-174-53-171,4,0,3136,B0017DGOE0,"Eminence Citrus Exfoliating Wash, 4.2 Ounce Eminence Organic Skin Care Eminence organics citrus exfoliating wash(4 ounce./125 ml)benefits gently exfoliates and cleanses your skin all in just one step removes impurities and excess oil ideal for all skin types especially oily and combination features lime juice helps shrink pores and nourishes skin grapefruit seed and peel deeply cleanses and nourishes skin shea butter extract hydrates and heals silica gently exfoliates skin. Eminence organics is a highly effective, entirely organic skin care line. With all naturally organic ingredients these hand made products are effective and extremely healing. Rich in vitamins, active ingredients and nutrients, eminence products will give you immediate results that you will see and feel. Beauty Cleansers Face Skin Care"
82-174-53-171,4,1,3516,B001CL6QGS,"Eminence Stone Crop Masque 2 fl oz - 2 fl oz Eminence Organic Skin Care Eminence organicsstone crop masque(2 ounce./60 ml)benefits for oily to mature, lack of tone, irritated and pigmented skin types this masque is designed to reduce pigmentation and lighten the complexion regenerates and firms stressed skin revitalize and tone the epidermis features stone crop lightens and moisturizes lemon contains high levels of vitamin c and is an all natural antioxidant biocomplex is a mixture of vitamin A, C ester, E, coenzyme q10, and alpha lipoic acideminence organics is a highly effective, entirely organic skin care line. With all naturally organic ingredients these hand made products are effective and extremely healing. Rich in vitamins, active ingredients and nutrients, eminence products will give you immediate results that you will see and feel. Regenerates, lightens, and firms stressed skin with the use of plant ingredients as well as numerous antioxidants. Beauty Face Masks Skin Care Treatments & Masks"
82-174-53-171,4,2,3517,B001CL88MS,"Eminence Rosehip Whip Moisturizer, 2 Ounce Eminence Organic Skin Care Eminence Organics Rosehip Whip Moisturizer(2 oz./60 ml)Benefits Great for acne, rosacea and irritated skinThis moisturizer is designed to moisturize and soothe irritated skin, and improve rosacea and acne skin conditions Use daily to help normalize sebaceous secretion, augment skin's natural ability to resist environmental dehydration, and improve vitality by supplying vitamins and nutrients to the skin Features Rosehip which has Ester-C to reduce inflammation or irritation Biocomplex blend of Vitamins A, C Ester, E, and Coenzyme Q10, and Alpha Lipoic Acid Lemon juice tones and reduces visible signs of agingPectin enriches, nourishes and moisturizes the skinEminence Organics is a highly effective, entirely organic skin care line. With all naturally organic ingredients these hand-made products are effective and extremely healing. Rich in vitamins, active ingredients and nutrients, Eminence products will give you immediate results that you will see and feel. Beauty Creams & Moisturizers Face Skin Care"
82-174-53-171,4,3,3605,B001DSG9GC,"Eminence Organic Skincare. Pear &amp; Poppy Seed Microderm Polisher 2.0 oz. Eminence Organic Skincare An intense microderm skin polisher formulated with antioxidant pear comprising bioflavonoids and hydroxycinnamic acids contains poppy seed and fine walnut to offer mild exfoliation loaded with antioxidant green tea, rich in phenol and vitamin c to rejuvenate skin infused with apricot kernel oil for softening and soothing benefits skin appears smoother, younger looking in an even tone ideal for all skin types, including dry, uneven and congested skin. Beauty Exfoliators & Scrubs Face Polishes Skin Care"
85-119-106-182,4,0,1520,B000HRVC5I,"Beautyblender, The Ultimate Makeup Sponge Applicator, 1 Sponge BeautyBlender Modernize the Way You MakeUp! The Ultimate MakeUp Sponge Applicator. Designed by two top Hollywood Make up artists, Beautyblender is the most versatile make up tool you'll ever own. It 's elliptical teardrop shape is super soft to the touch, like suede and allows you to access hard-to-reach places making your make up application foolproof. It's washable, re-useable and recyclable. It's latex free and anti-microbial. Can be used with all types of make up; liquid base, cream base, mineral make up, cream blush, powders etc. Use Beautyblender damp or dry...we like to use it damp.Please note, Beautyblender will expand when wet. Application tip: Stipple or ""bounce"" Beautyblender when applying your make up for a flawless, airbrush type of finish. Beauty Makeup Brushes & Tools Puffs, Sponges & Wedges Tools & Accessories"
85-119-106-182,4,1,5271,B002T4SSHC,"Beautyblender Duo BeautyBlender Beauty Blender's patent-pending elliptical shape makes application foolproof by allowing you to access hard-to-reach areas with stunning ease. Its suede texture is sensual to the touch and its unique curves fit the contours of your face, leaving your make up dazzling and undetectable. Beauty Blenderis latex free, non-allergenic and odor free.  

How to use

image-howto.jpgBlend your way to a flawless face! Seeing make up is the first sign of an amateur application. Beauty Blender was created without edges in order to eliminate visible lines and streaks. So go ahead, experiment fearlessly with your Beauty Blender and discover the many ways its unique shape will set you free!

Bounce Beauty Blender against your face when applying make up. Bouncing, called stippling in the make up world, blends make up without creating changes in the texture or tone of your skin. Use Beauty Blender 's pointed side for hard-to-reach spots like around the nose and mouth, and under the eyes. Use the round base for foundation and blush on the larger areas of your face such as your forehead, cheeks and chin.

If you apply make up with your fingers you will find that Beauty Blender will smooth and refine your make up to provide a clean finish.

Use Beauty Blender damp when applying wet/dry make up. When Beauty Blender is wet it is normal for it to expand to nearly twice its original size. Wash after use and place in the Beauty Blender insert pedestal to dry. You can also put Beauty Blender in the Beauty Blender pouch and toss it in the dryer. Be sure to use an air-dry setting; Beauty Blender should not come in contact with extreme heat of any kind.

If you have problem skin Beauty Blender works to cover blemishes. Use the pointed end and the stipple and twist technique to work make up into depressed areas of the face. The stippling and twisting action feathers out the makeups edges, leaving a perfect finish. Beauty Makeup Brushes & Tools Puffs, Sponges & Wedges Tools & Accessories"
85-119-106-182,4,2,8802,B006840FE8,"beautyblender PURE blender (single) BeautyBlender Still the same amazing cosmetic applicator but without color. Perfect for delicate skin care as well as precision makeup application.

    A flawless look starts with the perfect canvas - clean, beautiful, even skin
    Shape: the original beautyblender's revolutionary elliptical shape makes application foolproof by allowing you to access hard-to-reach areas with stunning ease.
    Texture: Its suede texture is sensual to the touch and its unique curves fit the contours of your face.
    Material: the beautyblender Pure is latex free, non-allergenic, odor-free and dye-free Beauty Makeup Brushes & Tools Puffs, Sponges & Wedges Tools & Accessories"
85-119-106-182,4,3,10048,B008KPGC9U,"BeautyBlender Original Travel Kit 2 Piece Kit Includes: 1 Pink Blender + 3 oz Cleanser BeautyBlender Beautyblender Travel Kit features a soft, egg-shaped sponge that works as effectively as a makeup brush to apply foundation, concealer and even lightweight skin care treatments. To preserve the effectiveness of the sponge, a liquid cleanser is included to wash away makeup and excess oil. This convenient kit is fits perfectly inside your overnight or carry-on bag. Beautyblender Travel Kit includes: Beautyblender Makeup Sponge Blendercleanser (3 oz.) Beauty Makeup Brushes & Tools Puffs, Sponges & Wedges Tools & Accessories"
85-60-101-229,4,0,8485,B005OZQSQQ,"Sigma E65 - Small Angle Sigma Beauty Unique Feature: Angled, thin and firm head
Function: Create precise lining
Recommended Use: Moves fluidly and easily across the upper and lower lash lines. Use with gel, cream or powder liners.

 2013 Sigma Enterprises, LLC Beauty Brushes & Applicators Makeup Brushes & Tools Tools & Accessories"
85-60-101-229,4,1,8490,B005OZW3ZG,"Sigma F05 - Small Contour Sigma Beauty Unique Feature: Rounded, dense top
Function: Contouring cheeks
Recommended Use: Buff and blend contour shades under the cheekbone and jaw line for a chiseled look.

 2013 Sigma Enterprises, LLC Beauty Brushes & Applicators Makeup Brushes & Tools Tools & Accessories"
85-60-101-229,4,2,8496,B005P0M69I,"Sigma F35 - Tapered Highlighter Sigma Beauty Unique Feature: Small and tapered with a precise tip
Function: Subtle highlighting
Recommended Use: Apply highlighting shades onto the upper contours of the face. Diffused finish gives skin a natural glow.

 2013 Sigma Enterprises, LLC Beauty Brushes & Applicators Makeup Brushes & Tools Tools & Accessories"
85-60-101-229,4,3,8607,B005V1A05S,"Sigma F86 - Tapered Kabuki TM Sigma Beauty Unique Feature: Dense and tapered head 
Function: Precise application of concealer or foundation products 
Recommended Use: Best for concealing the under eye and hard to reach areas of the face. 
Bristle Type: Synthetic Sigmax 

 2013 Sigma Enterprises, LLC Beauty Brushes & Applicators Makeup Brushes & Tools Tools & Accessories"
86-53-94-102,4,0,625,B0006PJSSO,"Essie Nail Lacquer, First Base Base Coat, 0.46 Fluid Ounce Essie Essie base coat collection Color adhesive primer Chip-resistant DBP, Toluene and Formaldehyde free. Beauty Makeup Nails Top & Base Coats"
86-53-94-102,4,1,1320,B000FZDPWU,"Essie Protein Base Coat-0.5 oz Essie What it is: The base coat for healthy, strong and flexible nails. What it Does: Helps strengthen and protect the nail while leaving a smooth finish. Wheat Protein enriches healthy nails for strength and elasticity. Protein Base Coat extends the duration of a manicure. Beauty Makeup Nail Polish Nails"
86-53-94-102,4,2,3969,B001H270RQ,Essie Good To Go! - Fast Dry High Gloss Top Coat 0.46 OZ/13.5ml Essie EssieGood to Go!(.5 oz)BenefitsFast dry top coatChip resistant Non-yellowing protective finishThe Good to Go is a non-yellowing protective finish that is chip resistant. It is a fast drying top coat for any nail. Beauty Makeup Nails Top & Base Coats
86-53-94-102,4,3,4382,B001REJFSG,Essie Good To Go Fast Dry Top Coat Essie Essie Good To Go Fast Dry Top Coat Beauty Makeup Nail Polish Nails
91-254-26-247,4,0,8535,B005SPETGS,"Suave Professionals Keratin Infusion Smoothing Shampoo, 12.6 Ounce (Pack of 2) Suave Keratin Infusion Smoothing Shampoofrom the Suave Professionals&reg; line is a simple, at-home alternative to expensive salon keratin treatments. Natural keratin protein in hair depletes over time, resulting in hair that is unmanageable, frizzy, and harder to style. This lower sulfate, PH-balanced shampoo is formulated with Keralock&#8482; Technology to infuse hair fiber with lost keratin--while gently cleansing. Used regularly, this shampoo provides lasting smoothness and frizz control for up to 48 hours after each use.For best results, Suave&reg; recommends following with Suave Professionals&reg; Keratin Infusion Smoothing Conditioner. For enhanced smoothness, Suave&reg; recommends trying Keratin Infusion Leave-In Conditioner and Serum.Key Features and Benefits:Formulated with Keralock&#8482; TechnologyGently cleanses while infusing the hair fiber with lost keratin for lasting smoothnessControls frizz for up to 48 hoursMakes styling easierLower sulfate, pH-balanced shampoo*Salon proven to work as well as top salon brands including K&eacute;rastase&reg;***Versus current Suave Professionals&reg; Shampoos**Versus K&eacute;rastase&reg; Bain Olo-Relax Shampoo and Olo-Relax masque. K&eacute;rastase&reg; is a registered trademark of L'Oreal USA.Achieve Professional-Quality ResultsThe Suave Professionals&reg; line of hair care products has been completely reinvented from the inside out, with upgraded formulas, improved fragrances, and chic new packaging. Suave Professionals&reg; is salon proven to work as well as top salon brands, helping you achieve a variety of beautiful hairstyles--while caring for your hair. This line is developed to help you achieve naturally gorgeous, healthy locks.About Suave&reg;For over 70 years Suave&reg; has offered professional quality products for the entire family--that are proven to work as well as salon and specialty brands. Suave's mission is to make gold standard quality attainable to all, so everyone can look good, smell good, and feel good every day.What's in the Box?Pack of two, 12.6-ounce bottles of Suave Professionals&reg; Keratin Infusion Smoothing Shampoo. Beauty Hair Care Shampoos"
91-254-26-247,4,1,8536,B005SPETH2,"Suave Professionals Keratin Infusion Smoothing Conditioner, 12.6 Ounce (Pack of 2) Suave Keratin Infusion Smoothing Conditionerfrom the Suave Professionals&reg; line, is a simple, at-home alternative to expensive salon keratin treatments. Natural keratin protein in hair depletes over time, leaving it unmanageable, frizzy, and harder to style. This deep, nourishing conditioner is formulated with Keralock&#8482; Technology to infuse hair fiber with lost keratin and seal the hair cuticle from the outside--leaving hair soft, smooth, and shiny. Used regularly with Keratin Infusion Smoothing Shampoo, this treatment provides lasting smoothness and frizz control for up to 48 hours.For enhanced smoothness, Suave&reg; recommends trying Keratin Infusion Leave-In Conditioner and Serum.Color Care System contains keratin and seals hair cuticle for:Soft, smooth, and shiny hairFrizz control for up to 48 hoursSmooth and manageable hairEasy stylingKey Features and Benefits:Deep nourishing conditioner formulaFormulated with Keralock&#8482; TechnologyInfuses keratin and seals the hair cuticle from the outsideSalon proven to work as well as top salon brands including K&eacute;rastase&reg;** Shampoo and Conditioner system versus K&eacute;rastase&reg; Reflective Bain Miroir shampoo and Chroma Reflect Masque. K&eacute;rastase&reg; is a registered trademark of L'Oreal USAAchieve Professional-Quality ResultsThe Suave Professionals&reg; line of hair care products has been completely reinvented from the inside out, with upgraded formulas, improved fragrances, and chic new packaging. Suave Professionals&reg; is salon proven to work as well as top salon brands, helping you achieve a variety of beautiful hairstyles--while caring for your hair. This line is developed to help you achieve naturally gorgeous, healthy locks.About Suave&reg;For over 70 years Suave&reg; has offered professional quality products for the entire family--that are proven to work as well as salon and specialty brands. Suave's mission is to make gold standard quality attainable to all, so everyone can look good, smell good, and feel good every day.What's in the Box?Pack of two, 12.6-ounce bottles of Suave Professionals&reg; Keratin Infusion Smoothing Conditioner. Beauty Conditioners Hair Care"
91-254-26-247,4,2,8537,B005SPETHW,"Suave Professionals Keratin Infusion Color Care Conditioner, 12.6 Ounce (Pack of 2) Suave Keratin Infusion Color Care Conditionerfrom the Suave Professionals&reg; line, is a simple, at-home alternative to expensive salon keratin treatments. Natural keratin protein in hair depletes over time, leaving it unmanageable, frizzy, and harder to style. This deep, nourishing conditioner is formulated with Keralock&#8482; Technology to infuse hair fiber with lost keratin--and is enriched with a UV complex to help prevent color from fading. Used regularly with Keratin Infusion Color Care Shampoo, this treatment provides lasting smoothness and frizz control for up to 48 hours--all while maintaining the healthy luster of your color treatment.For enhanced smoothness, Suave&reg; recommends trying Keratin Infusion Leave-In Conditioner and Serum.Color Care System contains keratin and seals hair cuticle for:Long lasting vibrant colorFrizz control for up to 48 hoursSmooth and manageable hairEasy stylingKey Features and Benefits:For Color treated and/or frizzy hairEnriched with UV complex to help prevent color from fadingFormulated with Keralock&#8482; TechnologyInfuses hair fiber with keratin for lasting smoothnessSalon proven to work as well as top salon brands including K&eacute;rastase&reg;** Shampoo and Conditioner system versus K&eacute;rastase&reg; Reflective Bain Miroir shampoo and Chroma Reflect Masque. K&eacute;rastase&reg; is a registered trademark of L'Oreal USAAchieve Professional-Quality ResultsThe Suave Professionals&reg; line of hair care products has been completely reinvented from the inside out, with upgraded formulas, improved fragrances, and chic new packaging. Suave Professionals&reg; is salon proven to work as well as top salon brands, helping you achieve a variety of beautiful hairstyles--while caring for your hair. This line is developed to help you achieve naturally gorgeous, healthy locks.About Suave&reg;For over 70 years Suave&reg; has offered professional quality products for the entire family--that are proven to work as well as salon and specialty brands. Suave's mission is to make gold standard quality attainable to all, so everyone can look good, smell good, and feel good every day.What's in the Box?Pack of two, 12.6-ounce bottles of Suave Professionals&reg; Keratin Infusion Color Care Conditioner. Beauty Conditioners Hair Care"
