window,item_id,cold_tier,item_count
W3,941,unseen,0
W3,942,unseen,0
W3,943,unseen,0
W3,944,unseen,0
W3,945,unseen,0
W3,946,unseen,0
W3,947,unseen,0
W3,948,unseen,0
W3,949,unseen,0
W3,950,very_rare,1
W3,951,unseen,0
W3,952,unseen,0
W3,953,unseen,0
W3,954,unseen,0
W3,955,unseen,0
W3,956,unseen,0
W3,957,unseen,0
W3,958,unseen,0
W3,959,unseen,0
W3,960,very_rare,1
W3,961,unseen,0
W3,962,unseen,0
W3,963,unseen,0
W3,964,unseen,0
W3,965,unseen,0
W3,966,unseen,0
W3,967,unseen,0
W3,968,unseen,0
W3,969,unseen,0
W3,970,unseen,0
W3,971,unseen,0
W3,972,unseen,0
W3,973,unseen,0
W3,974,unseen,0
W3,975,unseen,0
W3,976,unseen,0
W3,977,unseen,0
W3,978,unseen,0
W3,979,unseen,0
W3,980,unseen,0
W3,981,unseen,0
W3,982,unseen,0
W3,983,unseen,0
W3,984,unseen,0
W3,985,unseen,0
W3,986,unseen,0
W3,987,unseen,0
W3,988,very_rare,1
W3,989,unseen,0
W3,990,unseen,0
W3,991,unseen,0
W3,992,unseen,0
W3,993,unseen,0
W3,994,unseen,0
W3,995,unseen,0
W3,996,unseen,0
W3,997,unseen,0
W3,998,unseen,0
W3,999,unseen,0
W3,1000,unseen,0
W3,1001,unseen,0
W3,1002,unseen,0
W3,1003,unseen,0
W3,1004,unseen,0
W3,1005,unseen,0
W3,1006,unseen,0
W3,1007,unseen,0
W3,1008,unseen,0
W3,1009,unseen,0
W3,1010,unseen,0
W3,1011,unseen,0
W3,1012,unseen,0
W3,1013,unseen,0
W3,1014,unseen,0
W3,1015,unseen,0
W3,1016,unseen,0
W3,1017,unseen,0
W3,1018,unseen,0
W3,1019,unseen,0
W3,1020,unseen,0
W3,1021,unseen,0
W3,1022,unseen,0
W3,1023,unseen,0
W3,1024,unseen,0
W3,1025,very_rare,1
W3,1026,unseen,0
W3,1027,unseen,0
W3,1028,unseen,0
W3,1029,unseen,0
W3,1030,unseen,0
W3,1031,unseen,0
W3,1032,unseen,0
W3,1033,unseen,0
W3,1034,unseen,0
W3,1035,unseen,0
W3,1036,unseen,0
W3,1037,unseen,0
W3,1038,unseen,0
W3,1039,unseen,0
W3,1040,unseen,0
W3,1041,unseen,0
W3,1042,unseen,0
W3,1043,unseen,0
W3,1044,unseen,0
W3,1045,unseen,0
W3,1046,unseen,0
W3,1047,unseen,0
W3,1048,unseen,0
W3,1049,unseen,0
W3,1050,unseen,0
W3,1051,unseen,0
W3,1052,unseen,0
W3,1053,unseen,0
W3,1054,unseen,0
W3,1055,unseen,0
W3,1056,unseen,0
W3,1057,unseen,0
W3,1058,unseen,0
W3,1059,unseen,0
W3,1060,unseen,0
W3,1061,unseen,0
W3,1062,unseen,0
W3,1063,unseen,0
W3,1064,unseen,0
W3,1065,very_rare,1
W3,1066,unseen,0
W3,1067,unseen,0
W3,1068,unseen,0
W3,1069,unseen,0
W3,1070,unseen,0
W3,1071,unseen,0
W3,1072,very_rare,1
W3,1073,unseen,0
W3,1074,unseen,0
W3,1075,unseen,0
W3,1076,unseen,0
W3,1077,unseen,0
W3,1078,unseen,0
W3,1079,unseen,0
W3,1080,unseen,0
W3,1081,unseen,0
W3,1082,unseen,0
W3,1083,unseen,0
W3,1084,unseen,0
W3,1085,unseen,0
W3,1086,unseen,0
W3,1087,unseen,0
W3,1088,unseen,0
W3,1089,unseen,0
W3,1090,unseen,0
W3,1091,unseen,0
W3,1092,unseen,0
W3,1093,unseen,0
W3,1094,unseen,0
W3,1095,unseen,0
W3,1096,unseen,0
W3,1097,unseen,0
W3,1098,unseen,0
W3,1099,unseen,0
W3,1100,unseen,0
W3,1101,unseen,0
W3,1102,unseen,0
W3,1103,unseen,0
W3,1104,unseen,0
W3,1105,unseen,0
W3,1106,unseen,0
W3,1107,unseen,0
W3,1108,unseen,0
W3,1109,unseen,0
W3,1110,unseen,0
W3,1111,unseen,0
W3,1112,unseen,0
W3,1113,unseen,0
W3,1114,unseen,0
W3,1115,unseen,0
W3,1116,unseen,0
W3,1117,unseen,0
W3,1118,unseen,0
W3,1119,unseen,0
W3,1120,unseen,0
W3,1121,unseen,0
W3,1122,unseen,0
W3,1123,unseen,0
W3,1124,unseen,0
W3,1125,unseen,0
W3,1126,unseen,0
W3,1127,unseen,0
W3,1128,unseen,0
W3,1129,unseen,0
W3,1130,unseen,0
W3,1131,unseen,0
W3,1132,unseen,0
W3,1133,unseen,0
W3,1134,unseen,0
W3,1135,unseen,0
W3,1136,unseen,0
W3,1137,unseen,0
W3,1138,unseen,0
W3,1139,unseen,0
W3,1140,unseen,0
W3,1141,unseen,0
W3,1142,unseen,0
W3,1143,unseen,0
W3,1144,unseen,0
W3,1145,unseen,0
W3,1146,unseen,0
W3,1147,unseen,0
W3,1148,unseen,0
W3,1149,unseen,0
W3,1150,unseen,0
W3,1151,unseen,0
W3,1152,unseen,0
W3,1153,unseen,0
W3,1154,unseen,0
W3,1155,unseen,0
W3,1156,unseen,0
W3,1157,unseen,0
W3,1158,unseen,0
W3,1159,unseen,0
W3,1160,unseen,0
W3,1161,unseen,0
W3,1162,unseen,0
W3,1163,unseen,0
W3,1164,unseen,0
W3,1165,unseen,0
W3,1166,unseen,0
W3,1167,unseen,0
W3,1168,unseen,0
W3,1169,unseen,0
W3,1170,unseen,0
W3,1171,unseen,0
W3,1172,unseen,0
W3,1173,unseen,0
W3,1174,unseen,0
W3,1175,unseen,0
W3,1176,unseen,0
W3,1177,unseen,0
W3,1178,unseen,0
W3,1179,unseen,0
W3,1180,unseen,0
W3,1181,unseen,0
W3,1182,unseen,0
W3,1183,unseen,0
W3,1184,unseen,0
W3,1185,unseen,0
W3,1186,unseen,0
W3,1187,unseen,0
W3,1188,unseen,0
W3,1189,unseen,0
W3,1190,unseen,0
W3,1191,unseen,0
W3,1192,unseen,0
W3,1193,unseen,0
W3,1194,unseen,0
W3,1195,unseen,0
W3,1196,unseen,0
W3,1197,unseen,0
W3,1198,unseen,0
W3,1199,unseen,0
W3,1200,unseen,0
W3,1201,unseen,0
W3,1202,unseen,0
W3,1203,unseen,0
W3,1204,unseen,0
W3,1205,unseen,0
W3,1206,unseen,0
W3,1207,unseen,0
W3,1208,unseen,0
W3,1209,unseen,0
W3,1210,unseen,0
W3,1211,unseen,0
W3,1212,unseen,0
W3,1213,unseen,0
W3,1214,unseen,0
W3,1215,unseen,0
W3,1216,unseen,0
W3,1217,unseen,0
W3,1218,unseen,0
W3,1219,unseen,0
W3,1220,unseen,0
W3,1221,unseen,0
W3,1222,unseen,0
W3,1223,unseen,0
W3,1224,unseen,0
W3,1225,unseen,0
W3,1226,unseen,0
W3,1227,unseen,0
W3,1228,unseen,0
W3,1229,unseen,0
W3,1230,unseen,0
W3,1231,unseen,0
W3,1232,unseen,0
W3,1233,unseen,0
W3,1234,unseen,0
W3,1235,unseen,0
W3,1236,unseen,0
W3,1237,unseen,0
W3,1238,unseen,0
W3,1239,unseen,0
W3,1240,unseen,0
W3,1241,unseen,0
