src_item_id,dst_item_id,relation
11,2352,also_viewed
11,2352,also_bought
11,5436,also_bought
11,9121,also_viewed
11,9121,also_bought
11,4074,also_viewed
11,4074,also_bought
11,9135,also_bought
11,5711,also_bought
11,5491,also_bought
11,5739,also_bought
11,71,also_bought
11,2697,also_viewed
11,2700,also_viewed
11,11297,also_viewed
11,3594,also_viewed
11,2689,also_viewed
11,9395,also_viewed
11,10407,also_viewed
11,2033,also_viewed
11,7265,also_viewed
12,4117,also_viewed
12,4117,also_bought
12,4074,also_bought
12,2701,also_bought
12,9121,also_bought
12,4079,also_bought
12,2697,also_bought
12,2689,also_bought
12,6996,also_bought
12,8597,also_bought
12,7944,also_bought
12,2700,also_bought
12,6999,also_bought
12,7817,also_bought
12,10137,also_bought
12,6309,also_bought
12,2302,also_bought
12,7534,also_bought
12,2352,also_bought
12,8200,also_viewed
12,7803,also_viewed
12,8454,also_viewed
13,7817,also_viewed
13,7817,bought_together
13,7817,also_bought
13,80,also_viewed
13,80,also_bought
13,4108,also_viewed
13,4108,also_bought
13,9121,also_viewed
13,9121,also_bought
13,7534,also_viewed
13,7534,also_bought
13,11034,also_viewed
13,11034,also_bought
13,4101,also_viewed
13,4101,also_bought
13,4074,also_bought
13,10369,also_viewed
13,10369,also_bought
13,4117,also_viewed
13,4117,also_bought
13,9128,also_viewed
13,9128,also_bought
13,4124,also_viewed
13,4124,also_bought
13,6996,also_viewed
13,6996,also_bought
13,7802,also_bought
13,7347,also_bought
13,2697,also_bought
13,6999,also_viewed
13,6999,also_bought
13,6902,also_bought
13,5491,also_bought
13,9129,also_bought
13,7800,also_bought
13,11826,also_viewed
13,11826,also_bought
13,5575,also_viewed
13,7216,also_viewed
13,5436,also_viewed
13,4558,also_viewed
13,2704,also_viewed
13,7803,also_viewed
13,110,also_viewed
13,3367,also_viewed
13,7801,also_viewed
14,13,also_viewed
14,13,also_bought
14,7817,also_viewed
14,7817,also_bought
14,6996,also_bought
14,6996,bought_together
14,9129,also_bought
14,9121,also_viewed
14,9121,also_bought
14,9773,also_bought
14,2706,also_bought
14,7009,also_viewed
14,7009,also_bought
14,7924,also_bought
14,2697,also_bought
14,2352,also_bought
14,110,also_bought
14,4124,also_bought
14,9135,also_bought
14,2700,also_bought
14,7534,also_bought
14,7800,also_bought
14,2370,also_bought
14,5370,also_bought
14,11034,also_bought
14,8540,also_viewed
14,9386,also_viewed
14,7505,also_viewed
14,10957,also_viewed
14,9799,also_viewed
14,9658,also_viewed
14,6060,also_viewed
14,9080,also_viewed
15,1254,also_viewed
15,1254,also_bought
16,2163,also_viewed
16,2163,also_bought
16,3659,also_viewed
16,3659,also_bought
16,2953,also_viewed
16,2953,also_bought
16,6548,also_bought
16,2739,also_viewed
16,2739,also_bought
17,11407,also_bought
17,2769,also_bought
18,21,also_viewed
18,21,bought_together
18,21,also_bought
18,587,also_viewed
18,587,also_bought
18,1687,also_viewed
18,1687,also_bought
18,227,also_viewed
18,227,also_bought
18,1368,also_bought
18,5590,also_viewed
18,5590,also_bought
18,187,also_bought
18,2642,also_bought
18,11633,also_viewed
18,9458,also_viewed
18,4614,also_viewed
19,9097,also_viewed
19,9097,also_bought
19,1121,also_viewed
19,1121,also_bought
19,8005,also_viewed
19,8005,also_bought
19,4689,also_bought
19,10953,also_bought
19,3540,also_bought
19,3104,also_bought
19,69,also_bought
19,3766,also_bought
19,1378,also_viewed
19,5006,also_viewed
19,220,also_viewed
19,11305,also_viewed
19,2278,also_viewed
19,11869,also_viewed
20,837,also_bought
20,349,also_viewed
20,349,also_bought
20,8005,also_viewed
20,8005,also_bought
20,4689,also_bought
20,9097,also_viewed
20,9097,also_bought
20,1378,also_viewed
20,1378,also_bought
20,1572,also_bought
20,11869,also_bought
20,8803,also_bought
20,11091,also_bought
20,5006,also_bought
20,1840,also_bought
20,5590,also_bought
20,1189,also_bought
20,5067,also_bought
20,587,also_viewed
20,587,also_bought
20,11305,also_viewed
20,11305,also_bought
20,9082,also_bought
20,10700,also_bought
20,8450,also_bought
20,4954,also_bought
20,6831,also_bought
20,9083,also_bought
20,9200,also_bought
20,4433,also_viewed
20,12019,also_viewed
20,220,also_viewed
21,1687,also_viewed
21,1687,also_bought
21,587,also_viewed
21,587,also_bought
21,227,also_viewed
21,227,also_bought
21,1368,also_viewed
21,1368,also_bought
21,5590,also_viewed
21,5590,also_bought
21,4689,also_bought
21,10733,also_bought
21,2642,also_bought
21,8679,also_bought
21,187,also_bought
21,6550,also_bought
21,1378,also_viewed
21,5006,also_viewed
22,7150,also_viewed
22,4707,also_viewed
22,11790,also_viewed
22,9193,also_viewed
22,820,also_viewed
22,9771,also_viewed
22,2211,also_viewed
22,10811,also_viewed
25,26,also_viewed
25,26,bought_together
25,26,also_bought
25,3569,also_viewed
25,3569,also_bought
25,3722,also_viewed
25,3722,also_bought
25,3721,also_viewed
25,3721,also_bought
25,12024,also_viewed
25,12024,also_bought
25,10968,also_viewed
25,10968,also_bought
25,4829,also_bought
25,3540,also_viewed
25,3540,also_bought
25,3568,also_viewed
25,3568,also_bought
25,1531,also_viewed
25,1531,also_bought
25,2250,also_bought
25,11562,also_viewed
25,11562,also_bought
25,3724,also_viewed
25,3724,also_bought
25,4828,also_bought
25,6531,also_viewed
25,6531,also_bought
25,1927,also_bought
25,3723,also_bought
25,4303,also_bought
25,69,also_bought
25,4826,also_bought
25,4830,also_bought
25,11737,also_bought
25,1222,also_viewed
25,6024,also_viewed
25,11584,also_viewed
25,9770,also_viewed
26,25,also_viewed
26,25,bought_together
26,25,also_bought
26,3721,also_viewed
26,3721,also_bought
26,3722,also_viewed
26,3722,also_bought
26,8679,also_viewed
26,8679,also_bought
26,3723,also_viewed
26,3723,also_bought
26,502,also_bought
26,1222,also_viewed
26,1222,also_bought
26,1559,also_viewed
26,1559,also_bought
26,1572,also_bought
26,7574,also_viewed
26,7574,also_bought
26,3724,also_viewed
26,11562,also_viewed
26,12024,also_viewed
26,8803,also_viewed
26,11577,also_viewed
26,4648,also_viewed
26,1702,also_viewed
26,4822,also_viewed
26,3569,also_viewed
27,3722,also_viewed
27,3722,bought_together
27,3722,also_bought
27,25,also_viewed
27,25,also_bought
27,3721,also_viewed
27,3721,bought_together
27,3721,also_bought
27,3724,also_viewed
27,3724,also_bought
27,3723,also_viewed
27,3723,also_bought
27,1500,also_bought
27,3540,also_bought
27,4303,also_bought
27,1126,also_bought
27,4829,also_bought
27,1531,also_bought
27,443,also_bought
27,7642,also_bought
27,1222,also_viewed
27,26,also_viewed
27,11577,also_viewed
27,7574,also_viewed
27,12024,also_viewed
27,11562,also_viewed
27,3541,also_viewed
27,4648,also_viewed
27,3569,also_viewed
27,10961,also_viewed
27,10968,also_viewed
28,837,also_viewed
28,837,also_bought
28,3673,also_bought
28,4297,also_bought
28,3950,also_viewed
28,3950,also_bought
28,2437,also_bought
28,5599,also_bought
28,4187,also_bought
28,56,also_bought
28,4384,also_bought
28,4561,also_bought
28,7765,also_bought
28,9087,also_bought
28,2354,also_bought
28,6439,also_bought
28,69,also_bought
28,6612,also_bought
28,11159,also_bought
28,1373,also_bought
28,9082,also_bought
28,9083,also_bought
28,7127,also_viewed
28,8094,also_viewed
28,6310,also_viewed
29,1204,also_viewed
29,1204,bought_together
29,1204,also_bought
29,10980,also_viewed
29,10980,also_bought
29,8786,also_viewed
29,8786,also_bought
29,6518,also_bought
29,8780,also_bought
29,40,also_bought
29,4234,also_viewed
29,4234,also_bought
29,39,also_bought
29,9200,also_bought
29,7411,also_bought
29,8783,also_bought
29,4187,also_bought
29,9189,also_viewed
29,9189,also_bought
29,3066,also_bought
29,7086,also_bought
29,3921,also_bought
29,2755,also_bought
29,6612,also_bought
29,6548,also_bought
29,3060,also_viewed
29,3060,also_bought
29,3451,also_viewed
29,5678,also_viewed
29,157,also_viewed
29,1609,also_viewed
29,2685,also_viewed
30,6548,also_viewed
30,56,also_viewed
30,8555,also_viewed
30,3843,also_viewed
30,6136,also_viewed
30,1825,also_viewed
30,2133,also_viewed
30,3670,also_viewed
30,7699,also_viewed
30,3725,also_viewed
31,8441,also_viewed
31,8441,bought_together
31,8441,also_bought
31,11159,also_viewed
31,11159,also_bought
31,9242,also_viewed
31,9242,also_bought
31,40,also_viewed
31,40,also_bought
31,10961,also_bought
31,4187,also_bought
31,39,also_viewed
31,39,also_bought
31,5072,also_bought
31,7415,also_bought
31,9083,also_bought
31,1126,also_bought
31,176,also_bought
31,11091,also_bought
31,4234,also_bought
31,3915,also_viewed
31,3915,also_bought
31,1338,also_bought
31,4539,also_bought
31,5787,also_bought
31,11461,also_bought
31,2044,also_viewed
31,2044,also_bought
31,2250,also_bought
31,4826,also_bought
31,10953,also_bought
31,7642,also_bought
31,1189,also_bought
31,7689,also_bought
31,10788,also_viewed
32,345,also_viewed
32,345,also_bought
32,9367,also_viewed
32,9367,also_bought
32,1500,also_viewed
32,1500,also_bought
32,3857,also_viewed
32,3857,also_bought
32,1501,also_viewed
32,1501,also_bought
32,4742,also_viewed
32,4742,also_bought
32,443,also_bought
32,10477,also_viewed
32,7716,also_viewed
32,3379,also_viewed
32,6544,also_viewed
32,1840,also_viewed
32,5344,also_viewed
32,10979,also_viewed
32,10953,also_viewed
32,11641,also_viewed
32,11938,also_viewed
32,11712,also_viewed
32,3812,also_viewed
32,9742,also_viewed
33,34,also_viewed
33,34,also_bought
33,3766,also_viewed
33,3766,also_bought
33,4007,also_viewed
33,4007,also_bought
33,3721,also_bought
33,4176,also_viewed
33,45,also_viewed
33,11091,also_viewed
33,4268,also_viewed
34,33,also_viewed
34,33,also_bought
34,3766,also_viewed
34,3766,also_bought
34,3483,also_bought
34,11338,also_bought
34,7670,also_bought
34,6056,also_bought
34,4037,also_bought
34,1519,also_viewed
34,4007,also_viewed
34,7562,also_viewed
34,334,also_viewed
34,4176,also_viewed
35,30,also_viewed
35,30,also_bought
35,47,also_bought
35,1500,also_viewed
35,4176,also_viewed
35,345,also_viewed
35,7920,also_viewed
35,8359,also_viewed
35,11576,also_viewed
35,3766,also_viewed
35,4007,also_viewed
35,1501,also_viewed
35,4187,also_viewed
35,2214,also_viewed
36,3014,also_bought
36,2921,also_bought
36,10059,also_bought
36,3312,also_bought
36,7086,also_bought
36,108,also_bought
36,490,also_bought
36,323,also_bought
36,2765,also_bought
36,815,also_bought
36,1713,also_bought
36,2738,also_viewed
36,460,also_viewed
36,3073,also_viewed
36,7823,also_viewed
36,324,also_viewed
37,38,also_viewed
37,38,bought_together
37,38,also_bought
37,94,also_viewed
37,94,also_bought
37,39,also_viewed
37,39,bought_together
37,39,also_bought
37,3661,also_viewed
37,3661,also_bought
37,104,also_viewed
37,104,also_bought
37,1759,also_viewed
37,1759,also_bought
37,3662,also_viewed
37,3662,also_bought
37,1338,also_viewed
37,1338,also_bought
37,9242,also_viewed
37,9242,also_bought
37,1860,also_viewed
37,1860,also_bought
37,40,also_viewed
37,40,also_bought
37,2380,also_bought
37,6329,also_viewed
37,6329,also_bought
37,6778,also_bought
37,9904,also_bought
37,9928,also_viewed
37,9928,also_bought
37,443,also_bought
37,2711,also_bought
37,4870,also_bought
37,2552,also_bought
37,6853,also_bought
37,2250,also_viewed
37,2250,also_bought
37,7415,also_bought
37,9382,also_bought
37,3457,also_bought
37,9946,also_bought
37,3357,also_bought
37,1244,also_bought
37,11807,also_bought
37,9450,also_bought
37,11221,also_bought
37,5036,also_bought
37,11650,also_bought
37,7086,also_bought
37,2214,also_bought
37,3522,also_viewed
37,5409,also_viewed
37,1158,also_viewed
37,10062,also_viewed
37,3259,also_viewed
37,6574,also_viewed
37,3257,also_viewed
37,9206,also_viewed
38,39,also_viewed
38,39,bought_together
38,39,also_bought
38,94,also_viewed
38,94,also_bought
38,104,also_viewed
38,104,bought_together
38,104,also_bought
38,1759,also_viewed
38,1759,also_bought
38,1338,also_viewed
38,1338,also_bought
38,40,also_viewed
38,40,also_bought
38,3662,also_viewed
38,3662,also_bought
38,9242,also_viewed
38,9242,also_bought
38,37,also_viewed
38,37,also_bought
38,3661,also_viewed
38,3661,also_bought
38,1860,also_viewed
38,1860,also_bought
38,9218,also_bought
38,11603,also_bought
38,3259,also_bought
38,1647,also_bought
38,3176,also_bought
38,9217,also_viewed
38,9217,also_bought
38,9928,also_bought
38,11639,also_bought
38,6310,also_bought
38,2250,also_bought
38,3588,also_bought
38,6439,also_bought
38,176,also_bought
38,9206,also_bought
38,7415,also_bought
38,11255,also_bought
38,443,also_bought
38,11807,also_bought
38,3843,also_bought
38,6574,also_viewed
38,1158,also_viewed
38,1840,also_viewed
38,2006,also_viewed
38,12029,also_viewed
38,6578,also_viewed
38,4822,also_viewed
38,5168,also_viewed
39,38,also_viewed
39,38,bought_together
39,38,also_bought
39,104,also_viewed
39,104,bought_together
39,104,also_bought
39,94,also_viewed
39,94,also_bought
39,1338,also_viewed
39,1338,also_bought
39,3661,also_viewed
39,3661,also_bought
39,3662,also_viewed
39,3662,also_bought
39,9242,also_viewed
39,9242,also_bought
39,37,also_viewed
39,37,also_bought
39,1759,also_viewed
39,1759,also_bought
39,40,also_viewed
39,40,also_bought
39,2250,also_viewed
39,2250,also_bought
39,6574,also_bought
39,4187,also_bought
39,11159,also_bought
39,176,also_bought
39,9218,also_bought
39,9206,also_viewed
39,9206,also_bought
39,11603,also_bought
39,9450,also_bought
39,8516,also_bought
39,6555,also_bought
39,8047,also_bought
39,11943,also_bought
39,11510,also_bought
39,9904,also_bought
39,4186,also_bought
39,8303,also_bought
39,4188,also_bought
39,2420,also_bought
39,2921,also_bought
39,3259,also_viewed
39,3259,also_bought
39,375,also_bought
39,9928,also_viewed
39,9928,also_bought
39,1531,also_bought
39,5681,also_bought
39,4829,also_bought
39,3257,also_bought
39,839,also_bought
39,2901,also_bought
39,11650,also_bought
39,11255,also_bought
39,4830,also_viewed
39,4830,also_bought
39,3522,also_viewed
39,1860,also_viewed
39,10062,also_viewed
39,1158,also_viewed
39,1562,also_viewed
39,10427,also_viewed
39,9415,also_viewed
39,4828,also_viewed
39,9207,also_viewed
39,5409,also_viewed
39,8158,also_viewed
39,695,also_viewed
40,38,also_viewed
40,38,bought_together
40,38,also_bought
40,104,also_viewed
40,104,also_bought
40,39,also_viewed
40,39,bought_together
40,39,also_bought
40,9242,also_viewed
40,9242,also_bought
40,3662,also_viewed
40,3662,also_bought
40,1759,also_viewed
40,1759,also_bought
40,1338,also_viewed
40,1338,also_bought
40,94,also_viewed
40,94,also_bought
40,8441,also_viewed
40,8441,also_bought
40,3661,also_viewed
40,3661,also_bought
40,5681,also_bought
40,37,also_viewed
40,37,also_bought
40,176,also_bought
40,11159,also_bought
40,1860,also_viewed
40,1860,also_bought
40,7415,also_bought
40,6202,also_bought
40,3066,also_bought
40,31,also_viewed
40,31,also_bought
40,1304,also_bought
40,11034,also_bought
40,4948,also_bought
40,10313,also_bought
40,4186,also_bought
40,6518,also_bought
40,11650,also_bought
40,9382,also_bought
40,1884,also_bought
40,443,also_bought
40,1189,also_bought
40,4187,also_bought
40,7642,also_bought
40,10961,also_bought
40,11691,also_bought
40,5705,also_bought
40,4539,also_bought
40,3259,also_bought
40,3511,also_bought
40,6439,also_bought
40,3522,also_viewed
40,1158,also_viewed
40,10062,also_viewed
40,9206,also_viewed
40,9928,also_viewed
40,6574,also_viewed
41,48,also_viewed
41,48,bought_together
41,48,also_bought
41,5590,also_bought
41,2901,also_bought
41,587,also_bought
41,1269,also_bought
41,3858,also_viewed
41,4833,also_viewed
41,1559,also_viewed
41,11576,also_viewed
41,4539,also_viewed
41,1500,also_viewed
41,11641,also_viewed
41,8679,also_viewed
42,4007,also_viewed
42,4007,also_bought
42,4268,also_viewed
42,4268,also_bought
42,3766,also_viewed
42,3766,also_bought
42,1942,also_bought
42,33,also_viewed
43,4007,also_viewed
43,4007,bought_together
43,4007,also_bought
43,3766,also_bought
43,4614,also_bought
43,7699,also_bought
43,9189,also_viewed
43,9189,also_bought
43,6870,also_bought
43,3948,also_bought
43,1807,also_bought
43,4268,also_viewed
44,4007,also_viewed
44,4007,also_bought
44,4268,also_viewed
44,33,also_viewed
44,45,also_viewed
44,3766,also_viewed
44,3762,also_viewed
45,4007,also_viewed
45,4007,also_bought
45,33,also_viewed
45,3766,also_viewed
45,3762,also_viewed
45,4539,also_viewed
45,7642,also_viewed
46,4007,also_viewed
46,4007,also_bought
46,69,also_bought
46,323,also_bought
46,7509,also_bought
46,3762,also_viewed
46,45,also_viewed
46,33,also_viewed
46,3766,also_viewed
46,4268,also_viewed
47,3725,also_viewed
47,3725,also_bought
47,6310,also_viewed
47,6310,also_bought
47,11650,also_bought
47,7699,also_viewed
47,7699,also_bought
47,6550,also_viewed
47,6550,also_bought
47,5818,also_bought
47,4000,also_bought
47,5169,also_viewed
47,4379,also_viewed
47,3066,also_viewed
47,6427,also_viewed
47,6311,also_viewed
47,11645,also_viewed
47,8555,also_viewed
47,98,also_viewed
48,1338,also_bought
48,11650,also_bought
48,9500,also_viewed
48,3843,also_viewed
48,6311,also_viewed
48,56,also_viewed
48,11645,also_viewed
48,6310,also_viewed
48,8021,also_viewed
48,3725,also_viewed
48,10479,also_viewed
48,6548,also_viewed
48,1452,also_viewed
48,12009,also_viewed
48,11940,also_viewed
48,6427,also_viewed
48,2075,also_viewed
48,2915,also_viewed
48,12057,also_viewed
49,48,also_viewed
49,48,bought_together
49,48,also_bought
49,21,also_bought
49,5590,also_bought
49,1687,also_bought
49,6792,also_bought
49,587,also_bought
49,2642,also_bought
49,1557,also_viewed
49,6311,also_viewed
49,47,also_viewed
49,1560,also_viewed
49,3725,also_viewed
49,6550,also_viewed
49,8555,also_viewed
49,8783,also_viewed
49,4876,also_viewed
49,10479,also_viewed
50,4988,also_viewed
50,4988,bought_together
50,4988,also_bought
50,7087,also_viewed
50,7087,also_bought
50,839,also_viewed
50,839,also_bought
50,4307,also_viewed
50,4307,also_bought
50,11886,also_bought
50,11576,also_bought
50,10387,also_bought
50,8783,also_viewed
50,8783,also_bought
50,56,also_bought
50,2913,also_viewed
50,2913,also_bought
50,7086,also_bought
50,104,also_bought
50,9731,also_bought
50,40,also_bought
50,9728,also_viewed
50,9728,also_bought
50,5770,also_bought
50,3919,also_bought
50,5771,also_bought
50,11849,also_bought
50,11678,also_bought
50,11075,also_bought
50,2846,also_bought
50,11351,also_bought
50,5490,also_bought
50,11193,also_bought
50,3746,also_bought
50,39,also_bought
50,1840,also_bought
50,443,also_viewed
50,8784,also_viewed
50,5218,also_viewed
50,2803,also_viewed
50,11549,also_viewed
50,12057,also_viewed
51,1157,also_viewed
51,1157,bought_together
51,1157,also_bought
51,6368,also_viewed
51,6368,also_bought
51,4512,also_bought
51,9920,also_bought
51,2921,also_bought
51,7086,also_bought
51,10463,also_viewed
52,6548,also_viewed
52,6548,bought_together
52,6548,also_bought
52,4988,also_viewed
52,4988,also_bought
52,11576,also_viewed
52,11576,also_bought
52,1121,also_bought
52,2803,also_bought
52,7086,also_bought
52,10953,also_bought
52,4297,also_bought
52,6310,also_viewed
52,6310,also_bought
52,11212,also_bought
52,7043,also_bought
52,4187,also_bought
52,176,also_bought
52,6439,also_bought
52,8783,also_viewed
52,56,also_viewed
52,5169,also_viewed
52,7087,also_viewed
52,3843,also_viewed
52,11645,also_viewed
52,8784,also_viewed
54,6945,also_viewed
54,6945,also_bought
54,2769,also_viewed
54,2769,also_bought
54,740,also_bought
54,1269,also_bought
54,6368,also_bought
54,970,also_bought
54,7086,also_bought
54,679,also_bought
54,2303,also_viewed
54,4160,also_viewed
54,259,also_viewed
54,4161,also_viewed
54,9361,also_viewed
54,7458,also_viewed
54,8,also_viewed
55,2731,also_viewed
55,2731,also_bought
55,56,also_viewed
55,56,bought_together
55,56,also_bought
55,2803,also_viewed
55,2803,also_bought
55,9496,also_viewed
55,9496,also_bought
55,3846,also_viewed
55,3846,also_bought
55,10975,also_bought
55,1245,also_viewed
55,1245,also_bought
55,7992,also_bought
55,5344,also_bought
55,9691,also_viewed
55,9691,also_bought
55,10385,also_viewed
55,10385,also_bought
55,3843,also_viewed
55,3843,also_bought
55,3919,also_bought
55,6310,also_viewed
55,6310,also_bought
55,9494,also_bought
55,69,also_bought
55,191,also_viewed
55,191,also_bought
55,6136,also_bought
55,6996,also_bought
55,1244,also_bought
55,11034,also_bought
55,9128,also_bought
55,11849,also_viewed
55,11849,also_bought
55,80,also_bought
55,10976,also_bought
55,6309,also_bought
55,9121,also_bought
55,11372,also_bought
55,4145,also_viewed
55,4676,also_viewed
55,1825,also_viewed
55,3920,also_viewed
55,6311,also_viewed
55,6548,also_viewed
56,3846,also_viewed
56,3846,also_bought
56,9496,also_viewed
56,9496,also_bought
56,10975,also_bought
56,55,also_viewed
56,55,also_bought
56,2803,also_viewed
56,2803,also_bought
56,1245,also_viewed
56,1245,also_bought
56,3812,also_bought
56,10976,also_bought
56,11372,also_bought
56,6310,also_viewed
56,6310,also_bought
56,6106,also_bought
56,3843,also_viewed
56,3843,also_bought
56,6996,also_bought
56,5295,also_bought
56,9731,also_bought
56,10813,also_bought
56,10385,also_viewed
56,10385,also_bought
56,7086,also_bought
56,7875,also_bought
56,7031,also_bought
56,4452,also_bought
56,1215,also_bought
56,6654,also_bought
56,9691,also_viewed
56,6548,also_viewed
56,191,also_viewed
56,6311,also_viewed
56,4676,also_viewed
56,3920,also_viewed
56,11849,also_viewed
56,1825,also_viewed
57,3706,also_viewed
57,3706,also_bought
57,11372,also_viewed
57,11372,bought_together
57,11372,also_bought
57,10983,also_viewed
57,10983,also_bought
57,11373,also_viewed
57,11373,also_bought
57,6654,also_viewed
57,6654,also_bought
57,7803,also_bought
57,7800,also_bought
57,7010,also_bought
57,6310,also_bought
57,7802,also_bought
57,5358,also_viewed
57,5358,also_bought
57,7043,also_bought
57,9121,also_bought
57,11203,also_bought
57,3043,also_bought
57,7415,also_bought
57,7801,also_bought
57,56,also_bought
57,7817,also_bought
57,5042,also_bought
57,4101,also_bought
57,4869,also_bought
57,10961,also_bought
57,4870,also_bought
57,2862,also_bought
57,3709,also_viewed
57,4308,also_viewed
57,3705,also_viewed
57,483,also_viewed
57,6235,also_viewed
57,8794,also_viewed
57,6106,also_viewed
58,10983,also_viewed
58,10983,also_bought
58,3705,also_viewed
58,3705,also_bought
58,10564,also_viewed
58,10564,bought_together
58,10564,also_bought
58,11372,also_viewed
58,11372,also_bought
58,11878,also_viewed
58,11878,also_bought
58,3706,also_viewed
58,3706,also_bought
58,10706,also_bought
58,11877,also_bought
58,6654,also_viewed
58,6654,also_bought
58,11373,also_viewed
58,11373,also_bought
58,5358,also_viewed
58,5358,also_bought
58,11799,also_bought
58,56,also_viewed
58,56,also_bought
58,10770,also_viewed
58,10770,also_bought
58,6310,also_viewed
58,6310,also_bought
58,3709,also_viewed
58,3709,also_bought
58,11770,also_bought
58,3812,also_bought
58,4452,also_bought
58,10888,also_bought
58,10976,also_bought
58,5523,also_bought
58,10707,also_bought
58,10814,also_bought
58,2690,also_bought
58,9287,also_bought
58,1179,also_bought
58,9942,also_bought
58,10813,also_bought
58,10975,also_bought
58,6235,also_viewed
58,4308,also_viewed
58,55,also_viewed
58,1670,also_viewed
58,11645,also_viewed
58,9691,also_viewed
59,972,also_viewed
59,972,also_bought
59,8470,also_bought
59,5370,also_viewed
59,4378,also_viewed
59,4117,also_viewed
59,11316,also_viewed
59,7501,also_viewed
59,4220,also_viewed
59,8839,also_viewed
59,9722,also_viewed
60,1923,also_viewed
61,7087,also_viewed
61,7087,also_bought
61,8784,also_viewed
61,8784,also_bought
61,8783,also_viewed
61,6548,also_viewed
61,7699,also_viewed
61,4988,also_viewed
61,6311,also_viewed
61,3920,also_viewed
61,56,also_viewed
61,7751,also_viewed
61,6268,also_viewed
61,8275,also_viewed
61,1416,also_viewed
61,9728,also_viewed
61,6547,also_viewed
62,11576,also_viewed
62,11576,also_bought
62,6548,also_bought
62,200,also_bought
62,2208,also_bought
62,2642,also_bought
62,3858,also_viewed
62,7716,also_viewed
