user_id,position,item_id,split
37,11,11903,train
37,12,10726,train
37,13,11614,train
37,14,3603,train
37,15,7135,val
37,16,9783,test
38,0,5185,train
38,1,5324,train
38,2,5325,train
38,3,5393,train
38,4,6494,train
38,5,7723,train
38,6,5801,train
38,7,6031,train
38,8,7651,train
38,9,7531,val
38,10,8968,test
39,0,9734,train
39,1,10003,train
39,2,5518,train
39,3,8966,val
39,4,8968,test
40,0,2463,train
40,1,6857,train
40,2,6861,train
40,3,6864,val
40,4,9386,test
41,0,5521,train
41,1,2512,train
41,2,5022,train
41,3,6396,train
41,4,6401,val
41,5,9687,test
42,0,5976,train
42,1,5986,train
42,2,9033,train
42,3,10631,train
42,4,11185,train
42,5,4548,train
42,6,8989,val
42,7,9076,test
43,0,892,train
43,1,11410,train
43,2,8634,train
43,3,3562,train
43,4,5131,train
43,5,8149,train
43,6,10105,train
43,7,11248,train
43,8,10434,train
43,9,2037,train
43,10,7129,train
43,11,8226,val
43,12,6460,test
44,0,2307,train
44,1,326,train
44,2,11081,train
44,3,12000,train
44,4,1903,train
44,5,5169,train
44,6,6359,val
44,7,10463,test
45,0,226,train
45,1,3896,train
45,2,6803,train
45,3,6806,val
45,4,536,test
46,0,11650,train
46,1,11938,train
46,2,11873,train
46,3,11790,val
46,4,12065,test
47,0,3425,train
47,1,8098,train
47,2,8149,train
47,3,9109,train
47,4,9835,train
47,5,9852,train
47,6,9999,train
47,7,10133,train
47,8,10147,train
47,9,10177,train
47,10,10222,train
47,11,10631,train
47,12,11140,train
47,13,11446,train
47,14,5577,train
47,15,11004,train
47,16,5097,train
47,17,9278,train
47,18,10745,train
47,19,7129,train
47,20,9766,val
47,21,11599,test
48,0,2044,train
48,1,3080,train
48,2,4262,train
48,3,6387,train
48,4,9082,train
48,5,9087,train
48,6,10334,train
48,7,10355,train
48,8,10864,train
48,9,54,train
48,10,8561,train
48,11,3162,train
48,12,3432,train
48,13,1253,train
48,14,3927,train
48,15,3070,train
48,16,10666,train
48,17,8806,train
48,18,4660,train
48,19,4572,train
48,20,6945,val
48,21,1853,test
49,0,3012,train
49,1,9243,train
49,2,1689,train
49,3,2422,val
49,4,10427,test
50,0,2576,train
50,1,52,train
50,2,484,train
50,3,1520,train
50,4,4711,val
50,5,8034,test
51,0,1733,train
51,1,2932,train
51,2,4179,train
51,3,1491,train
51,4,6141,train
51,5,10994,train
51,6,10435,train
51,7,594,train
51,8,11553,train
51,9,3662,val
51,10,11059,test
52,0,771,train
52,1,1929,train
52,2,2638,train
52,3,3926,train
52,4,2500,train
52,5,9567,val
52,6,7217,test
53,0,340,train
53,1,8278,train
53,2,2439,train
53,3,5256,train
53,4,6085,train
53,5,8233,train
53,6,8823,val
53,7,8646,test
54,0,4168,train
54,1,3357,train
54,2,6327,train
54,3,7418,train
54,4,3420,train
54,5,6952,train
54,6,8574,train
54,7,9599,train
54,8,5105,train
54,9,5106,val
54,10,5187,test
55,0,11247,train
55,1,1467,train
55,2,3601,train
55,3,4954,train
55,4,5842,train
55,5,6485,train
55,6,3593,train
55,7,6461,train
55,8,6464,train
55,9,6486,train
55,10,6972,train
55,11,6402,train
55,12,6460,train
55,13,6615,train
55,14,7458,train
55,15,11922,train
55,16,11893,train
55,17,867,train
55,18,6857,train
55,19,10838,train
55,20,3207,val
55,21,6945,test
56,0,687,train
56,1,738,train
56,2,3847,train
56,3,5292,val
56,4,7511,test
57,0,4022,train
57,1,2897,train
57,2,6148,train
57,3,5196,val
57,4,1914,test
58,0,2721,train
58,1,6207,train
58,2,6699,train
58,3,7002,train
58,4,7936,train
58,5,198,train
58,6,5383,train
58,7,1463,train
58,8,329,train
58,9,5534,train
58,10,3208,val
58,11,2924,test
59,0,5953,train
59,1,2021,train
59,2,4055,train
59,3,7564,train
59,4,6868,train
59,5,7000,train
59,6,1767,val
59,7,4186,test
60,0,719,train
60,1,769,train
60,2,1801,train
60,3,2707,train
60,4,3035,train
60,5,7767,train
60,6,9632,train
60,7,2921,train
60,8,6358,val
60,9,6672,test
61,0,679,train
61,1,1600,train
61,2,4474,train
61,3,6964,train
61,4,8783,val
61,5,8784,test
62,0,843,train
62,1,1506,train
62,2,1507,train
62,3,3065,val
62,4,9034,test
63,0,9594,train
63,1,10697,train
63,2,9085,train
63,3,10698,train
63,4,10570,train
63,5,10811,train
63,6,10895,train
63,7,10163,train
63,8,10668,train
63,9,10751,train
63,10,10752,train
63,11,5089,train
63,12,11053,train
63,13,8976,train
63,14,8975,train
63,15,1290,train
63,16,11764,train
63,17,11765,train
63,18,11770,train
63,19,11801,train
63,20,11802,val
63,21,11779,test
64,0,3548,train
64,1,6432,train
64,2,6433,train
64,3,2471,train
64,4,322,train
64,5,9560,val
64,6,10949,test
65,0,1926,train
65,1,102,train
65,2,262,train
65,3,552,train
65,4,3772,train
65,5,7846,val
65,6,453,test
66,0,8537,train
66,1,8953,train
66,2,4995,train
66,3,6209,train
66,4,7131,train
66,5,10564,val
66,6,3278,test
67,0,908,train
67,1,1120,train
67,2,3662,train
67,3,5242,train
67,4,9083,train
67,5,6434,train
67,6,8152,train
67,7,2971,train
67,8,8025,val
67,9,9379,test
68,0,1520,train
68,1,1521,train
68,2,1826,train
68,3,3207,train
68,4,716,train
68,5,11451,train
68,6,4897,val
68,7,1874,test
69,0,7209,train
69,1,6734,train
69,2,8043,train
69,3,8888,val
69,4,9195,test
70,0,9188,train
70,1,9951,train
70,2,4366,train
70,3,4867,val
70,4,10015,test
71,0,3653,train
71,1,3540,train
71,2,9265,train
71,3,9882,train
71,4,3049,train
71,5,10384,train
71,6,1491,train
71,7,8807,train
71,8,10373,train
71,9,11402,train
71,10,11663,val
71,11,12032,test
72,0,1576,train
72,1,3779,train
72,2,3166,train
72,3,4440,train
72,4,6769,train
72,5,8029,train
72,6,4977,val
72,7,6742,test
73,0,3361,train
73,1,8379,train
73,2,3762,train
73,3,4023,val
73,4,9308,test
74,0,9467,train
74,1,10692,train
74,2,10559,train
74,3,10505,val
74,4,11766,test
75,0,10281,train
75,1,10689,train
75,2,2661,train
75,3,10668,train
75,4,10688,train
75,5,2688,val
75,6,11709,test
76,0,162,train
76,1,247,train
76,2,5006,train
76,3,9476,val
76,4,9727,test
77,0,2883,train
77,1,4992,train
77,2,5676,train
77,3,4168,val
77,4,5244,test
78,0,8819,train
78,1,1592,train
78,2,8091,train
78,3,1520,train
78,4,3093,train
78,5,10608,train
78,6,11369,train
78,7,11374,val
78,8,10511,test
79,0,2467,train
79,1,2986,train
79,2,4910,train
79,3,10290,train
79,4,14,train
79,5,6980,train
79,6,4909,val
79,7,3690,test
80,0,3988,train
80,1,2031,train
80,2,46,train
80,3,3251,val
80,4,8312,test
81,0,7129,train
81,1,7214,train
81,2,7522,train
81,3,2036,train
81,4,4913,train
81,5,5097,train
81,6,5351,train
81,7,3226,train
81,8,5029,train
81,9,5563,train
81,10,8123,train
81,11,8149,train
81,12,8242,train
81,13,9034,val
81,14,10739,test
82,0,6301,train
82,1,1117,train
82,2,3989,train
82,3,545,train
82,4,1084,train
82,5,5095,train
82,6,5106,train
82,7,5167,train
82,8,7659,val
82,9,10441,test
83,0,836,train
83,1,2572,train
83,2,6764,train
83,3,817,train
83,4,1056,train
83,5,6131,train
83,6,280,train
83,7,2721,train
83,8,4915,train
83,9,3768,train
83,10,4440,train
83,11,11927,val
83,12,6732,test
84,0,1353,train
84,1,2810,train
84,2,70,train
84,3,1261,train
84,4,2557,train
84,5,1351,train
84,6,10381,train
84,7,10752,train
84,8,11215,train
84,9,11219,train
84,10,11707,train
84,11,11769,train
84,12,11710,val
84,13,11711,test
85,0,898,train
85,1,4417,train
85,2,3944,train
85,3,1696,train
85,4,4617,train
85,5,7006,train
85,6,848,val
85,7,11384,test
86,0,2008,train
86,1,2373,train
86,2,3199,train
86,3,267,train
86,4,6451,train
86,5,8785,train
86,6,6767,val
86,7,3742,test
87,0,9846,train
87,1,10796,train
87,2,7476,train
87,3,9403,val
87,4,9766,test
88,0,720,train
88,1,4031,train
88,2,2376,train
88,3,2607,train
88,4,2763,train
88,5,3757,val
88,6,4653,test
89,0,7180,train
89,1,8471,train
89,2,7365,train
89,3,8485,val
89,4,6401,test
90,0,226,train
90,1,4984,train
90,2,3503,train
90,3,8128,train
90,4,1914,train
90,5,7534,train
90,6,10244,train
90,7,1000,train
90,8,2982,val
90,9,9920,test
91,0,5361,train
91,1,5634,train
91,2,5696,train
91,3,7171,val
91,4,11783,test
92,0,10480,train
92,1,7095,train
92,2,9965,train
92,3,428,val
92,4,6137,test
93,0,5500,train
93,1,5412,train
93,2,4335,train
93,3,4188,train
93,4,158,val
93,5,8299,test
94,0,1584,train
94,1,2199,train
94,2,2075,train
94,3,1911,val
94,4,7688,test
95,0,482,train
95,1,3698,train
95,2,5830,train
95,3,5877,train
95,4,7094,train
95,5,9391,train
95,6,6612,val
95,7,5880,test
96,0,4270,train
96,1,6434,train
96,2,10569,train
96,3,5782,train
96,4,10572,val
96,5,10695,test
97,0,6905,train
97,1,3194,train
97,2,2027,train
97,3,3595,train
97,4,3831,val
97,5,1212,test
98,0,1273,train
98,1,4690,train
98,2,1293,train
98,3,6527,train
98,4,4747,val
98,5,10383,test
99,0,9359,train
99,1,11101,train
99,2,846,train
99,3,4449,train
99,4,8445,train
99,5,11310,train
99,6,11311,val
99,7,11921,test
100,0,2505,train
100,1,5199,train
100,2,5518,train
100,3,8249,val
100,4,486,test
101,0,4509,train
101,1,7848,train
101,2,8029,train
101,3,8957,train
101,4,10132,val
101,5,9998,test
102,0,10615,train
102,1,325,train
102,2,7929,train
102,3,11270,val
102,4,2546,test
103,0,6432,train
103,1,8073,train
103,2,7910,train
103,3,916,train
103,4,10705,train
103,5,10565,train
103,6,8555,train
103,7,5292,train
103,8,10669,train
103,9,10537,train
103,10,4015,val
103,11,11763,test
104,0,266,train
104,1,8643,train
104,2,7806,train
104,3,6310,val
104,4,8783,test
105,0,7134,train
105,1,2672,train
105,2,7880,train
105,3,11511,val
105,4,7879,test
106,0,8149,train
106,1,6236,train
106,2,9619,train
106,3,9621,train
106,4,9766,train
106,5,9989,train
106,6,10107,val
106,7,10631,test
107,0,403,train
107,1,2127,train
107,2,6365,train
107,3,7990,train
107,4,8648,train
107,5,8743,train
107,6,7742,val
107,7,5522,test
108,0,2373,train
108,1,11299,train
108,2,11286,train
108,3,11344,train
108,4,11291,val
108,5,11337,test
109,0,4267,train
109,1,5342,train
109,2,2719,train
109,3,1239,train
109,4,6047,train
109,5,5527,train
109,6,1026,train
109,7,5142,val
109,8,7225,test
110,0,5114,train
110,1,7699,train
110,2,3707,train
110,3,5972,train
110,4,7697,train
110,5,7700,train
110,6,7716,val
110,7,8813,test
111,0,2006,train
111,1,6070,train
111,2,7391,train
111,3,8043,train
111,4,8710,train
111,5,10826,train
111,6,879,train
111,7,2053,val
111,8,6867,test
112,0,6759,train
112,1,8624,train
112,2,2034,train
112,3,8765,train
112,4,8138,train
112,5,9202,train
112,6,6387,train
112,7,2347,train
112,8,9632,train
112,9,3712,train
112,10,8722,train
112,11,8723,train
112,12,9201,train
112,13,6781,train
112,14,820,train
112,15,9203,train
112,16,10645,train
112,17,827,train
112,18,1092,train
112,19,2248,train
112,20,7859,val
112,21,11562,test
113,0,770,train
113,1,2214,train
113,2,1885,train
113,3,11243,train
113,4,6959,train
113,5,9722,train
113,6,12,train
113,7,184,train
113,8,2647,train
113,9,5199,train
113,10,8197,val
113,11,10245,test
114,0,2336,train
114,1,3801,train
114,2,4049,train
114,3,4051,train
114,4,5347,val
114,5,11051,test
115,0,40,train
115,1,4335,train
115,2,2148,train
115,3,3951,train
115,4,3159,val
115,5,10314,test
116,0,9721,train
116,1,9874,train
116,2,638,train
116,3,3207,train
116,4,5456,train
116,5,9997,train
116,6,1529,train
116,7,10861,train
116,8,6328,train
116,9,6359,val
116,10,7756,test
117,0,5262,train
117,1,403,train
117,2,7423,train
117,3,8075,train
117,4,9743,val
117,5,5261,test
118,0,8979,train
118,1,9875,train
118,2,3745,train
118,3,7140,val
118,4,10427,test
119,0,749,train
119,1,5417,train
119,2,1868,train
119,3,1988,val
119,4,3843,test
120,0,2298,train
120,1,3158,train
120,2,4368,train
120,3,5305,train
120,4,9470,val
120,5,9545,test
121,0,113,train
121,1,6191,train
121,2,7329,train
121,3,7243,val
121,4,2338,test
122,0,2059,train
122,1,6450,train
122,2,6682,train
122,3,7474,train
122,4,7882,train
122,5,8107,train
122,6,9171,train
122,7,9576,train
122,8,10709,val
122,9,11321,test
123,0,5808,train
123,1,1585,train
123,2,4017,train
123,3,10502,train
123,4,3575,train
123,5,8789,train
123,6,10497,val
123,7,2318,test
124,0,5132,train
124,1,7651,train
124,2,7648,train
124,3,5527,train
124,4,7116,train
124,5,8242,train
124,6,11185,train
124,7,4739,train
124,8,7118,train
124,9,3272,train
124,10,5193,train
124,11,5962,train
124,12,7121,train
124,13,9777,train
124,14,11431,train
124,15,7745,train
124,16,8480,train
124,17,1335,train
124,18,4467,train
124,19,5898,train
124,20,4947,val
124,21,6318,test
125,0,9915,train
125,1,10055,train
125,2,10673,train
125,3,6432,val
125,4,11612,test
126,0,3181,train
126,1,3913,train
126,2,5767,train
126,3,1285,train
126,4,6353,train
126,5,1624,val
126,6,9882,test
127,0,3352,train
127,1,4907,train
127,2,6667,train
127,3,7650,val
127,4,7651,test
128,0,1248,train
128,1,5673,train
128,2,4138,train
128,3,396,val
128,4,10586,test
129,0,261,train
129,1,687,train
129,2,1164,train
129,3,3540,val
129,4,3830,test
130,0,5437,train
130,1,8255,train
130,2,6419,train
130,3,11255,train
130,4,3221,val
130,5,4418,test
131,0,5059,train
131,1,5524,train
131,2,8182,train
131,3,382,train
131,4,5440,train
131,5,4098,train
131,6,10868,train
131,7,3591,train
131,8,3403,train
131,9,8246,train
131,10,5581,train
131,11,1349,train
131,12,11380,val
131,13,1330,test
132,0,3223,train
132,1,5993,train
132,2,7369,train
132,3,9989,val
132,4,10118,test
133,0,4819,train
133,1,11650,train
133,2,12019,train
133,3,12065,train
133,4,12064,train
133,5,12057,train
133,6,12058,train
133,7,11616,val
133,8,12078,test
134,0,4005,train
134,1,267,train
134,2,1778,train
134,3,6959,val
134,4,8630,test
135,0,3152,train
135,1,4036,train
135,2,5577,train
135,3,6236,train
135,4,7531,train
135,5,9118,val
135,6,9368,test
136,0,848,train
136,1,2153,train
136,2,2647,train
136,3,4229,train
136,4,6320,val
136,5,7153,test
137,0,1583,train
137,1,5437,train
137,2,707,train
137,3,2555,val
137,4,5959,test
138,0,2111,train
138,1,10529,train
138,2,10004,train
138,3,10751,train
138,4,10752,train
138,5,10810,train
138,6,9977,train
138,7,10916,train
138,8,9159,train
138,9,11373,train
138,10,11767,val
138,11,11930,test
139,0,8768,train
139,1,4512,train
139,2,7663,train
139,3,140,val
139,4,7382,test
140,0,6012,train
140,1,4430,train
140,2,234,train
140,3,6506,val
140,4,9072,test
141,0,111,train
141,1,3857,train
141,2,5795,train
141,3,7044,train
141,4,2174,train
141,5,10500,val
141,6,11594,test
142,0,6733,train
142,1,2694,train
142,2,3130,train
142,3,1853,train
142,4,361,train
142,5,6809,val
142,6,8872,test
143,0,5055,train
143,1,5527,train
143,2,3219,train
143,3,4213,val
143,4,818,test
144,0,9946,train
144,1,7617,train
144,2,2214,train
144,3,10615,train
144,4,8755,val
144,5,798,test
145,0,555,train
145,1,8279,train
145,2,8850,train
145,3,9711,val
145,4,11146,test
146,0,54,train
146,1,3462,train
146,2,3540,train
146,3,4007,train
146,4,6397,train
146,5,9553,val
146,6,10610,test
147,0,8530,train
147,1,2298,train
147,2,5359,train
147,3,8076,train
147,4,10784,train
147,5,8480,train
147,6,8482,train
147,7,1520,train
147,8,7519,train
147,9,7648,train
147,10,11060,train
147,11,7556,train
147,12,8607,val
147,13,7453,test
148,0,9776,train
148,1,5352,train
148,2,8474,train
148,3,7552,train
148,4,9387,train
148,5,3342,train
148,6,443,val
148,7,12062,test
149,0,2851,train
149,1,2174,train
149,2,2378,train
149,3,6852,val
149,4,6789,test
150,0,6401,train
150,1,8501,train
150,2,2002,train
150,3,8483,val
150,4,8495,test
151,0,6449,train
151,1,6457,train
151,2,6471,train
151,3,6639,val
151,4,7316,test
152,0,7674,train
152,1,8729,train
152,2,8643,train
152,3,10695,train
152,4,10568,train
152,5,10692,train
152,6,4566,train
152,7,10694,val
152,8,11782,test
153,0,11304,train
153,1,11938,train
153,2,12019,train
153,3,11227,train
153,4,11971,train
153,5,12053,train
153,6,11790,train
153,7,12024,train
153,8,12065,train
153,9,12079,val
153,10,12087,test
154,0,9998,train
154,1,10651,train
154,2,9449,train
154,3,8135,val
154,4,438,test
155,0,7000,train
155,1,3962,train
155,2,5612,train
155,3,12,train
155,4,3251,train
155,5,3247,train
155,6,7873,train
155,7,389,val
155,8,5770,test
156,0,369,train
156,1,403,train
156,2,5101,train
156,3,5262,train
156,4,6401,train
156,5,6412,train
156,6,9099,val
156,7,10336,test
157,0,2247,train
157,1,4743,train
157,2,5050,train
157,3,6310,train
157,4,7896,train
157,5,7897,train
157,6,8462,val
157,7,11544,test
158,0,4872,train
158,1,8043,train
158,2,3408,train
158,3,8783,train
158,4,3872,val
158,5,9903,test
159,0,1520,train
159,1,6003,train
159,2,2475,train
159,3,7736,train
159,4,7841,train
159,5,8520,train
159,6,2602,train
159,7,8936,train
159,8,5491,train
159,9,11829,val
159,10,11618,test
160,0,3298,train
160,1,4464,train
160,2,4747,train
160,3,5249,train
160,4,8242,train
160,5,4732,train
160,6,4734,train
160,7,7385,train
160,8,4646,train
160,9,8492,val
160,10,2583,test
161,0,6484,train
161,1,7907,train
161,2,6389,train
161,3,8120,val
161,4,10220,test
162,0,172,train
162,1,7643,train
162,2,1206,train
162,3,7139,train
162,4,7144,train
162,5,10729,train
162,6,8747,val
162,7,4184,test
163,0,6471,train
163,1,7482,train
163,2,4184,train
163,3,6482,val
163,4,6525,test
164,0,7285,train
164,1,7424,train
164,2,8242,train
164,3,8248,train
164,4,4467,train
164,5,8249,val
164,6,8478,test
165,0,3322,train
165,1,2036,train
165,2,2488,train
165,3,5175,train
165,4,5641,train
165,5,6096,val
165,6,5174,test
166,0,2769,train
166,1,1984,train
166,2,7999,train
166,3,7006,train
166,4,8506,val
166,5,10148,test
167,0,5149,train
167,1,8276,train
167,2,2283,train
167,3,3596,train
167,4,4447,train
167,5,5048,val
167,6,148,test
168,0,2075,train
168,1,3749,train
168,2,693,train
168,3,1452,val
168,4,2368,test
169,0,3207,train
169,1,3424,train
169,2,5655,train
169,3,8029,train
169,4,7720,val
169,5,10781,test
170,0,2481,train
170,1,9302,train
170,2,6761,train
170,3,10745,val
170,4,9826,test
171,0,8417,train
171,1,11126,train
171,2,11418,train
171,3,9368,val
171,4,11554,test
172,0,574,train
172,1,4208,train
172,2,7531,train
172,3,6449,train
172,4,6457,train
172,5,6613,train
172,6,7316,train
172,7,7535,train
172,8,9365,train
172,9,6485,train
172,10,5640,train
172,11,6471,train
172,12,6488,train
172,13,7635,train
172,14,8019,val
172,15,8356,test
173,0,818,train
173,1,8450,train
173,2,7755,train
173,3,1788,val
173,4,8490,test
174,0,1789,train
174,1,5630,train
174,2,6902,train
174,3,7139,train
174,4,10018,train
174,5,8042,train
174,6,8776,train
174,7,8967,val
174,8,229,test
175,0,1038,train
175,1,5700,train
175,2,7164,train
175,3,8832,train
175,4,805,train
175,5,1946,train
175,6,8831,train
175,7,2398,train
175,8,1595,train
175,9,222,train
175,10,1968,train
175,11,2406,train
175,12,7163,train
175,13,792,train
175,14,1026,train
175,15,1491,train
175,16,2647,train
175,17,6651,val
175,18,6443,test
176,0,1412,train
176,1,389,train
176,2,3250,train
176,3,4379,train
176,4,3249,train
176,5,5381,train
176,6,7064,train
176,7,9171,train
176,8,9584,val
176,9,1858,test
177,0,2113,train
177,1,3129,train
177,2,2645,train
177,3,3432,val
177,4,11731,test
178,0,5279,train
178,1,3767,train
178,2,6612,train
178,3,8936,val
178,4,10213,test
179,0,6811,train
179,1,7881,train
179,2,8017,train
179,3,10026,val
179,4,7890,test
180,0,9682,train
180,1,8242,train
180,2,9119,train
180,3,5181,val
180,4,11531,test
181,0,6430,train
181,1,6888,train
181,2,3722,train
181,3,5901,train
181,4,6715,val
181,5,10783,test
182,0,3566,train
182,1,4948,train
182,2,6352,train
182,3,6434,val
182,4,5075,test
183,0,3739,train
183,1,5245,train
183,2,3565,train
183,3,4175,val
183,4,11255,test
184,0,3057,train
184,1,1602,train
184,2,2374,train
184,3,4586,train
184,4,4502,train
184,5,6434,train
184,6,10020,train
184,7,5336,val
184,8,6413,test
185,0,4270,train
185,1,8643,train
185,2,10559,train
185,3,10560,train
185,4,3703,train
185,5,8555,train
185,6,8806,val
185,7,5150,test
186,0,1981,train
186,1,1980,train
186,2,4389,train
186,3,2078,train
186,4,2079,train
186,5,9477,train
186,6,9482,val
186,7,9484,test
187,0,347,train
187,1,2082,train
187,2,3378,train
187,3,3386,train
187,4,3454,train
187,5,7263,train
187,6,9644,val
187,7,10108,test
188,0,3110,train
188,1,870,train
188,2,3109,train
188,3,4202,train
188,4,2856,train
188,5,4168,train
188,6,1111,val
188,7,1540,test
189,0,6585,train
189,1,8263,train
189,2,1560,train
189,3,4783,val
189,4,6500,test
190,0,4386,train
190,1,6479,train
190,2,7612,train
190,3,8706,val
190,4,7301,test
191,0,11685,train
191,1,11704,train
191,2,1247,train
191,3,11938,train
191,4,12019,train
191,5,11873,train
191,6,11948,train
191,7,11975,train
191,8,11839,train
191,9,12053,train
191,10,12056,train
191,11,12064,train
191,12,12065,train
191,13,12057,val
191,14,12058,test
192,0,4201,train
192,1,2959,train
192,2,91,train
192,3,9232,train
192,4,10975,val
192,5,2519,test
193,0,6002,train
193,1,6259,train
193,2,9455,train
193,3,10702,val
193,4,3703,test
194,0,267,train
194,1,4184,train
194,2,5973,train
194,3,7702,train
194,4,6976,train
194,5,381,train
194,6,9560,train
194,7,2480,train
194,8,3363,train
194,9,4267,train
194,10,4329,train
194,11,8479,train
194,12,8492,train
194,13,10000,train
194,14,8478,train
194,15,7428,val
194,16,11230,test
195,0,417,train
195,1,418,train
195,2,8657,train
195,3,9585,train
195,4,9590,train
195,5,2615,train
195,6,10567,train
195,7,10689,train
195,8,3714,train
195,9,5292,train
195,10,10572,train
195,11,10372,train
195,12,11051,train
195,13,11183,train
195,14,11782,train
195,15,11896,val
195,16,11930,test
196,0,8555,train
196,1,3713,train
196,2,10569,train
196,3,10570,train
196,4,10537,train
196,5,10571,train
196,6,10698,train
196,7,10807,train
196,8,10695,train
