window,user_raw_id,user_id,position,item_id
W3,A1GTSEGAXWRSO8,2696,0,372
W3,A1ACM1CBGORBN1,1669,0,437
W3,A31E0MN0BPGLIE,12075,0,493
W3,A31E0MN0BPGLIE,12075,1,950
W3,A31E0MN0BPGLIE,12075,2,960
W3,A31E0MN0BPGLIE,12075,3,1282
W3,A31E0MN0BPGLIE,12075,4,2603
W3,A31E0MN0BPGLIE,12075,5,2637
W3,A31E0MN0BPGLIE,12075,6,2746
W3,A27493GW3TEX65,7028,0,570
W3,A1FRBG71Y7L7PB,2529,0,746
W3,A1BHCE2409B5QF,1862,0,1065
W3,AX7QMRXX81L9K,21919,0,3403
W4,A2B7BUH8834Y6M,7721,0,19
W4,A2B7BUH8834Y6M,7721,1,69
W4,A2B7BUH8834Y6M,7721,2,16
W4,A2B7BUH8834Y6M,7721,3,428
W4,A281NPSIMI1C2R,7187,0,114
W4,A281NPSIMI1C2R,7187,1,201
W4,A281NPSIMI1C2R,7187,2,980
W4,A281NPSIMI1C2R,7187,3,159
W4,A281NPSIMI1C2R,7187,4,207
W4,A281NPSIMI1C2R,7187,5,2096
W4,A281NPSIMI1C2R,7187,6,3644
W4,A281NPSIMI1C2R,7187,7,894
W4,A281NPSIMI1C2R,7187,8,4862
W4,A281NPSIMI1C2R,7187,9,407
W4,A281NPSIMI1C2R,7187,10,406
W4,A281NPSIMI1C2R,7187,11,3802
W4,A281NPSIMI1C2R,7187,12,1128
W4,A281NPSIMI1C2R,7187,13,425
W4,A281NPSIMI1C2R,7187,14,733
W4,A281NPSIMI1C2R,7187,15,1957
W4,A281NPSIMI1C2R,7187,16,979
W4,A281NPSIMI1C2R,7187,17,1610
W4,A281NPSIMI1C2R,7187,18,143
W4,A281NPSIMI1C2R,7187,19,1309
W4,AK7CAW3N1XZV6,19848,0,29
W4,AK7CAW3N1XZV6,19848,1,2541
W4,AK7CAW3N1XZV6,19848,2,161
W4,AK7CAW3N1XZV6,19848,3,111
W4,AK7CAW3N1XZV6,19848,4,365
W4,AK7CAW3N1XZV6,19848,5,800
W4,AK7CAW3N1XZV6,19848,6,862
W4,AK7CAW3N1XZV6,19848,7,2411
W4,AK7CAW3N1XZV6,19848,8,781
W4,AK7CAW3N1XZV6,19848,9,841
W4,AK7CAW3N1XZV6,19848,10,776
W4,A1SBVY5DX5ZKUX,4565,0,35
W4,A1SBVY5DX5ZKUX,4565,1,51
W4,A1K5DUV1L52MUD,3244,0,559
W4,A1K5DUV1L52MUD,3244,1,841
W4,A1K5DUV1L52MUD,3244,2,46
W4,A1K5DUV1L52MUD,3244,3,58
W4,A2D914K7LL3TM0,8085,0,46
W4,AXJTNYD3UK1BP,21977,0,58
W4,AXJTNYD3UK1BP,21977,1,75
W4,A3M174IC0VXOS2,15464,0,1438
W4,A3M174IC0VXOS2,15464,1,5506
W4,A3M174IC0VXOS2,15464,2,1054
W4,A3M174IC0VXOS2,15464,3,1958
W4,A3M174IC0VXOS2,15464,4,865
W4,A3M174IC0VXOS2,15464,5,1241
W4,A3M174IC0VXOS2,15464,6,1131
W4,A3M174IC0VXOS2,15464,7,560
W4,A3M174IC0VXOS2,15464,8,1118
W4,A3M174IC0VXOS2,15464,9,571
W4,A3M174IC0VXOS2,15464,10,42
W4,A3M174IC0VXOS2,15464,11,783
W4,A3M174IC0VXOS2,15464,12,2735
W4,A3M174IC0VXOS2,15464,13,4304
W4,A3M174IC0VXOS2,15464,14,2225
W4,A3M174IC0VXOS2,15464,15,1198
W4,A3M174IC0VXOS2,15464,16,1077
W4,A3M174IC0VXOS2,15464,17,383
W4,A3M174IC0VXOS2,15464,18,1093
W4,A3M174IC0VXOS2,15464,19,1681
W4,A1Z54EM24Y40LL,5703,0,666
W4,A1Z54EM24Y40LL,5703,1,69
W4,A1Z54EM24Y40LL,5703,2,648
W4,A1Z54EM24Y40LL,5703,3,76
W4,A1AMVA4R3G58TV,1725,0,81
W4,A1AMVA4R3G58TV,1725,1,184
W4,A1AMVA4R3G58TV,1725,2,188
W4,A3N6JG64P2G9EV,15643,0,118
W4,A2IQ2DVZK4YZCW,8960,0,147
W4,A3RGN75LHYAG8U,16382,0,150
W4,AWIF8AR75LL9L,21814,0,151
W4,A1IU7S4HCK1XK0,3038,0,174
W4,A1IU7S4HCK1XK0,3038,1,203
W4,A1IU7S4HCK1XK0,3038,2,849
W4,A1IU7S4HCK1XK0,3038,3,64
W4,A1IU7S4HCK1XK0,3038,4,255
W4,A1IU7S4HCK1XK0,3038,5,261
W4,A1IU7S4HCK1XK0,3038,6,415
W4,A1IU7S4HCK1XK0,3038,7,957
W4,AN81JUYW2SL24,20353,0,175
W4,AQNDWV4YMTBZF,20868,0,3403
W4,AQNDWV4YMTBZF,20868,1,240
W4,A1UGYU7MRZXXMJ,4897,0,335
W4,A1GTSEGAXWRSO8,2696,0,372
W4,A1ACM1CBGORBN1,1669,0,437
W4,A31E0MN0BPGLIE,12075,0,493
W4,A31E0MN0BPGLIE,12075,1,950
W4,A31E0MN0BPGLIE,12075,2,960
W4,A31E0MN0BPGLIE,12075,3,1282
W4,A31E0MN0BPGLIE,12075,4,2603
W4,A31E0MN0BPGLIE,12075,5,2637
W4,A31E0MN0BPGLIE,12075,6,2746
W4,A27493GW3TEX65,7028,0,570
W4,A27493GW3TEX65,7028,1,1092
W4,A27493GW3TEX65,7028,2,572
W4,A27493GW3TEX65,7028,3,571
W4,A27493GW3TEX65,7028,4,573
W4,A27493GW3TEX65,7028,5,559
W4,A1FRBG71Y7L7PB,2529,0,746
W4,A1BHCE2409B5QF,1862,0,1065
W4,A1BHCE2409B5QF,1862,1,563
W4,A1BHCE2409B5QF,1862,2,1092
W4,A1BHCE2409B5QF,1862,3,44
W4,A1BHCE2409B5QF,1862,4,366
W4,AX7QMRXX81L9K,21919,0,3403
W4,AN5T6MAD6FC5I,20337,0,6
W4,A3UC3YT2E65LZO,16887,0,33
W4,A3UC3YT2E65LZO,16887,1,28
W4,A13IRKEEPFTWFM,568,0,29
W4,A13IRKEEPFTWFM,568,1,51
W4,A13IRKEEPFTWFM,568,2,52
W4,A13IRKEEPFTWFM,568,3,95
W4,A13IRKEEPFTWFM,568,4,97
W4,ACXCS6NRA4EVU,18644,0,30
W4,ACXCS6NRA4EVU,18644,1,955
W4,ACXCS6NRA4EVU,18644,2,912
W4,ACXCS6NRA4EVU,18644,3,728
W4,ACXCS6NRA4EVU,18644,4,954
W4,AVYEYDC974DMD,21723,0,39
W4,AQ1F3NP2G15S5,20776,0,563
W4,AQ1F3NP2G15S5,20776,1,42
W4,AQ1F3NP2G15S5,20776,2,3767
W4,ACNON4BZACUUL,18597,0,44
W4,A2W10YRC8CWAD7,11222,0,45
W4,A2W10YRC8CWAD7,11222,1,73
W4,A2W10YRC8CWAD7,11222,2,82
W4,A2W10YRC8CWAD7,11222,3,46
W4,A2W10YRC8CWAD7,11222,4,1273
W4,A3AGU9IY4LDG03,13561,0,54
W4,A3AGU9IY4LDG03,13561,1,1311
W4,A13STKDYQO5DQ8,608,0,744
W4,A13STKDYQO5DQ8,608,1,1023
W4,A13STKDYQO5DQ8,608,2,56
W4,A13STKDYQO5DQ8,608,3,696
W4,A13STKDYQO5DQ8,608,4,705
W4,A13STKDYQO5DQ8,608,5,3667
W4,A340T3DDR0ZTZ6,12520,0,497
W4,A340T3DDR0ZTZ6,12520,1,59
W4,ABWQP3ABN4EK6,18479,0,61
W4,ABWQP3ABN4EK6,18479,1,1455
W4,ABWQP3ABN4EK6,18479,2,1456
W4,A2ZI4RMRSA072T,11782,0,63
W4,A2ZI4RMRSA072T,11782,1,87
W4,A2ZI4RMRSA072T,11782,2,149
W4,A2ZI4RMRSA072T,11782,3,384
W4,A2ZI4RMRSA072T,11782,4,1195
W4,A2ZI4RMRSA072T,11782,5,559
W4,A2ZI4RMRSA072T,11782,6,570
W4,A2ZI4RMRSA072T,11782,7,573
W4,A2ZI4RMRSA072T,11782,8,2582
W4,A27UE9HJRZ22YI,7156,0,838
W4,A27UE9HJRZ22YI,7156,1,904
W4,A27UE9HJRZ22YI,7156,2,3669
W4,A27UE9HJRZ22YI,7156,3,3692
W4,A27UE9HJRZ22YI,7156,4,4709
W4,A27UE9HJRZ22YI,7156,5,1826
W4,A27UE9HJRZ22YI,7156,6,3755
W4,A27UE9HJRZ22YI,7156,7,97
W4,A27UE9HJRZ22YI,7156,8,1160
W4,AKMEY1BSHSDG7,19921,0,1120
W4,AKMEY1BSHSDG7,19921,1,511
W4,AKMEY1BSHSDG7,19921,2,843
W4,AKMEY1BSHSDG7,19921,3,109
W4,AKMEY1BSHSDG7,19921,4,180
W4,A3FY3H6F4249E0,14456,0,687
W4,A3FY3H6F4249E0,14456,1,112
W4,A28TWWUAWFVCTR,7328,0,121
W4,A3OZGW7KKKHYA4,15953,0,123
W4,AH1LFGRAN3GPC,19324,0,125
W4,A1E7AIEUMWTQNQ,2274,0,2998
W4,A1E7AIEUMWTQNQ,2274,1,1457
W4,A1E7AIEUMWTQNQ,2274,2,134
W4,A2X3OBHN1ICMZJ,11385,0,671
W4,A2X3OBHN1ICMZJ,11385,1,573
W4,A2X3OBHN1ICMZJ,11385,2,149
W4,A2X3OBHN1ICMZJ,11385,3,560
W4,A2X3OBHN1ICMZJ,11385,4,570
W4,A2X3OBHN1ICMZJ,11385,5,571
W4,A1MH8AMADOLQN8,3609,0,1250
W4,A1MH8AMADOLQN8,3609,1,151
W4,A39VNRG8P49QED,13470,0,151
W4,A1HFT68GJ42LTM,2808,0,157
W4,A3P8CU9874SRK5,15983,0,159
W4,A3P8CU9874SRK5,15983,1,457
W4,A3P8CU9874SRK5,15983,2,1189
W4,A141W8WHW9AC3H,645,0,172
W4,A3H7NPNDMGLOU4,14693,0,174
W4,A1SYLII0808HD6,4659,0,1278
W4,A1SYLII0808HD6,4659,1,258
W4,A1SYLII0808HD6,4659,2,519
W4,A1SYLII0808HD6,4659,3,174
W4,A1SYLII0808HD6,4659,4,1273
W4,A1SYLII0808HD6,4659,5,1165
W4,A1SYLII0808HD6,4659,6,330
W4,A1TKX01K86Y3G9,4750,0,184
W4,A1TKX01K86Y3G9,4750,1,2025
W4,A1TKX01K86Y3G9,4750,2,714
W4,A1TKX01K86Y3G9,4750,3,1582
W4,A1TKX01K86Y3G9,4750,4,2021
W4,A1TKX01K86Y3G9,4750,5,955
W4,ALIBRPT7KIE1J,20043,0,860
W4,ALIBRPT7KIE1J,20043,1,904
W4,ALIBRPT7KIE1J,20043,2,187
W4,A3PV7BY8K747QE,16099,0,189
W4,A3PV7BY8K747QE,16099,1,208
W4,A3PV7BY8K747QE,16099,2,687
W4,A24XUWT3SCRAPT,6669,0,191
W4,A24XUWT3SCRAPT,6669,1,208
W4,A24XUWT3SCRAPT,6669,2,687
W4,A24XUWT3SCRAPT,6669,3,1244
W4,A2SH7OWE8QJYNC,10611,0,191
W4,A1BN12O9JLKHXU,1887,0,1244
W4,A1BN12O9JLKHXU,1887,1,191
W4,A1BN12O9JLKHXU,1887,2,1161
W4,A1BN12O9JLKHXU,1887,3,1243
W4,A3R11XXC7MVNYW,16291,0,191
W4,A3R11XXC7MVNYW,16291,1,680
W4,A3R11XXC7MVNYW,16291,2,1465
W4,A1FHWJ7EFO3E3U,2479,0,195
W4,A3RKKP0PT14CNM,16398,0,1402
W4,A3RKKP0PT14CNM,16398,1,3749
W4,A3RKKP0PT14CNM,16398,2,3750
W4,A3RKKP0PT14CNM,16398,3,1220
W4,A3RKKP0PT14CNM,16398,4,3752
W4,A3RKKP0PT14CNM,16398,5,207
W4,A5N1HB1T4EKCM,17439,0,4850
W4,A5N1HB1T4EKCM,17439,1,208
W4,A1X2LENOF84LCQ,5331,0,208
W4,A2OW1FKQFPIA5D,10035,0,209
W4,A10G136JEISLVR,112,0,219
W4,A3AOKQCH0YBZDS,13597,0,3472
W4,A3AOKQCH0YBZDS,13597,1,221
W4,A1P4F6HIXU6WYE,4046,0,4510
W4,A1P4F6HIXU6WYE,4046,1,1225
W4,A1P4F6HIXU6WYE,4046,2,225
W4,A1P4F6HIXU6WYE,4046,3,902
W4,A1WSQ0QRWQC7VI,5285,0,708
W4,A1WSQ0QRWQC7VI,5285,1,234
W4,A12IRGQLFE4EBA,420,0,240
W4,A12IRGQLFE4EBA,420,1,407
W4,AIIR8E34EDKCQ,19564,0,1594
W4,AIIR8E34EDKCQ,19564,1,417
W4,AIIR8E34EDKCQ,19564,2,418
W4,AIIR8E34EDKCQ,19564,3,2719
W4,AIIR8E34EDKCQ,19564,4,240
W4,AIIR8E34EDKCQ,19564,5,416
W4,AIIR8E34EDKCQ,19564,6,256
W4,AIIR8E34EDKCQ,19564,7,261
W4,AIIR8E34EDKCQ,19564,8,1014
W4,AIIR8E34EDKCQ,19564,9,1595
W4,AIIR8E34EDKCQ,19564,10,3644
W4,AIIR8E34EDKCQ,19564,11,4862
W4,AIIR8E34EDKCQ,19564,12,419
W4,APG4YVSUN3T6S,20697,0,247
W4,A2JCNIN1RNRCQI,9054,0,1135
W4,A2JCNIN1RNRCQI,9054,1,365
W4,A2JCNIN1RNRCQI,9054,2,255
W4,ASGIVOW34XNQS,21167,0,1634
W4,ASGIVOW34XNQS,21167,1,256
W4,ASGIVOW34XNQS,21167,2,4850
W4,A182CP8NRL79TT,1290,0,258
W4,A182CP8NRL79TT,1290,1,839
W4,A1YUL9PCJR3JTY,5652,0,2121
W4,A1YUL9PCJR3JTY,5652,1,261
W4,A7MJTKHGS43RY,17749,0,275
W4,A1X93ES4DITTWK,5368,0,277
W4,A1X93ES4DITTWK,5368,1,1424
W4,A1X93ES4DITTWK,5368,2,552
W4,A1X93ES4DITTWK,5368,3,1273
W4,AEUY5C51JAWWH,18968,0,289
W4,AEUY5C51JAWWH,18968,1,290
W4,AEUY5C51JAWWH,18968,2,365
W4,A3NPJBLPHVWEF6,15738,0,304
W4,A2ZV4X5FFYBOIZ,11836,0,311
W4,AXO4PQU0XG3TG,22002,0,359
W4,A3LMILRM9OC3SA,15399,0,372
W4,A24ZFFRQ4MG3XL,6681,0,2986
W4,A24ZFFRQ4MG3XL,6681,1,932
W4,A24ZFFRQ4MG3XL,6681,2,386
W4,A24ZFFRQ4MG3XL,6681,3,783
W4,A24ZFFRQ4MG3XL,6681,4,3767
W4,A24ZFFRQ4MG3XL,6681,5,948
W4,A24ZFFRQ4MG3XL,6681,6,1970
W4,A24ZFFRQ4MG3XL,6681,7,1595
W4,ATNQNZEHWMR9U,21358,0,390
W4,A15WQOFOLORISW,943,0,391
W4,A1RHVEZJA30HGW,4427,0,1040
W4,A1RHVEZJA30HGW,4427,1,890
W4,A1RHVEZJA30HGW,4427,2,563
W4,A1RHVEZJA30HGW,4427,3,1085
W4,A1RHVEZJA30HGW,4427,4,1014
W4,A1RHVEZJA30HGW,4427,5,1092
W4,A1RHVEZJA30HGW,4427,6,1022
W4,A1RHVEZJA30HGW,4427,7,393
W4,A1RHVEZJA30HGW,4427,8,618
W4,A1RHVEZJA30HGW,4427,9,429
W4,A1RHVEZJA30HGW,4427,10,790
W4,A1RHVEZJA30HGW,4427,11,1077
W4,A3Q68B3TNPD3W7,16156,0,407
W4,A26EQ8U96JA92T,6919,0,407
W4,A3Q30ZLF1UDGQU,16139,0,407
W4,AN96RZ92SLGJV,20355,0,407
W4,A1KXONFPU2XQ5K,3360,0,407
W4,A28WXDXJA1P0MC,7345,0,1860
W4,A28WXDXJA1P0MC,7345,1,1338
W4,A28WXDXJA1P0MC,7345,2,407
W4,AWBGHDHH7E51F,21780,0,3129
W4,AWBGHDHH7E51F,21780,1,407
W4,A1ZHQ6X4P0AVMU,5762,0,408
W4,A1HEC6K4A223XB,2800,0,417
W4,A1HEC6K4A223XB,2800,1,418
W4,A1HEC6K4A223XB,2800,2,416
W4,A1HEC6K4A223XB,2800,3,3099
W4,ABFOAYZA2UHD3,18380,0,416
W4,ABFOAYZA2UHD3,18380,1,841
W4,ABFOAYZA2UHD3,18380,2,1025
W4,ABFOAYZA2UHD3,18380,3,2840
W4,A2IKX7H2PLHULP,8933,0,3099
W4,A2IKX7H2PLHULP,8933,1,416
W4,A2IKX7H2PLHULP,8933,2,419
W4,A34T6SD5HUGLCJ,12651,0,418
W4,A34T6SD5HUGLCJ,12651,1,417
W4,A10Z8FC0SMU5VQ,195,0,417
W4,A10Z8FC0SMU5VQ,195,1,418
W4,A2FFGM7Z66SV15,8405,0,417
W4,A1RECBDKHVOJMW,4406,0,419
W4,A1RECBDKHVOJMW,4406,1,809
W4,A1RECBDKHVOJMW,4406,2,417
W4,A1RECBDKHVOJMW,4406,3,988
W4,ATXXFUSOPCB7Q,21404,0,417
W4,A2MBLVMVDLHK1L,9592,0,418
W4,AMUBKA81U7DKM,20264,0,421
W4,AMUBKA81U7DKM,20264,1,1546
W4,A2W4UPPE8RUT6Z,11243,0,429
W4,A2W4UPPE8RUT6Z,11243,1,776
W4,A2W4UPPE8RUT6Z,11243,2,890
W4,A2W4UPPE8RUT6Z,11243,3,1077
W4,A2W4UPPE8RUT6Z,11243,4,1426
W4,A2KP45DO3RY4RG,9273,0,449
W4,A1A2F1ZOWOPNJB,1610,0,457
W4,A1A2F1ZOWOPNJB,1610,1,3777
W4,A1A2F1ZOWOPNJB,1610,2,3781
W4,A1DD5LYFQ3ZAOK,2145,0,1135
W4,A1DD5LYFQ3ZAOK,2145,1,457
W4,A82G34PJ0HIXL,17833,0,476
W4,A1BJOHHLG0D965,1874,0,488
W4,A3UZKHULL9LP9A,16978,0,497
W4,A3COFBBV4KOJO7,13922,0,497
W4,A2YWRWSLEJRM92,11687,0,505
W4,A26R0WOGRMZB22,6974,0,513
W4,A1WKUY7T0EM0GM,5242,0,519
W4,A15A4RX02DDFER,835,0,520
W4,ANF5BP1SD3Z3O,20379,0,529
W4,A2AZFELROH9QVO,7686,0,529
W4,A376OJHLE6SU9Q,13021,0,533
W4,A376OJHLE6SU9Q,13021,1,912
W4,A1NFCHJ8ZR4362,3769,0,556
W4,A1OK6GRKNHISTG,3970,0,560
W4,A1OK6GRKNHISTG,3970,1,571
W4,A1OK6GRKNHISTG,3970,2,559
W4,A1OK6GRKNHISTG,3970,3,561
W4,A1OK6GRKNHISTG,3970,4,573
W4,A8FS66UNMRG5P,17895,0,572
W4,A8FS66UNMRG5P,17895,1,559
W4,A8FS66UNMRG5P,17895,2,561
W4,A1FMWLZ9YY91XI,2503,0,572
W4,A1OS8ICUFW5F9H,4001,0,574
W4,A1SG6N8E213NNN,4580,0,574
W4,A1IU2NHZ0ANUSJ,3035,0,578
W4,A2MNUZHMGVN5G2,9653,0,591
W4,A2MNUZHMGVN5G2,9653,1,594
W4,A2MNUZHMGVN5G2,9653,2,3404
W4,A2MNUZHMGVN5G2,9653,3,3408
W4,A2MNUZHMGVN5G2,9653,4,595
W4,A3RDUMDB4WXFMR,16362,0,596
W4,A3KBL59PYXZQPZ,15201,0,627
W4,A3KBL59PYXZQPZ,15201,1,714
W4,A3KBL59PYXZQPZ,15201,2,1826
W4,AXJVVX4A2P7B9,21978,0,640
W4,A1FK14ZCV3B1RA,2488,0,663
W4,A1FK14ZCV3B1RA,2488,1,843
W4,A1FK14ZCV3B1RA,2488,2,996
W4,A1FK14ZCV3B1RA,2488,3,1272
W4,A1FK14ZCV3B1RA,2488,4,2583
W4,A1I4NHYX40MFD,2907,0,680
W4,AYNTULRNAIPNY,22154,0,680
W4,A20J4FB33G3X4X,5930,0,680
W4,A2T9DMWH2ZQGPI,10748,0,680
W4,A8WAYVOKYBLO6,17975,0,681
W4,A21F0YVYM7PI72,6078,0,702
W4,A21F0YVYM7PI72,6078,1,1312
W4,A21F0YVYM7PI72,6078,2,684
W4,A1F9Z42CFF9IAY,2437,0,3510
W4,A1F9Z42CFF9IAY,2437,1,705
W4,A1F9Z42CFF9IAY,2437,2,1244
W4,A3LDQM3GCURG92,15362,0,706
W4,A3941GMVET8ZRW,13334,0,711
W4,A58N07M0ZCYMB,17391,0,721
W4,A1JSLN697CKTUV,3194,0,744
W4,A1JSLN697CKTUV,3194,1,1010
W4,A1JSLN697CKTUV,3194,2,3111
W4,A1MFDFUGEVNIFK,3598,0,1022
W4,A1MFDFUGEVNIFK,3598,1,1039
W4,A1MFDFUGEVNIFK,3598,2,1040
W4,A1MFDFUGEVNIFK,3598,3,1424
W4,A1MFDFUGEVNIFK,3598,4,1093
W4,A1MFDFUGEVNIFK,3598,5,776
W4,A1MFDFUGEVNIFK,3598,6,1052
W4,A25WJCAP606YMP,6835,0,778
W4,A1GWUSPAM0RJVB,2713,0,783
W4,A1VCPMT1RRS7K0,5032,0,783
W4,A2V0I904FH7ABY,11032,0,786
W4,A1ZC3FAD1EFZJ7,5734,0,1729
W4,A1ZC3FAD1EFZJ7,5734,1,790
W4,A1ZC3FAD1EFZJ7,5734,2,1075
W4,A1ZC3FAD1EFZJ7,5734,3,1077
W4,A1P27BGF8NAI29,4038,0,806
W4,A2KXC94HOL85OF,9318,0,814
W4,AF1H4YRBRMBB9,18995,0,843
W4,A30XA7RLCNNHXA,11995,0,843
W4,A29L9B4D8OVD9L,7443,0,843
W4,AD064CIXDTLPC,18655,0,843
W4,A1A3M4L3UD8V8B,1615,0,844
W4,A1GUX6R8DV3ZLY,2702,0,844
W4,A2JXCOUGYS5Y4J,9146,0,860
W4,A1HVQFWB7GG15G,2867,0,875
W4,A1HVQFWB7GG15G,2867,1,878
W4,A3UTOIAXYX8DOP,16955,0,890
W4,ADYZOSTF9LZLD,18805,0,891
W4,AYOMAHLWRQHUG,22159,0,904
W4,A1VQBEW0G4IH1J,5092,0,904
W4,A4HI1DDZN54S1,17258,0,904
W4,A4HI1DDZN54S1,17258,1,1192
W4,AZIFU5UI0G71E,22289,0,904
W4,A2N9Z1V4GTHHX6,9753,0,904
W4,A1AKIHYFDW0QL7,1709,0,905
W4,A2WY3VRUDV40LT,11358,0,949
W4,A2WY3VRUDV40LT,11358,1,958
W4,A2WY3VRUDV40LT,11358,2,959
W4,A2MTP3RPAZL5T1,9678,0,986
W4,A1PVGOY677Z8PQ,4181,0,986
W4,AH3ZQ8AVKKYI5,19336,0,986
W4,AVZF4LV5V673T,21725,0,1043
W4,A6VPK7X53QNAQ,17635,0,1050
W4,A19ZE9E4C1L3IY,1593,0,1260
W4,A19ZE9E4C1L3IY,1593,1,1052
W4,A19ZE9E4C1L3IY,1593,2,1595
W4,A3SP22BU1008GV,16595,0,1118
W4,A2ONUWLMER7TPJ,9990,0,1119
W4,A231FGX8G2Q5EW,6363,0,1125
W4,A3PEOF0GX4EN38,16013,0,1125
W4,AFDPEDMUL0J54,19043,0,1125
W4,A2D11ZNRSDE5FZ,8044,0,1135
W4,A23AKC8AXDOFCX,6412,0,1135
W4,A1DAFWS98LQD2R,2136,0,1161
W4,A146H6A41B26QT,667,0,3670
W4,A146H6A41B26QT,667,1,1181
W4,A2II54B3VA45LN,8924,0,1188
W4,ATOY9UMWJ7L1D,21361,0,1206
W4,ATOY9UMWJ7L1D,21361,1,1306
W4,A2UWIWD56X2Z5O,11011,0,1219
W4,AYPIF2S8P3RZT,22160,0,1254
W4,A3KDTUGUJQCSJT,15216,0,1268
W4,A3KDTUGUJQCSJT,15216,1,1934
W4,A3KDTUGUJQCSJT,15216,2,2008
W4,A3KDTUGUJQCSJT,15216,3,3128
W4,AJF2GV5Z9B5II,19731,0,1272
W4,A1WSRI3OTHEUCW,5286,0,1272
W4,A3QE6W49BZY8YJ,16194,0,1272
W4,A3OXM4NUGQKIQ0,15944,0,1272
W4,A23F8D2ZOCQM6V,6426,0,1272
W4,AAU0G40ZN5RIL,18289,0,1272
W4,A1O17QZWB2YZ5L,3876,0,1272
W4,A2A2SUY3IOQKY1,7525,0,1272
W4,A3E0QQ0SCNVGR9,14129,0,1945
W4,A3E0QQ0SCNVGR9,14129,1,1273
W4,AIPSUF99BQ17T,19599,0,1285
W4,A2MOD50IHEDH3G,9657,0,1306
W4,A2OR94VN7XQCUO,10008,0,1335
W4,A1CZZ410BJ9QC9,2101,0,1350
W4,A87JI1JMRS0PG,17855,0,1403
W4,A28JE1K2R6STBT,7269,0,1403
W4,A356TJCTCLDN89,12715,0,1438
W4,A45NWC2Y0BTTY,17207,0,1449
W4,A2LB86SVX3NDV1,9392,0,1449
W4,A11PI8JNC3932W,299,0,1455
W4,A18O0L6RA62FT7,1400,0,1457
W4,A1IN9LVY9QL620,2998,0,1497
W4,A341ET90CBX4QE,12523,0,1525
W4,A341ET90CBX4QE,12523,1,2023
W4,A341ET90CBX4QE,12523,2,2789
W4,AD1ZOPB0BBEHB,18666,0,1546
W4,AJYCQWIPOM53D,19808,0,1546
W4,A1B89OBB1ORQOK,1814,0,1576
W4,A2582KMXLK2P06,6726,0,1594
