window,split,user_raw_id,user_id,item_id
W3,val,A1BHCE2409B5QF,1862,1092
W3,val,A1BHCE2409B5QF,1862,44
W3,val,A1BHCE2409B5QF,1862,366
W3,val,A2W10YRC8CWAD7,11222,45
W3,val,A2W10YRC8CWAD7,11222,73
W3,val,A2W10YRC8CWAD7,11222,82
W3,val,A2W10YRC8CWAD7,11222,46
W3,val,A2W10YRC8CWAD7,11222,1273
W3,val,A3AGU9IY4LDG03,13561,54
W3,val,A3AGU9IY4LDG03,13561,1311
W3,val,A13STKDYQO5DQ8,608,744
W3,val,A13STKDYQO5DQ8,608,1023
W3,val,A13STKDYQO5DQ8,608,56
W3,val,A13STKDYQO5DQ8,608,696
W3,val,A13STKDYQO5DQ8,608,705
W3,val,A13STKDYQO5DQ8,608,3667
W3,val,A340T3DDR0ZTZ6,12520,497
W3,val,A340T3DDR0ZTZ6,12520,59
W3,val,ABWQP3ABN4EK6,18479,61
W3,val,ABWQP3ABN4EK6,18479,1455
W3,val,ABWQP3ABN4EK6,18479,1456
W3,val,A2ZI4RMRSA072T,11782,63
W3,val,A2ZI4RMRSA072T,11782,87
W3,val,A2ZI4RMRSA072T,11782,149
W3,val,A2ZI4RMRSA072T,11782,384
W3,val,A2ZI4RMRSA072T,11782,1195
W3,val,A2ZI4RMRSA072T,11782,559
W3,val,A2ZI4RMRSA072T,11782,570
W3,val,A2ZI4RMRSA072T,11782,573
W3,val,A2ZI4RMRSA072T,11782,2582
W3,val,A1IU7S4HCK1XK0,3038,64
W3,val,A1IU7S4HCK1XK0,3038,255
W3,val,A1IU7S4HCK1XK0,3038,261
W3,val,A1IU7S4HCK1XK0,3038,415
W3,val,A1IU7S4HCK1XK0,3038,957
W3,val,A1Z54EM24Y40LL,5703,648
W3,val,A1Z54EM24Y40LL,5703,76
W3,val,A281NPSIMI1C2R,7187,294
W3,val,A281NPSIMI1C2R,7187,727
W3,val,A281NPSIMI1C2R,7187,109
W3,val,A281NPSIMI1C2R,7187,160
W3,val,A281NPSIMI1C2R,7187,95
W3,val,A281NPSIMI1C2R,7187,114
W3,val,A281NPSIMI1C2R,7187,201
W3,val,A281NPSIMI1C2R,7187,980
W3,val,A281NPSIMI1C2R,7187,159
W3,val,A281NPSIMI1C2R,7187,207
W3,val,A281NPSIMI1C2R,7187,2096
W3,val,A281NPSIMI1C2R,7187,3644
W3,val,A281NPSIMI1C2R,7187,894
W3,val,A281NPSIMI1C2R,7187,4862
W3,val,A281NPSIMI1C2R,7187,407
W3,val,A281NPSIMI1C2R,7187,406
W3,val,A281NPSIMI1C2R,7187,3802
W3,val,A281NPSIMI1C2R,7187,1128
W3,val,A281NPSIMI1C2R,7187,425
W3,val,A281NPSIMI1C2R,7187,733
W3,val,A281NPSIMI1C2R,7187,1957
W3,val,A281NPSIMI1C2R,7187,979
W3,val,A281NPSIMI1C2R,7187,1610
W3,val,A281NPSIMI1C2R,7187,143
W3,val,A281NPSIMI1C2R,7187,1309
W3,val,A27UE9HJRZ22YI,7156,838
W3,val,A27UE9HJRZ22YI,7156,904
W3,val,A27UE9HJRZ22YI,7156,3669
W3,val,A27UE9HJRZ22YI,7156,3692
W3,val,A27UE9HJRZ22YI,7156,4709
W3,val,A27UE9HJRZ22YI,7156,1826
W3,val,A27UE9HJRZ22YI,7156,3755
W3,val,A27UE9HJRZ22YI,7156,97
W3,val,A27UE9HJRZ22YI,7156,1160
W3,val,AKMEY1BSHSDG7,19921,1120
W3,val,AKMEY1BSHSDG7,19921,511
W3,val,AKMEY1BSHSDG7,19921,843
W3,val,AKMEY1BSHSDG7,19921,109
W3,val,AKMEY1BSHSDG7,19921,180
W3,val,AK7CAW3N1XZV6,19848,111
W3,val,AK7CAW3N1XZV6,19848,365
W3,val,AK7CAW3N1XZV6,19848,800
W3,val,AK7CAW3N1XZV6,19848,862
W3,val,AK7CAW3N1XZV6,19848,2411
W3,val,AK7CAW3N1XZV6,19848,781
W3,val,AK7CAW3N1XZV6,19848,841
W3,val,AK7CAW3N1XZV6,19848,776
W3,val,A3FY3H6F4249E0,14456,687
W3,val,A3FY3H6F4249E0,14456,112
W3,val,A28TWWUAWFVCTR,7328,121
W3,val,A3OZGW7KKKHYA4,15953,123
W3,val,AH1LFGRAN3GPC,19324,125
W3,val,A1E7AIEUMWTQNQ,2274,2998
W3,val,A1E7AIEUMWTQNQ,2274,1457
W3,val,A1E7AIEUMWTQNQ,2274,134
W3,val,A2X3OBHN1ICMZJ,11385,671
W3,val,A2X3OBHN1ICMZJ,11385,573
W3,val,A2X3OBHN1ICMZJ,11385,149
W3,val,A2X3OBHN1ICMZJ,11385,560
W3,val,A2X3OBHN1ICMZJ,11385,570
W3,val,A2X3OBHN1ICMZJ,11385,571
W3,val,A1MH8AMADOLQN8,3609,1250
W3,val,A1MH8AMADOLQN8,3609,151
W3,val,A39VNRG8P49QED,13470,151
W3,val,A1HFT68GJ42LTM,2808,157
W3,val,A3P8CU9874SRK5,15983,159
W3,val,A3P8CU9874SRK5,15983,457
W3,val,A3P8CU9874SRK5,15983,1189
W3,val,A141W8WHW9AC3H,645,172
W3,val,A3H7NPNDMGLOU4,14693,174
W3,val,A1SYLII0808HD6,4659,1278
W3,val,A1SYLII0808HD6,4659,258
W3,val,A1SYLII0808HD6,4659,519
W3,val,A1SYLII0808HD6,4659,174
W3,val,A1SYLII0808HD6,4659,1273
W3,val,A1SYLII0808HD6,4659,1165
W3,val,A1SYLII0808HD6,4659,330
W3,val,A1TKX01K86Y3G9,4750,184
W3,val,A1TKX01K86Y3G9,4750,2025
W3,val,A1TKX01K86Y3G9,4750,714
W3,val,A1TKX01K86Y3G9,4750,1582
W3,val,A1TKX01K86Y3G9,4750,2021
W3,val,A1TKX01K86Y3G9,4750,955
W3,val,ALIBRPT7KIE1J,20043,860
W3,val,ALIBRPT7KIE1J,20043,904
W3,val,ALIBRPT7KIE1J,20043,187
W3,val,A3PV7BY8K747QE,16099,189
W3,val,A3PV7BY8K747QE,16099,208
W3,val,A3PV7BY8K747QE,16099,687
W3,val,A24XUWT3SCRAPT,6669,191
W3,val,A24XUWT3SCRAPT,6669,208
W3,val,A24XUWT3SCRAPT,6669,687
W3,val,A24XUWT3SCRAPT,6669,1244
W3,val,A2SH7OWE8QJYNC,10611,191
W3,val,A1BN12O9JLKHXU,1887,1244
W3,val,A1BN12O9JLKHXU,1887,191
W3,val,A1BN12O9JLKHXU,1887,1161
W3,val,A1BN12O9JLKHXU,1887,1243
W3,val,A3R11XXC7MVNYW,16291,191
W3,val,A3R11XXC7MVNYW,16291,680
W3,val,A3R11XXC7MVNYW,16291,1465
W3,val,A1FHWJ7EFO3E3U,2479,195
W3,val,A3RKKP0PT14CNM,16398,1402
W3,val,A3RKKP0PT14CNM,16398,3749
W3,val,A3RKKP0PT14CNM,16398,3750
W3,val,A3RKKP0PT14CNM,16398,1220
W3,val,A3RKKP0PT14CNM,16398,3752
W3,val,A3RKKP0PT14CNM,16398,207
W3,val,A5N1HB1T4EKCM,17439,4850
W3,val,A5N1HB1T4EKCM,17439,208
W3,val,A1X2LENOF84LCQ,5331,208
W3,val,A2OW1FKQFPIA5D,10035,209
W3,val,A10G136JEISLVR,112,219
W3,val,A3AOKQCH0YBZDS,13597,3472
W3,val,A3AOKQCH0YBZDS,13597,221
W3,val,A1P4F6HIXU6WYE,4046,4510
W3,val,A1P4F6HIXU6WYE,4046,1225
W3,val,A1P4F6HIXU6WYE,4046,225
W3,val,A1P4F6HIXU6WYE,4046,902
W3,val,A1WSQ0QRWQC7VI,5285,708
W3,val,A1WSQ0QRWQC7VI,5285,234
W3,val,A12IRGQLFE4EBA,420,240
W3,val,A12IRGQLFE4EBA,420,407
W3,val,AIIR8E34EDKCQ,19564,1594
W3,val,AIIR8E34EDKCQ,19564,417
W3,val,AIIR8E34EDKCQ,19564,418
W3,val,AIIR8E34EDKCQ,19564,2719
W3,val,AIIR8E34EDKCQ,19564,240
W3,val,AIIR8E34EDKCQ,19564,416
W3,val,AIIR8E34EDKCQ,19564,256
W3,val,AIIR8E34EDKCQ,19564,261
W3,val,AIIR8E34EDKCQ,19564,1014
W3,val,AIIR8E34EDKCQ,19564,1595
W3,val,AIIR8E34EDKCQ,19564,3644
W3,val,AIIR8E34EDKCQ,19564,4862
W3,val,AIIR8E34EDKCQ,19564,419
W3,val,APG4YVSUN3T6S,20697,247
W3,val,A2JCNIN1RNRCQI,9054,1135
W3,val,A2JCNIN1RNRCQI,9054,365
W3,val,A2JCNIN1RNRCQI,9054,255
W3,val,ASGIVOW34XNQS,21167,1634
W3,val,ASGIVOW34XNQS,21167,256
W3,val,ASGIVOW34XNQS,21167,4850
W3,val,A182CP8NRL79TT,1290,258
W3,val,A182CP8NRL79TT,1290,839
W3,val,A1YUL9PCJR3JTY,5652,2121
W3,val,A1YUL9PCJR3JTY,5652,261
W3,val,A7MJTKHGS43RY,17749,275
W3,val,A1X93ES4DITTWK,5368,277
W3,val,A1X93ES4DITTWK,5368,1424
W3,val,A1X93ES4DITTWK,5368,552
W3,val,A1X93ES4DITTWK,5368,1273
W3,val,AEUY5C51JAWWH,18968,289
W3,val,AEUY5C51JAWWH,18968,290
W3,val,AEUY5C51JAWWH,18968,365
W3,val,A3NPJBLPHVWEF6,15738,304
W3,val,A2ZV4X5FFYBOIZ,11836,311
W3,val,AXO4PQU0XG3TG,22002,359
W3,val,A3LMILRM9OC3SA,15399,372
W3,val,A24ZFFRQ4MG3XL,6681,2986
W3,val,A24ZFFRQ4MG3XL,6681,932
W3,val,A24ZFFRQ4MG3XL,6681,386
W3,val,A24ZFFRQ4MG3XL,6681,783
W3,val,A24ZFFRQ4MG3XL,6681,3767
W3,val,A24ZFFRQ4MG3XL,6681,948
W3,val,A24ZFFRQ4MG3XL,6681,1970
W3,val,A24ZFFRQ4MG3XL,6681,1595
W3,val,ATNQNZEHWMR9U,21358,390
W3,val,A15WQOFOLORISW,943,391
W3,val,A1RHVEZJA30HGW,4427,1040
W3,val,A1RHVEZJA30HGW,4427,890
W3,val,A1RHVEZJA30HGW,4427,563
W3,val,A1RHVEZJA30HGW,4427,1085
W3,val,A1RHVEZJA30HGW,4427,1014
W3,val,A1RHVEZJA30HGW,4427,1092
W3,val,A1RHVEZJA30HGW,4427,1022
W3,val,A1RHVEZJA30HGW,4427,393
W3,val,A1RHVEZJA30HGW,4427,618
W3,val,A1RHVEZJA30HGW,4427,429
W3,val,A1RHVEZJA30HGW,4427,790
W3,val,A1RHVEZJA30HGW,4427,1077
W3,val,A3Q68B3TNPD3W7,16156,407
W3,val,A26EQ8U96JA92T,6919,407
W3,val,A3Q30ZLF1UDGQU,16139,407
W3,val,AN96RZ92SLGJV,20355,407
W3,val,A1KXONFPU2XQ5K,3360,407
W3,val,A28WXDXJA1P0MC,7345,1860
W3,val,A28WXDXJA1P0MC,7345,1338
W3,val,A28WXDXJA1P0MC,7345,407
W3,val,AWBGHDHH7E51F,21780,3129
W3,val,AWBGHDHH7E51F,21780,407
W3,val,A1ZHQ6X4P0AVMU,5762,408
W3,val,A1HEC6K4A223XB,2800,417
W3,val,A1HEC6K4A223XB,2800,418
W3,val,A1HEC6K4A223XB,2800,416
W3,val,A1HEC6K4A223XB,2800,3099
W3,val,ABFOAYZA2UHD3,18380,416
W3,val,ABFOAYZA2UHD3,18380,841
W3,val,ABFOAYZA2UHD3,18380,1025
W3,val,ABFOAYZA2UHD3,18380,2840
W3,val,A2IKX7H2PLHULP,8933,3099
W3,val,A2IKX7H2PLHULP,8933,416
W3,val,A2IKX7H2PLHULP,8933,419
W3,val,A34T6SD5HUGLCJ,12651,418
W3,val,A34T6SD5HUGLCJ,12651,417
W3,val,A10Z8FC0SMU5VQ,195,417
W3,val,A10Z8FC0SMU5VQ,195,418
W3,val,A2FFGM7Z66SV15,8405,417
W3,val,A1RECBDKHVOJMW,4406,419
W3,val,A1RECBDKHVOJMW,4406,809
W3,val,A1RECBDKHVOJMW,4406,417
W3,val,A1RECBDKHVOJMW,4406,988
W3,val,ATXXFUSOPCB7Q,21404,417
W3,val,A2MBLVMVDLHK1L,9592,418
W3,val,AMUBKA81U7DKM,20264,421
W3,val,AMUBKA81U7DKM,20264,1546
W3,val,A2W4UPPE8RUT6Z,11243,429
W3,val,A2W4UPPE8RUT6Z,11243,776
W3,val,A2W4UPPE8RUT6Z,11243,890
W3,val,A2W4UPPE8RUT6Z,11243,1077
W3,val,A2W4UPPE8RUT6Z,11243,1426
W3,val,A2KP45DO3RY4RG,9273,449
W3,val,A1A2F1ZOWOPNJB,1610,457
W3,val,A1A2F1ZOWOPNJB,1610,3777
W3,val,A1A2F1ZOWOPNJB,1610,3781
W3,val,A1DD5LYFQ3ZAOK,2145,1135
W3,val,A1DD5LYFQ3ZAOK,2145,457
W3,val,A82G34PJ0HIXL,17833,476
W3,val,A1BJOHHLG0D965,1874,488
W3,val,A3UZKHULL9LP9A,16978,497
W3,val,A3COFBBV4KOJO7,13922,497
W3,val,A2YWRWSLEJRM92,11687,505
W3,val,A26R0WOGRMZB22,6974,513
W3,val,A1WKUY7T0EM0GM,5242,519
W3,val,A15A4RX02DDFER,835,520
W3,val,ANF5BP1SD3Z3O,20379,529
W3,val,A2AZFELROH9QVO,7686,529
W3,val,A376OJHLE6SU9Q,13021,533
W3,val,A376OJHLE6SU9Q,13021,912
W3,val,A1NFCHJ8ZR4362,3769,556
W3,val,A1OK6GRKNHISTG,3970,560
W3,val,A1OK6GRKNHISTG,3970,571
W3,val,A1OK6GRKNHISTG,3970,559
W3,val,A1OK6GRKNHISTG,3970,561
W3,val,A1OK6GRKNHISTG,3970,573
W3,val,A8FS66UNMRG5P,17895,572
W3,val,A8FS66UNMRG5P,17895,559
W3,val,A8FS66UNMRG5P,17895,561
W3,val,A27493GW3TEX65,7028,1092
W3,val,A27493GW3TEX65,7028,572
W3,val,A27493GW3TEX65,7028,571
W3,val,A27493GW3TEX65,7028,573
W3,val,A27493GW3TEX65,7028,559
W3,val,A1FMWLZ9YY91XI,2503,572
W3,val,A1OS8ICUFW5F9H,4001,574
W3,val,A1SG6N8E213NNN,4580,574
W3,val,A1IU2NHZ0ANUSJ,3035,578
W3,val,A2MNUZHMGVN5G2,9653,591
W3,val,A2MNUZHMGVN5G2,9653,594
W3,val,A2MNUZHMGVN5G2,9653,3404
W3,val,A2MNUZHMGVN5G2,9653,3408
W3,val,A2MNUZHMGVN5G2,9653,595
W3,val,A3RDUMDB4WXFMR,16362,596
W3,val,A3KBL59PYXZQPZ,15201,627
W3,val,A3KBL59PYXZQPZ,15201,714
W3,val,A3KBL59PYXZQPZ,15201,1826
W3,val,AXJVVX4A2P7B9,21978,640
W3,val,A1FK14ZCV3B1RA,2488,663
W3,val,A1FK14ZCV3B1RA,2488,843
W3,val,A1FK14ZCV3B1RA,2488,996
W3,val,A1FK14ZCV3B1RA,2488,1272
W3,val,A1FK14ZCV3B1RA,2488,2583
W3,val,A1I4NHYX40MFD,2907,680
W3,val,AYNTULRNAIPNY,22154,680
W3,val,A20J4FB33G3X4X,5930,680
W3,val,A2T9DMWH2ZQGPI,10748,680
W3,val,A8WAYVOKYBLO6,17975,681
W3,val,A21F0YVYM7PI72,6078,702
W3,val,A21F0YVYM7PI72,6078,1312
W3,val,A21F0YVYM7PI72,6078,684
W3,val,A1F9Z42CFF9IAY,2437,3510
W3,val,A1F9Z42CFF9IAY,2437,705
W3,val,A1F9Z42CFF9IAY,2437,1244
W3,val,A3LDQM3GCURG92,15362,706
W3,val,A3941GMVET8ZRW,13334,711
W3,val,A58N07M0ZCYMB,17391,721
W3,val,A1JSLN697CKTUV,3194,744
W3,val,A1JSLN697CKTUV,3194,1010
W3,val,A1JSLN697CKTUV,3194,3111
W3,val,A1MFDFUGEVNIFK,3598,1022
W3,val,A1MFDFUGEVNIFK,3598,1039
W3,val,A1MFDFUGEVNIFK,3598,1040
W3,val,A1MFDFUGEVNIFK,3598,1424
W3,val,A1MFDFUGEVNIFK,3598,1093
W3,val,A1MFDFUGEVNIFK,3598,776
W3,val,A1MFDFUGEVNIFK,3598,1052
W3,val,A25WJCAP606YMP,6835,778
W3,val,A1GWUSPAM0RJVB,2713,783
W3,val,A1VCPMT1RRS7K0,5032,783
W3,val,A2V0I904FH7ABY,11032,786
W3,val,A1ZC3FAD1EFZJ7,5734,1729
W3,val,A1ZC3FAD1EFZJ7,5734,790
W3,val,A1ZC3FAD1EFZJ7,5734,1075
W3,val,A1ZC3FAD1EFZJ7,5734,1077
W3,val,A1P27BGF8NAI29,4038,806
W3,val,A2KXC94HOL85OF,9318,814
W3,val,AF1H4YRBRMBB9,18995,843
W3,val,A30XA7RLCNNHXA,11995,843
W3,val,A29L9B4D8OVD9L,7443,843
W3,val,AD064CIXDTLPC,18655,843
W3,val,A1A3M4L3UD8V8B,1615,844
W3,val,A1GUX6R8DV3ZLY,2702,844
W3,val,A2JXCOUGYS5Y4J,9146,860
W3,val,A1HVQFWB7GG15G,2867,875
W3,val,A1HVQFWB7GG15G,2867,878
W3,val,A3UTOIAXYX8DOP,16955,890
W3,val,ADYZOSTF9LZLD,18805,891
W3,val,AYOMAHLWRQHUG,22159,904
W3,val,A1VQBEW0G4IH1J,5092,904
W3,val,A4HI1DDZN54S1,17258,904
W3,val,A4HI1DDZN54S1,17258,1192
W3,val,AZIFU5UI0G71E,22289,904
W3,val,A2N9Z1V4GTHHX6,9753,904
W3,val,A1AKIHYFDW0QL7,1709,905
W3,val,A2WY3VRUDV40LT,11358,949
W3,val,A2WY3VRUDV40LT,11358,958
W3,val,A2WY3VRUDV40LT,11358,959
W3,val,A2MTP3RPAZL5T1,9678,986
W3,val,A1PVGOY677Z8PQ,4181,986
W3,val,AH3ZQ8AVKKYI5,19336,986
W3,val,AVZF4LV5V673T,21725,1043
W3,val,A6VPK7X53QNAQ,17635,1050
W3,val,A19ZE9E4C1L3IY,1593,1260
W3,val,A19ZE9E4C1L3IY,1593,1052
W3,val,A19ZE9E4C1L3IY,1593,1595
W3,val,A3SP22BU1008GV,16595,1118
W3,val,A2ONUWLMER7TPJ,9990,1119
W3,val,A231FGX8G2Q5EW,6363,1125
W3,val,A3PEOF0GX4EN38,16013,1125
W3,val,AFDPEDMUL0J54,19043,1125
W3,val,A2D11ZNRSDE5FZ,8044,1135
W3,val,A23AKC8AXDOFCX,6412,1135
W3,val,A1DAFWS98LQD2R,2136,1161
W3,val,A146H6A41B26QT,667,3670
W3,val,A146H6A41B26QT,667,1181
W3,val,A2II54B3VA45LN,8924,1188
W3,val,ATOY9UMWJ7L1D,21361,1206
W3,val,ATOY9UMWJ7L1D,21361,1306
W3,val,A2UWIWD56X2Z5O,11011,1219
W3,val,AYPIF2S8P3RZT,22160,1254
W3,val,A3KDTUGUJQCSJT,15216,1268
W3,val,A3KDTUGUJQCSJT,15216,1934
W3,val,A3KDTUGUJQCSJT,15216,2008
W3,val,A3KDTUGUJQCSJT,15216,3128
W3,val,AJF2GV5Z9B5II,19731,1272
W3,val,A1WSRI3OTHEUCW,5286,1272
W3,val,A3QE6W49BZY8YJ,16194,1272
W3,val,A3OXM4NUGQKIQ0,15944,1272
W3,val,A23F8D2ZOCQM6V,6426,1272
W3,val,AAU0G40ZN5RIL,18289,1272
W3,val,A1O17QZWB2YZ5L,3876,1272
W3,val,A2A2SUY3IOQKY1,7525,1272
W3,val,A3E0QQ0SCNVGR9,14129,1945
W3,val,A3E0QQ0SCNVGR9,14129,1273
W3,val,AIPSUF99BQ17T,19599,1285
W3,val,A2MOD50IHEDH3G,9657,1306
W3,val,A2OR94VN7XQCUO,10008,1335
W3,val,A1CZZ410BJ9QC9,2101,1350
W3,val,A87JI1JMRS0PG,17855,1403
W3,val,A28JE1K2R6STBT,7269,1403
W3,val,A356TJCTCLDN89,12715,1438
W3,val,A45NWC2Y0BTTY,17207,1449
W3,val,A2LB86SVX3NDV1,9392,1449
W3,val,A11PI8JNC3932W,299,1455
W3,val,A18O0L6RA62FT7,1400,1457
W3,val,A1IN9LVY9QL620,2998,1497
W3,val,A341ET90CBX4QE,12523,1525
W3,val,A341ET90CBX4QE,12523,2023
W3,val,A341ET90CBX4QE,12523,2789
W3,val,AD1ZOPB0BBEHB,18666,1546
W3,val,AJYCQWIPOM53D,19808,1546
W3,val,A1B89OBB1ORQOK,1814,1576
W3,val,A2582KMXLK2P06,6726,1594
W3,val,ATJZ2IBUD9NML,21340,1595
W3,val,AEOSWWUZ6DO1G,18951,1603
W3,val,A1DRM3JV6T5O6P,2208,1610
W3,val,A1SCANWWQTEG9I,4567,1702
W3,val,A3094EPI56GKZ6,11896,1729
W3,val,ASY4TVBQLUU4V,21244,1754
W3,val,A1OVQ2WZJ4H7ZX,4014,1959
W3,val,A3PUOOMF1GB3KR,16096,2008
W3,val,A3JPFWKS83R49V,15108,2051
W3,val,A281XZHQ2MDWO7,7189,2334
W3,val,A3OJX18B60PJR9,15880,2498
W3,val,A17IS2KTMUBJ52,1202,2612
W3,val,A1EQIG3D3VBU5G,2360,2638
W3,val,A1IIECPU2GF17U,2977,2647
W3,val,A2LINNB0T986FU,9424,2769
W3,val,A11C2ZX984GQW6,248,2844
W3,val,A22AD8M2SSOFHJ,6221,2945
W3,val,A3FHDBBXZFNQUK,14383,2994
W3,val,A36Y1IEN4SR0OQ,12995,3214
W3,val,A2MW6MN2UDTHOO,9695,3377
W3,val,A2KLRV9M5I1AHA,9255,3403
W3,val,A3UPYGJKZ0XTU4,16934,3421
W3,val,A291HTT117RVS9,7365,3653
W3,val,A5P60H1YBPXBE,17449,3692
W3,val,A5XG0KDFX4WMI,17486,3726
W3,val,AAYJA4GME03V6,18303,3748
W3,val,AAYJA4GME03V6,18303,6825
W3,val,A3KT85K6QPMGSV,15275,3767
W3,val,A2PNOU7NXB1JE4,10167,3770
W3,val,A571T4LGCDJJZ,17385,3775
W3,val,A3GX6U4H2CRY71,14642,3854
W3,val,A3UBDVOL5UDIIB,16884,3933
W3,val,A32GK89C999834,12254,4541
W3,val,A2DCS7ORDHO1RQ,8099,5118
W3,test,A2II54B3VA45LN,8924,4
W3,test,A2II54B3VA45LN,8924,3372
W3,test,A2II54B3VA45LN,8924,1754
W3,test,A2II54B3VA45LN,8924,2314
W3,test,A2II54B3VA45LN,8924,2790
W3,test,A2W0O92FZFHJOJ,11220,4
W3,test,A2W0O92FZFHJOJ,11220,1065
W3,test,A2W0O92FZFHJOJ,11220,1085
W3,test,A2W0O92FZFHJOJ,11220,790
W3,test,A2W0O92FZFHJOJ,11220,2412
W3,test,A2W0O92FZFHJOJ,11220,2451
W3,test,A2W0O92FZFHJOJ,11220,800
W3,test,A2W0O92FZFHJOJ,11220,1973
W3,test,A2W0O92FZFHJOJ,11220,1432
W3,test,A2W0O92FZFHJOJ,11220,1362
W3,test,A2W0O92FZFHJOJ,11220,2170
W3,test,A2W0O92FZFHJOJ,11220,54
W3,test,A2W0O92FZFHJOJ,11220,1354
W3,test,A3B7900K4X1AY5,13688,930
W3,test,A3B7900K4X1AY5,13688,2334
W3,test,A3B7900K4X1AY5,13688,6
W3,test,A3S3R88HA0HZG3,16489,3560
W3,test,A3S3R88HA0HZG3,16489,1092
W3,test,A3S3R88HA0HZG3,16489,8
W3,test,A3S3R88HA0HZG3,16489,214
W3,test,A3S3R88HA0HZG3,16489,215
W3,test,A3S3R88HA0HZG3,16489,72
W3,test,A3S3R88HA0HZG3,16489,73
W3,test,A3S3R88HA0HZG3,16489,76
W3,test,A3S3R88HA0HZG3,16489,3692
W3,test,A3VBF1J95ROAYF,17025,15
W3,test,A1D7BE64YN2U66,2124,18
W3,test,A1D7BE64YN2U66,2124,21
W3,test,ABC68JUCPTVOE,18365,24
W3,test,A3UKWQS8SRW6IO,16918,27
W3,test,A3UKWQS8SRW6IO,16918,3555
W3,test,A3UKWQS8SRW6IO,16918,3560
W3,test,A3UKWQS8SRW6IO,16918,4270
W3,test,A3UKWQS8SRW6IO,16918,4151
W3,test,A2FEC016SACDJ9,8401,28
W3,test,A2FEC016SACDJ9,8401,1281
W3,test,A2FEC016SACDJ9,8401,4300
W3,test,A3E1KL2N4ZOQ8W,14135,647
W3,test,A3E1KL2N4ZOQ8W,14135,29
W3,test,A3E1KL2N4ZOQ8W,14135,1273
W3,test,A3E1KL2N4ZOQ8W,14135,730
W3,test,A3E1KL2N4ZOQ8W,14135,102
W3,test,A3E1KL2N4ZOQ8W,14135,3130
W3,test,A1HMP49REABOZI,2832,441
W3,test,A1HMP49REABOZI,2832,1835
W3,test,A1HMP49REABOZI,2832,3692
W3,test,A1HMP49REABOZI,2832,3767
W3,test,A1HMP49REABOZI,2832,29
W3,test,A2OWR5G2OAQF7C,10040,3248
W3,test,A2OWR5G2OAQF7C,10040,1151
W3,test,A2OWR5G2OAQF7C,10040,4148
W3,test,A2OWR5G2OAQF7C,10040,4039
W3,test,A2OWR5G2OAQF7C,10040,4147
W3,test,A2OWR5G2OAQF7C,10040,31
W3,test,A287DGXK7D6NX7,7210,33
W3,test,A287DGXK7D6NX7,7210,407
W3,test,A287DGXK7D6NX7,7210,347
W3,test,A287DGXK7D6NX7,7210,2419
W3,test,A287DGXK7D6NX7,7210,4933
W3,test,A3JMSGSQJTRG9Y,15089,252
W3,test,A3JMSGSQJTRG9Y,15089,3021
W3,test,A3JMSGSQJTRG9Y,15089,37
W3,test,A3JMSGSQJTRG9Y,15089,39
W3,test,A3A582ZMCKUYBI,13498,1338
