src_item_id,dst_item_id,relation
7,10238,skill_vector
7,11843,related_occupation
8,343,skill_vector
8,700,related_occupation
8,750,skill_vector
8,1335,skill_vector
8,1498,skill_vector
8,2033,skill_vector
8,2262,skill_vector
8,2294,skill_vector
8,2958,related_occupation
8,4077,skill_vector
8,4525,related_occupation
8,5024,skill_vector
8,6700,skill_vector
8,6975,skill_vector
8,7793,related_occupation
8,8456,skill_vector
8,9341,related_occupation
8,11532,related_occupation
8,11764,related_occupation
8,11976,related_occupation
9,10,skill_vector
9,516,skill_vector
9,1325,related_occupation
9,1552,skill_vector
9,3052,skill_vector
9,3741,related_occupation
9,4286,related_occupation
9,4829,skill_vector
9,5024,skill_vector
9,6375,skill_vector
9,6961,related_occupation
9,7412,skill_vector
9,7554,skill_vector
9,7951,related_occupation
9,8449,related_occupation
9,9924,related_occupation
9,9962,skill_vector
9,10423,related_occupation
9,11591,skill_vector
9,11661,skill_vector
10,467,skill_vector
10,1765,skill_vector
10,2336,skill_vector
10,2411,skill_vector
10,3034,related_occupation
10,3136,skill_vector
10,3852,related_occupation
10,4953,skill_vector
10,5328,related_occupation
10,5895,skill_vector
10,5899,skill_vector
10,6984,skill_vector
10,7009,skill_vector
10,7583,related_occupation
10,8422,related_occupation
10,8460,skill_vector
10,8548,skill_vector
10,8897,related_occupation
10,11213,related_occupation
10,11332,related_occupation
11,200,related_occupation
11,501,skill_vector
11,1397,career_path
11,1577,related_occupation
11,1592,skill_vector
11,1927,skill_vector
11,2665,related_occupation
11,2725,career_path
11,2792,related_occupation
11,3070,related_occupation
11,3156,skill_vector
11,3634,career_path
11,3712,skill_vector
11,3902,skill_vector
11,4461,skill_vector
11,5163,related_occupation
11,7678,related_occupation
11,7983,skill_vector
11,9078,skill_vector
11,9764,skill_vector
11,9771,related_occupation
11,9923,skill_vector
11,10589,skill_vector
11,10664,career_path
12,10,skill_vector
12,739,related_occupation
12,991,skill_vector
12,1812,related_occupation
12,1834,skill_vector
12,3888,skill_vector
12,4796,skill_vector
12,4843,related_occupation
12,5004,related_occupation
12,5769,related_occupation
12,5960,skill_vector
12,6599,skill_vector
12,7501,skill_vector
12,8231,skill_vector
12,8459,skill_vector
12,9788,related_occupation
12,10017,related_occupation
12,11069,skill_vector
12,11590,skill_vector
12,11604,related_occupation
13,1281,related_occupation
13,2943,skill_vector
13,3127,skill_vector
13,3906,skill_vector
13,4474,skill_vector
13,5081,skill_vector
13,5200,related_occupation
13,5394,related_occupation
13,5594,related_occupation
13,6397,skill_vector
13,6426,skill_vector
13,8388,related_occupation
13,8747,skill_vector
13,9017,related_occupation
13,9171,related_occupation
13,9577,skill_vector
13,10340,related_occupation
13,11514,skill_vector
13,11572,skill_vector
13,11876,skill_vector
14,107,related_occupation
14,331,skill_vector
14,370,skill_vector
14,1529,related_occupation
14,1695,related_occupation
14,2653,skill_vector
14,3966,related_occupation
14,5291,skill_vector
14,5589,skill_vector
14,5610,skill_vector
14,6130,skill_vector
14,6576,skill_vector
14,8791,related_occupation
14,8927,skill_vector
14,9144,related_occupation
14,9514,skill_vector
14,10005,skill_vector
14,10015,related_occupation
14,10599,skill_vector
14,10662,related_occupation
15,1329,related_occupation
15,1576,related_occupation
15,1736,skill_vector
15,3341,skill_vector
15,3960,skill_vector
15,5232,related_occupation
15,6260,skill_vector
15,6482,skill_vector
15,6835,related_occupation
15,7511,related_occupation
15,7551,skill_vector
15,8305,skill_vector
15,8356,skill_vector
15,8424,related_occupation
15,9083,skill_vector
15,9653,skill_vector
15,9815,skill_vector
15,10236,skill_vector
15,10628,related_occupation
15,11141,related_occupation
16,777,skill_vector
16,1951,skill_vector
16,2328,skill_vector
16,2552,skill_vector
16,2595,skill_vector
16,2617,related_occupation
16,2630,related_occupation
16,3770,skill_vector
16,4915,related_occupation
16,5117,related_occupation
16,5411,related_occupation
16,6852,related_occupation
16,6854,skill_vector
16,7351,skill_vector
16,7909,related_occupation
16,8967,skill_vector
16,9404,skill_vector
16,9766,related_occupation
16,9925,skill_vector
16,11432,skill_vector
17,452,skill_vector
17,3580,skill_vector
17,4679,skill_vector
17,4816,related_occupation
17,4861,related_occupation
17,4981,related_occupation
17,5221,related_occupation
17,5291,skill_vector
17,6004,skill_vector
17,6551,related_occupation
17,7526,related_occupation
17,8406,skill_vector
17,8549,related_occupation
17,8764,skill_vector
17,8835,skill_vector
17,8918,skill_vector
17,9494,related_occupation
17,10513,skill_vector
17,10686,skill_vector
17,10950,skill_vector
18,1765,skill_vector
18,1928,related_occupation
18,2733,skill_vector
18,4156,skill_vector
18,4462,skill_vector
18,4658,related_occupation
18,5431,skill_vector
18,5601,skill_vector
18,6793,related_occupation
18,6903,related_occupation
18,7239,skill_vector
18,8346,related_occupation
18,8476,related_occupation
18,8676,related_occupation
18,9318,skill_vector
18,9665,skill_vector
18,10449,related_occupation
18,10835,skill_vector
18,11251,skill_vector
18,11502,skill_vector
19,42,skill_vector
19,1169,skill_vector
19,3780,skill_vector
19,3803,related_occupation
19,3853,related_occupation
19,4233,skill_vector
19,4425,skill_vector
19,5042,skill_vector
19,5304,skill_vector
19,5374,skill_vector
19,6098,related_occupation
19,6163,related_occupation
19,7568,skill_vector
19,8744,related_occupation
19,8982,skill_vector
19,10478,related_occupation
19,10482,skill_vector
19,10608,related_occupation
19,11725,skill_vector
19,11848,related_occupation
20,259,skill_vector
20,1185,skill_vector
20,1356,skill_vector
20,1664,skill_vector
20,2838,related_occupation
20,2943,skill_vector
20,3193,related_occupation
20,3222,skill_vector
20,3715,related_occupation
20,4597,skill_vector
20,5782,skill_vector
20,6741,skill_vector
20,7708,skill_vector
20,8127,related_occupation
20,8622,related_occupation
20,9351,skill_vector
20,9675,related_occupation
20,10202,skill_vector
20,10699,related_occupation
20,11546,related_occupation
21,1433,skill_vector
21,2240,skill_vector
21,2349,related_occupation
21,2357,skill_vector
21,2623,skill_vector
21,2656,skill_vector
21,2785,skill_vector
21,4435,skill_vector
21,5580,related_occupation
21,6022,related_occupation
21,6030,skill_vector
21,6414,related_occupation
21,6601,skill_vector
21,7796,related_occupation
21,7821,skill_vector
21,8974,related_occupation
21,9493,skill_vector
21,10289,related_occupation
21,10642,skill_vector
21,11832,related_occupation
22,1213,skill_vector
22,1524,related_occupation
22,2226,related_occupation
22,2516,related_occupation
22,3555,related_occupation
22,3849,skill_vector
22,4327,skill_vector
22,4341,skill_vector
22,5213,career_path
22,5390,related_occupation
22,5562,related_occupation
22,6784,skill_vector
22,7898,skill_vector
22,7963,related_occupation
22,8072,career_path
22,9085,career_path
22,9324,skill_vector
22,9525,skill_vector
22,10109,skill_vector
22,10158,skill_vector
22,10554,skill_vector
22,10789,related_occupation
22,11077,career_path
22,11713,skill_vector
23,651,skill_vector
23,2458,skill_vector
23,2780,skill_vector
23,2832,related_occupation
23,3250,related_occupation
23,4084,related_occupation
23,4494,related_occupation
23,4940,skill_vector
23,5145,skill_vector
23,5441,skill_vector
23,6129,skill_vector
23,6781,skill_vector
23,6797,related_occupation
23,7143,skill_vector
23,8186,skill_vector
23,8976,related_occupation
23,9871,skill_vector
23,10038,skill_vector
23,10575,related_occupation
23,11592,related_occupation
24,1294,related_occupation
24,1386,related_occupation
24,2895,related_occupation
24,3833,related_occupation
24,4308,related_occupation
24,5504,related_occupation
24,8512,related_occupation
24,11965,related_occupation
25,941,skill_vector
25,2532,related_occupation
25,2966,related_occupation
25,3004,skill_vector
25,3158,skill_vector
25,3269,related_occupation
25,3647,skill_vector
25,4077,skill_vector
25,4532,related_occupation
25,6295,skill_vector
25,6346,related_occupation
25,6956,skill_vector
25,7511,career_path
25,7898,skill_vector
25,8201,related_occupation
25,8237,skill_vector
25,8296,career_path
25,8633,career_path
25,8912,skill_vector
25,10095,career_path
25,10253,related_occupation
25,11049,skill_vector
25,11237,related_occupation
25,11946,skill_vector
26,1223,related_occupation
26,2038,related_occupation
26,2756,related_occupation
26,2780,related_occupation
26,3264,skill_vector
26,5029,related_occupation
26,6817,related_occupation
26,7079,related_occupation
26,7209,related_occupation
27,1451,related_occupation
27,2601,related_occupation
27,2663,skill_vector
27,2871,skill_vector
27,4307,skill_vector
27,4352,skill_vector
27,5251,related_occupation
27,5881,skill_vector
27,7270,related_occupation
27,8504,skill_vector
27,8703,skill_vector
27,8768,related_occupation
27,9442,related_occupation
27,9839,skill_vector
27,9903,skill_vector
27,10723,related_occupation
27,10839,skill_vector
27,11262,skill_vector
27,11637,skill_vector
27,11696,related_occupation
28,133,related_occupation
28,166,skill_vector
28,626,related_occupation
28,702,skill_vector
28,799,related_occupation
28,1372,skill_vector
28,2385,related_occupation
28,2853,related_occupation
28,3408,skill_vector
28,3762,skill_vector
28,4093,skill_vector
28,4818,skill_vector
28,5660,related_occupation
28,6761,skill_vector
28,6992,related_occupation
28,8325,related_occupation
28,8508,skill_vector
28,10396,skill_vector
28,10727,skill_vector
28,10848,skill_vector
29,157,skill_vector
29,191,related_occupation
29,449,skill_vector
29,601,skill_vector
29,818,related_occupation
29,1610,skill_vector
29,2687,related_occupation
29,2951,skill_vector
29,4301,skill_vector
29,5374,related_occupation
29,6288,related_occupation
29,6869,skill_vector
29,7322,skill_vector
29,7672,skill_vector
29,8046,related_occupation
29,8365,skill_vector
29,9495,related_occupation
29,10258,skill_vector
29,10632,related_occupation
29,11514,skill_vector
30,590,related_occupation
30,789,skill_vector
30,1594,skill_vector
30,2248,related_occupation
30,2532,skill_vector
30,3296,related_occupation
30,3600,related_occupation
30,4081,skill_vector
30,6845,skill_vector
30,7216,skill_vector
30,8302,related_occupation
30,8332,skill_vector
30,8806,skill_vector
30,9536,related_occupation
30,10074,skill_vector
30,10223,related_occupation
30,10464,skill_vector
30,10669,skill_vector
30,10861,related_occupation
30,11492,skill_vector
31,1103,related_occupation
31,1665,skill_vector
31,2327,skill_vector
31,2886,related_occupation
31,3763,skill_vector
31,4361,skill_vector
31,4442,skill_vector
31,4618,skill_vector
31,4627,related_occupation
31,4950,skill_vector
31,5977,skill_vector
31,6134,related_occupation
31,6152,skill_vector
31,8706,skill_vector
31,9757,skill_vector
31,9840,skill_vector
31,9863,related_occupation
31,10716,related_occupation
31,11590,related_occupation
31,11681,related_occupation
32,774,related_occupation
32,903,related_occupation
32,2383,skill_vector
32,3134,related_occupation
32,3138,skill_vector
32,4284,related_occupation
32,4303,related_occupation
32,4391,skill_vector
32,4556,skill_vector
32,4670,related_occupation
32,4802,skill_vector
32,6492,skill_vector
32,7328,skill_vector
32,7866,skill_vector
32,7895,skill_vector
32,9378,related_occupation
32,9464,skill_vector
32,9731,related_occupation
32,10464,skill_vector
32,11703,skill_vector
33,777,skill_vector
33,1634,skill_vector
33,3164,skill_vector
33,3307,related_occupation
33,3361,related_occupation
33,4132,skill_vector
33,5038,skill_vector
33,5164,skill_vector
33,5870,related_occupation
33,5937,skill_vector
33,7505,related_occupation
33,7925,related_occupation
33,7969,related_occupation
33,8190,skill_vector
33,8433,skill_vector
33,8575,skill_vector
33,10765,skill_vector
33,11476,related_occupation
33,11971,skill_vector
34,81,skill_vector
34,1158,skill_vector
34,1199,skill_vector
34,2883,related_occupation
34,3830,related_occupation
34,4054,related_occupation
34,4206,skill_vector
34,4902,related_occupation
34,5454,skill_vector
34,5852,skill_vector
34,6230,skill_vector
34,6254,related_occupation
34,6441,skill_vector
34,7436,skill_vector
34,8439,related_occupation
34,9127,related_occupation
34,9559,skill_vector
34,10134,related_occupation
34,10754,skill_vector
34,11848,skill_vector
35,4938,skill_vector
35,5160,skill_vector
35,5463,skill_vector
35,6347,related_occupation
35,6599,related_occupation
35,7175,skill_vector
35,7357,skill_vector
35,9005,related_occupation
35,9188,related_occupation
35,9263,skill_vector
35,9549,related_occupation
35,10009,skill_vector
35,10024,skill_vector
35,10183,related_occupation
35,10227,related_occupation
35,10236,skill_vector
35,10289,skill_vector
35,10419,related_occupation
35,10835,skill_vector
35,11488,skill_vector
37,1076,skill_vector
37,1199,related_occupation
37,1964,career_path
37,2790,skill_vector
37,4137,skill_vector
37,4242,career_path
37,5734,skill_vector
37,6161,skill_vector
37,6722,skill_vector
37,6998,related_occupation
37,7011,related_occupation
37,7172,related_occupation
37,7614,career_path
37,7726,skill_vector
37,8006,skill_vector
37,9513,related_occupation
37,9907,skill_vector
37,9988,career_path
37,10413,related_occupation
37,10537,related_occupation
37,10851,skill_vector
37,10901,related_occupation
37,11743,skill_vector
37,11901,skill_vector
38,323,related_occupation
38,1080,related_occupation
38,1782,skill_vector
38,3082,skill_vector
38,3248,related_occupation
38,3798,skill_vector
38,3934,skill_vector
38,4830,related_occupation
38,6145,skill_vector
38,7528,skill_vector
38,8188,skill_vector
38,8642,related_occupation
38,8714,skill_vector
38,8741,related_occupation
38,9268,skill_vector
38,10135,related_occupation
38,10471,related_occupation
38,10478,skill_vector
38,10651,skill_vector
38,10996,skill_vector
39,76,skill_vector
39,93,skill_vector
39,422,skill_vector
39,923,related_occupation
39,1301,skill_vector
39,1974,related_occupation
39,2212,skill_vector
39,2294,skill_vector
39,3068,related_occupation
39,5992,skill_vector
39,6858,skill_vector
39,7653,skill_vector
39,8678,skill_vector
39,10108,skill_vector
39,10633,skill_vector
39,10716,related_occupation
39,10859,related_occupation
39,11293,related_occupation
39,11423,related_occupation
39,11723,related_occupation
40,1526,related_occupation
40,1750,related_occupation
40,2189,skill_vector
40,3312,related_occupation
40,4200,skill_vector
40,5705,skill_vector
40,6409,skill_vector
40,6654,skill_vector
40,7789,related_occupation
40,7869,skill_vector
40,8217,skill_vector
40,8517,skill_vector
40,8701,skill_vector
40,8782,related_occupation
40,9360,related_occupation
40,9469,related_occupation
40,9544,skill_vector
40,10177,related_occupation
40,10672,skill_vector
40,11424,skill_vector
41,345,skill_vector
41,3660,related_occupation
41,4058,skill_vector
41,4160,related_occupation
41,4196,skill_vector
41,5260,skill_vector
41,5689,skill_vector
41,5738,skill_vector
41,6105,related_occupation
41,7143,skill_vector
41,7525,related_occupation
41,7904,skill_vector
41,8665,related_occupation
41,8782,skill_vector
41,9906,related_occupation
41,10633,skill_vector
41,10724,related_occupation
41,11332,skill_vector
41,11887,related_occupation
41,11898,skill_vector
42,1247,skill_vector
42,1271,career_path
42,1552,skill_vector
42,1573,related_occupation
42,1839,skill_vector
42,1853,skill_vector
42,2703,career_path
42,2723,career_path
42,2762,skill_vector
42,2973,career_path
42,3091,skill_vector
42,3576,related_occupation
42,4703,skill_vector
42,4857,related_occupation
42,4870,skill_vector
42,5095,related_occupation
42,5100,skill_vector
42,5121,skill_vector
42,6420,related_occupation
42,6888,related_occupation
42,7048,related_occupation
42,7392,skill_vector
42,10038,skill_vector
42,11145,related_occupation
43,1593,skill_vector
43,1711,skill_vector
43,2270,related_occupation
43,5426,related_occupation
43,6022,skill_vector
43,6051,skill_vector
43,6064,related_occupation
43,6170,skill_vector
43,6485,related_occupation
43,6796,related_occupation
43,8513,skill_vector
43,8876,skill_vector
43,8905,skill_vector
43,9044,related_occupation
43,9103,skill_vector
43,9157,skill_vector
43,9594,related_occupation
43,10087,related_occupation
43,10662,skill_vector
43,11406,skill_vector
44,10,skill_vector
44,710,skill_vector
44,970,skill_vector
44,1301,skill_vector
44,1491,skill_vector
44,1782,skill_vector
44,1970,skill_vector
44,2030,skill_vector
44,2752,skill_vector
44,9581,skill_vector
44,10280,skill_vector
44,11201,skill_vector
45,42,skill_vector
45,145,skill_vector
45,822,skill_vector
45,1085,skill_vector
45,1658,related_occupation
45,2934,skill_vector
45,5992,related_occupation
45,6216,related_occupation
45,6780,skill_vector
45,6964,skill_vector
45,6970,skill_vector
45,8007,skill_vector
45,8306,related_occupation
45,8773,related_occupation
45,8966,skill_vector
45,9215,related_occupation
45,10194,skill_vector
45,10883,related_occupation
45,10912,skill_vector
45,11095,related_occupation
46,1362,skill_vector
46,1397,career_path
46,1802,career_path
46,1928,related_occupation
46,2126,related_occupation
46,2189,skill_vector
46,2773,career_path
46,3071,skill_vector
46,3669,related_occupation
46,4306,skill_vector
46,4715,skill_vector
46,4772,related_occupation
46,5445,related_occupation
46,5595,skill_vector
46,5623,skill_vector
46,7930,skill_vector
46,8557,related_occupation
46,8690,related_occupation
46,8937,skill_vector
46,9140,skill_vector
46,9617,related_occupation
46,9885,skill_vector
46,10271,career_path
46,11762,skill_vector
47,107,related_occupation
47,366,skill_vector
47,728,related_occupation
47,1356,skill_vector
47,1413,skill_vector
47,1788,skill_vector
47,2677,skill_vector
47,3330,skill_vector
47,4466,skill_vector
47,4595,related_occupation
47,4773,related_occupation
47,4973,related_occupation
47,5664,related_occupation
47,7875,skill_vector
47,8290,related_occupation
47,8969,skill_vector
47,9338,skill_vector
47,10953,skill_vector
47,11116,related_occupation
47,11159,skill_vector
48,815,skill_vector
48,1404,related_occupation
48,1694,skill_vector
48,2365,related_occupation
48,2787,skill_vector
48,3911,related_occupation
48,5030,skill_vector
48,5417,related_occupation
48,5631,skill_vector
48,6023,skill_vector
48,6857,skill_vector
48,7820,skill_vector
48,8275,related_occupation
48,8514,skill_vector
48,8537,skill_vector
48,8879,skill_vector
48,8935,related_occupation
48,10527,related_occupation
48,11371,skill_vector
48,11530,related_occupation
49,2189,skill_vector
49,3390,skill_vector
49,3754,skill_vector
49,3953,skill_vector
49,4010,related_occupation
49,4012,skill_vector
49,5391,skill_vector
49,5561,skill_vector
49,6247,skill_vector
49,6278,related_occupation
49,6956,skill_vector
49,7295,related_occupation
49,7323,related_occupation
49,7380,related_occupation
49,9263,skill_vector
49,9621,related_occupation
49,10760,related_occupation
49,10858,related_occupation
49,11591,skill_vector
49,11825,skill_vector
50,1,skill_vector
50,436,skill_vector
50,1170,skill_vector
50,1284,skill_vector
50,2518,related_occupation
50,3361,skill_vector
50,3376,skill_vector
50,3779,related_occupation
50,4802,related_occupation
50,4866,skill_vector
50,5713,skill_vector
50,7115,skill_vector
50,7994,related_occupation
50,8125,skill_vector
50,9487,skill_vector
50,10748,related_occupation
50,10875,related_occupation
50,11079,skill_vector
50,11217,related_occupation
50,11865,related_occupation
51,873,related_occupation
51,1253,skill_vector
51,1561,skill_vector
51,1963,related_occupation
51,3189,related_occupation
51,3318,related_occupation
51,3628,related_occupation
51,4171,skill_vector
51,6975,skill_vector
51,7036,skill_vector
51,7178,skill_vector
51,8109,skill_vector
51,8352,skill_vector
51,9758,skill_vector
51,9996,related_occupation
51,10126,related_occupation
51,10247,skill_vector
51,11217,related_occupation
51,11230,skill_vector
51,11394,skill_vector
52,501,skill_vector
52,708,related_occupation
52,1491,related_occupation
52,1606,skill_vector
52,2530,skill_vector
52,2538,related_occupation
52,2638,skill_vector
52,3031,skill_vector
52,3619,skill_vector
52,4024,skill_vector
52,5471,skill_vector
52,5755,related_occupation
52,6554,skill_vector
52,7316,related_occupation
52,7706,related_occupation
52,7934,skill_vector
52,8052,skill_vector
52,8097,related_occupation
52,10043,related_occupation
52,10303,skill_vector
53,1239,skill_vector
53,4034,skill_vector
53,4252,skill_vector
53,4407,skill_vector
53,5169,skill_vector
53,5589,skill_vector
53,6175,related_occupation
53,6289,skill_vector
53,6391,skill_vector
53,6506,related_occupation
53,7438,related_occupation
53,7607,related_occupation
53,8933,related_occupation
53,9080,related_occupation
53,9113,related_occupation
53,9300,skill_vector
53,9654,skill_vector
53,11252,skill_vector
53,11648,related_occupation
53,11886,skill_vector
54,1569,related_occupation
54,1765,skill_vector
54,1824,skill_vector
54,1830,related_occupation
54,2093,skill_vector
54,2117,related_occupation
54,3134,skill_vector
54,3928,skill_vector
54,4792,skill_vector
54,4807,related_occupation
54,6424,skill_vector
54,6668,related_occupation
54,9356,related_occupation
54,9409,skill_vector
54,10108,related_occupation
54,10189,skill_vector
54,10483,skill_vector
54,10754,skill_vector
54,11754,skill_vector
54,11832,related_occupation
55,1611,related_occupation
55,1834,skill_vector
55,1888,related_occupation
55,2338,related_occupation
55,2959,related_occupation
55,3960,skill_vector
55,4183,skill_vector
55,4719,skill_vector
55,5245,skill_vector
55,5992,skill_vector
55,6224,skill_vector
55,6826,skill_vector
55,6972,skill_vector
55,8087,related_occupation
55,8577,skill_vector
55,9545,related_occupation
55,10446,skill_vector
55,10915,related_occupation
55,11057,related_occupation
55,11578,skill_vector
56,955,related_occupation
56,1152,related_occupation
56,1515,related_occupation
56,1706,skill_vector
56,3368,related_occupation
56,4405,skill_vector
56,4719,skill_vector
56,5096,skill_vector
56,5438,related_occupation
56,5512,skill_vector
56,7041,skill_vector
56,7188,skill_vector
56,7428,related_occupation
56,7848,skill_vector
56,8432,skill_vector
56,9984,skill_vector
56,10236,skill_vector
56,10358,skill_vector
56,10394,related_occupation
56,10550,related_occupation
57,549,skill_vector
57,673,skill_vector
57,2176,related_occupation
57,3248,related_occupation
57,3258,related_occupation
57,3934,related_occupation
57,4601,skill_vector
57,4603,skill_vector
57,4837,related_occupation
57,5042,skill_vector
57,5621,related_occupation
57,6389,skill_vector
57,7745,related_occupation
57,8415,skill_vector
57,8952,related_occupation
57,9381,skill_vector
57,9517,skill_vector
57,10053,skill_vector
57,10758,skill_vector
57,11334,skill_vector
58,1239,skill_vector
58,1295,skill_vector
58,1388,related_occupation
58,1578,related_occupation
58,3334,skill_vector
58,4834,related_occupation
58,5061,related_occupation
58,5211,related_occupation
58,5370,skill_vector
58,6389,related_occupation
58,7549,related_occupation
58,8600,skill_vector
58,8918,skill_vector
58,9031,skill_vector
58,9305,skill_vector
58,9815,skill_vector
58,10511,related_occupation
58,10633,skill_vector
58,11232,skill_vector
58,11972,skill_vector
59,298,related_occupation
59,827,skill_vector
59,873,skill_vector
59,2341,related_occupation
59,2532,skill_vector
59,2749,skill_vector
59,2907,related_occupation
59,3459,skill_vector
59,4710,skill_vector
59,5496,related_occupation
59,5525,related_occupation
59,6078,skill_vector
59,6303,skill_vector
59,6335,skill_vector
59,6867,skill_vector
59,9199,related_occupation
59,9249,skill_vector
59,9937,related_occupation
59,10965,skill_vector
59,11899,related_occupation
60,209,related_occupation
60,1023,skill_vector
60,1175,related_occupation
60,2162,skill_vector
60,2395,skill_vector
60,2812,related_occupation
60,3398,skill_vector
60,4778,skill_vector
60,5619,skill_vector
60,5665,skill_vector
60,5934,related_occupation
60,6886,skill_vector
60,7393,skill_vector
60,8493,related_occupation
60,8696,skill_vector
60,8849,related_occupation
60,9409,related_occupation
60,10066,skill_vector
60,10550,related_occupation
60,11886,skill_vector
61,711,skill_vector
61,1091,related_occupation
61,1185,skill_vector
61,1186,related_occupation
61,1946,related_occupation
61,2132,skill_vector
61,2375,skill_vector
61,2495,related_occupation
61,2558,skill_vector
61,3915,skill_vector
61,4428,related_occupation
61,4561,skill_vector
61,5239,related_occupation
61,6890,skill_vector
61,7261,skill_vector
61,8435,related_occupation
61,8549,skill_vector
61,8620,skill_vector
61,8917,skill_vector
61,9491,related_occupation
62,245,related_occupation
62,287,skill_vector
62,1173,skill_vector
62,2053,skill_vector
62,2648,related_occupation
62,2911,skill_vector
62,3066,skill_vector
62,3609,skill_vector
62,4012,related_occupation
62,4165,related_occupation
62,4379,skill_vector
62,4817,related_occupation
62,4925,related_occupation
62,4946,skill_vector
62,5103,skill_vector
62,7309,skill_vector
62,8462,skill_vector
62,9294,related_occupation
62,10760,related_occupation
62,10852,skill_vector
63,2996,related_occupation
63,3411,related_occupation
63,4421,related_occupation
63,4449,related_occupation
63,5045,related_occupation
63,8732,related_occupation
63,8790,related_occupation
63,11479,related_occupation
64,483,related_occupation
64,521,skill_vector
64,1329,related_occupation
64,1628,related_occupation
64,2951,skill_vector
64,2972,skill_vector
64,4562,skill_vector
64,4819,related_occupation
64,5145,skill_vector
64,5149,skill_vector
64,5272,related_occupation
64,5822,skill_vector
64,7236,skill_vector
64,8281,related_occupation
64,9272,skill_vector
64,9314,related_occupation
64,9419,skill_vector
64,10153,related_occupation
64,10194,skill_vector
64,10307,skill_vector
65,42,skill_vector
65,1626,related_occupation
65,2039,related_occupation
65,2347,skill_vector
65,2364,related_occupation
65,2964,related_occupation
65,3387,related_occupation
65,4013,skill_vector
65,4070,skill_vector
65,4778,skill_vector
65,5024,skill_vector
65,5058,skill_vector
65,5803,skill_vector
65,6823,related_occupation
65,7334,related_occupation
65,8281,related_occupation
65,8422,skill_vector
65,8453,skill_vector
65,8625,skill_vector
65,9464,skill_vector
66,263,related_occupation
66,570,related_occupation
