user_id,position,item_id,timestamp
12,6,7402,93.54024580031916
12,7,7353,96.98527713759273
12,8,11468,100.15171813964844
12,9,4603,101.1750717163086
12,10,7280,104.14450857094266
12,11,1615,108.30214233027102
12,12,9052,116.63778918698344
12,13,9490,120.87269240294461
12,14,8287,127.42707155359828
13,0,4465,46.506695377596955
13,1,3823,53.66957974326864
13,2,11251,79.40722138927781
13,3,3185,87.1243896484375
13,4,11142,93.7096058045979
13,5,11622,99.40205375965422
14,0,4780,195.73884319319586
14,1,849,255.15518510275896
14,2,10133,271.5072021484375
14,3,617,280.7580159206708
14,4,348,308.0471496582031
14,5,1816,321.705322265625
14,6,3063,361.994873046875
14,7,8553,390.3444518012338
14,8,3322,408.47280911907063
14,9,9186,427.4288024902344
14,10,4873,432.1187438964844
14,11,7377,447.2682189941406
14,12,3916,454.9545593261719
14,13,8564,465.22063454976785
14,14,3239,473.5578918457031
14,15,5703,505.324582490716
14,16,4100,566.4798620266135
15,0,2240,8.267820654234363
15,1,1042,45.10878372192383
15,2,6651,46.05662150042594
15,3,9390,54.4502067565918
15,4,5425,59.74391610662855
16,0,3094,332.6107177734375
16,1,8302,433.9607238769531
16,2,9016,491.552978515625
16,3,748,502.47381591796875
16,4,4800,546.775390625
16,5,512,555.8733058191991
16,6,9939,557.1744995117188
16,7,9372,665.2846069335938
16,8,770,671.7599487304688
16,9,1714,711.7383422851562
17,0,3706,150.10888671875
17,1,11367,280.05362848268254
17,2,1017,294.45416259765625
17,3,2858,295.38875231228303
17,4,3090,396.7512464065275
17,5,4362,419.1478576660156
18,0,5991,255.73464965820312
18,1,11547,492.6297607421875
19,0,2570,510.5378820805984
19,1,10630,629.925537109375
19,2,9235,681.8183590863138
19,3,6918,696.3980712890625
19,4,5292,721.6444047783139
19,5,4045,727.4403686523438
20,0,11124,427.7538384217332
20,1,1716,438.9767150878906
20,2,2585,546.5157470703125
20,3,10477,679.3724975585938
20,4,8654,687.1813307893073
21,0,2531,111.97293853759766
21,1,4186,122.21842956542969
21,2,96,127.66230773925781
21,3,6375,130.23379516601562
21,4,5746,179.533935546875
22,0,8474,138.5227813720703
22,1,1319,187.92993848006364
22,2,10613,189.32202298376362
23,0,11155,61.0550422668457
23,1,10960,125.76349180662562
23,2,5818,140.2298583984375
23,3,3231,144.0180206298828
23,4,10636,151.70707360825566
23,5,4356,177.36490888552203
23,6,5850,208.22787475585938
23,7,4198,225.37391023713192
23,8,4605,233.37039184570312
23,9,11735,234.3580780029297
23,10,162,243.15953196268393
23,11,1329,244.29309806960651
23,12,286,246.5942102164782
23,13,5868,255.0732727202386
23,14,5173,268.97540283203125
23,15,747,285.85467529296875
23,16,3719,307.78736733374484
23,17,5413,313.75558775469443
23,18,5796,317.4687194824219
23,19,6841,317.6683044433594
23,20,3394,321.2847217374957
24,0,11997,243.8934783935547
24,1,758,543.556517346654
24,2,6106,566.9036171712529
24,3,10428,595.0078735351562
24,4,10458,604.733642578125
25,0,8915,196.2208709716797
25,1,4384,225.56819018587964
25,2,11517,231.34812927246094
25,3,282,469.9254126778202
25,4,1429,484.07659390252405
25,5,720,547.492919921875
25,6,90,614.6628768609232
25,7,9440,656.8815809543685
25,8,11655,658.518483087057
25,9,11015,660.6585083007812
26,0,6651,13.438992591123165
26,1,3022,72.47977453400354
26,2,7080,124.64518737792969
26,3,10989,142.52603585959315
26,4,1079,149.62337229224966
26,5,7908,153.84364318847656
27,0,2468,277.72365052256225
27,1,4835,318.1805173988962
27,2,2640,322.6696326581828
27,3,1350,326.8741760253906
27,4,6332,359.60858154296875
27,5,8352,378.4713134765625
27,6,8889,460.8614807128906
27,7,11040,486.3378585289177
27,8,1681,488.9892272949219
27,9,7905,492.0354919433594
27,10,245,509.42376550775515
27,11,8693,514.51953125
27,12,5528,522.3966617387924
27,13,726,526.7373047617218
28,0,4250,27.413543760845805
28,1,6013,113.78570784847561
28,2,2768,133.6881986216006
28,3,5785,150.51857746521438
28,4,5530,155.66876994780486
28,5,11872,157.14180589216255
28,6,1821,173.34881591796875
28,7,4736,173.997004616474
28,8,4975,198.54175686791385
28,9,5821,216.91932678222656
28,10,2067,217.22129821777344
28,11,8080,221.65379333496094
28,12,9971,225.9160919189453
28,13,7614,229.7478391555164
28,14,5388,234.11940045997562
28,15,11367,237.8074493408203
28,16,4277,261.4314942151739
28,17,3873,265.03955078125
28,18,9894,267.13104248046875
28,19,10112,268.8139343261719
28,20,2776,278.0388488769531
28,21,10775,285.2817243243456
28,22,7689,292.158203125
28,23,8307,292.94500137838986
28,24,9012,310.2177429199219
28,25,10966,314.3708190917969
28,26,1734,321.7617226218882
29,0,2698,42.11637320311864
29,1,7787,133.1259002685547
29,2,9484,149.4771728515625
29,3,11509,156.8415653768803
29,4,730,159.85075248670273
29,5,414,178.8057098388672
29,6,10005,204.48084367393392
29,7,1928,214.85089111328125
29,8,2067,217.22129821777344
29,9,9428,221.93849182128906
29,10,8342,225.9701027247782
29,11,1555,227.50332901616005
29,12,3511,238.6687545015204
29,13,5752,244.14922620459873
29,14,3799,258.756591796875
29,15,5020,269.5727421458868
29,16,7402,277.1499249454327
29,17,10617,288.0762023925781
29,18,7839,292.458740234375
29,19,1291,300.8953857421875
29,20,536,304.1767272949219
29,21,1756,310.0357666015625
29,22,580,310.72957592044406
29,23,8895,310.94158935546875
30,0,7787,133.1259002685547
30,1,2971,185.21250131768286
30,2,10511,361.8354187011719
30,3,8632,445.091064453125
30,4,9752,468.939208984375
31,0,8245,18.142803192138672
31,1,9740,22.01606559753418
31,2,10555,31.908849716186523
31,3,783,32.23271560668945
31,4,7584,38.96978405760224
31,5,8699,39.90467834472656
31,6,4072,40.14398193359375
31,7,1312,41.57625961303711
31,8,3546,50.447613737373445
31,9,2917,50.59111510699147
31,10,354,52.176307678222656
32,0,10547,137.67080341207435
32,1,9532,157.82829183819246
32,2,1373,189.93116760253906
32,3,5850,208.22787475585938
32,4,7330,214.25689697265625
32,5,373,228.74334716796875
32,6,90,241.30104064941406
32,7,5202,242.9048263957494
32,8,11997,243.8934783935547
32,9,7074,253.8375387587211
32,10,8287,258.67977969607057
32,11,7889,262.00390625
32,12,2244,269.97283935546875
32,13,7412,273.2084045410156
32,14,9973,283.3287353515625
32,15,532,300.99908447265625
32,16,1566,320.4472106735161
33,0,10206,88.60745061224024
33,1,3555,90.42765808105469
33,2,5471,92.89762977275954
33,3,7556,101.75866965585492
33,4,7196,113.45953369140625
33,5,6175,114.73197937011719
34,0,8878,236.21298183782488
34,1,9921,253.87754453636248
34,2,3195,260.80731118435153
34,3,10662,305.564453125
34,4,5557,347.6375221270716
34,5,6714,390.8637391028081
34,6,11313,401.00946044921875
34,7,9874,412.8742942660615
34,8,3238,428.23798961629404
34,9,9971,471.0916840514821
34,10,7080,471.86766226196823
34,11,3894,472.5149230957031
34,12,5164,507.20452880859375
34,13,7259,519.419764524546
34,14,5992,521.8634643554688
34,15,5136,523.628173828125
35,0,10162,206.87442016601562
35,1,11735,234.3580780029297
35,2,9114,244.03538513183594
35,3,747,285.85467529296875
35,4,56,289.18529835952455
35,5,9367,292.2142333984375
35,6,6995,309.4871826171875
35,7,5312,384.9295349121094
36,0,11291,196.87973022460938
36,1,1319,532.6337623885668
36,2,6830,602.7426773700246
37,0,10613,123.91032409667969
37,1,8474,147.45349439176763
37,2,1561,199.04862791721533
37,3,7689,292.158203125
37,4,4534,417.726318359375
37,5,2016,432.791055304557
37,6,2425,436.0474548339844
37,7,3226,475.1833801269531
37,8,8232,502.4890174856121
37,9,3090,508.54015677934257
37,10,4334,513.8348388671875
37,11,8106,518.9026917973762
37,12,5580,544.3582153320312
37,13,6389,555.2714704893815
37,14,2195,564.3683145815423
37,15,6021,571.998291015625
37,16,7796,579.496826171875
37,17,10500,592.67919921875
37,18,1017,605.5613469324161
37,19,5520,630.8635864257812
37,20,1824,634.9502563476562
37,21,6050,638.254150390625
37,22,11367,640.8316235532393
37,23,7569,651.5880737304688
37,24,6839,662.8455200195312
37,25,9513,674.7084350585938
37,26,10802,683.4636183741982
37,27,11898,689.2412943472134
37,28,5954,697.7601318359375
37,29,11901,701.3156043644306
37,30,10712,718.5731180253696
37,31,3038,728.5737563913935
37,32,8822,728.9550170898438
38,0,7353,90.6807861328125
38,1,8786,187.6380615234375
39,0,4125,153.72813415527344
39,1,4480,288.4718933105469
39,2,11055,301.80621337890625
40,0,3580,210.79298700741126
40,1,2454,499.6987609863281
40,2,7824,585.3689294495708
40,3,5494,642.9788208007812
40,4,6147,725.1336669921875
41,0,6930,141.62740740345478
41,1,259,150.56355589623766
41,2,1308,214.79320239384322
41,3,4160,222.60865254511125
41,4,11727,225.52833557128906
41,5,9881,305.5204697012334
41,6,7405,307.53740136358726
41,7,1892,361.3868408203125
41,8,7886,372.4959411621094
41,9,3635,372.88201904296875
41,10,5561,411.10422692096904
41,11,6658,425.0618896484375
41,12,10768,433.4387022220873
41,13,4283,434.7054138183594
42,0,8182,69.46350860595703
42,1,3004,176.58131408691406
42,2,156,243.8011932373047
42,3,1859,298.4793395996094
42,4,8954,299.8773302888928
42,5,11590,349.74420166015625
42,6,13,447.59209313095715
42,7,6340,462.8809509277344
42,8,10958,500.60107421875
42,9,1776,508.8150634765625
42,10,6077,509.4288635253906
43,0,7402,28.894278745212592
43,1,1537,253.7456488264262
43,2,812,260.7554931640625
43,3,1169,295.8765869140625
43,4,10966,314.3708190917969
43,5,3217,332.1810302734375
43,6,7952,337.9218763373986
43,7,1247,341.946044921875
43,8,10570,346.49993896484375
43,9,5276,385.38690185546875
43,10,2759,390.8363342285156
43,11,9695,401.31898514032355
43,12,733,426.7044133352447
43,13,1811,488.21942138671875
43,14,2187,490.66607666015625
43,15,9818,491.57037353515625
43,16,300,493.8011169433594
43,17,1761,545.7337646484375
43,18,5580,546.4923010445048
43,19,10513,558.7090454101562
43,20,5607,566.3698798273995
43,21,6472,575.5010375976562
43,22,7429,611.2919543538455
43,23,692,641.1722975136695
43,24,6858,643.6358032226562
43,25,2604,654.2050592185973
43,26,8179,661.9130829152041
43,27,6026,664.8296508789062
43,28,93,682.4819237184043
43,29,1657,686.91796875
43,30,11,696.9440307617188
43,31,6230,710.7402954101562
44,0,3100,362.3927307128906
44,1,5354,386.84124755859375
44,2,8787,469.8487854003906
44,3,2057,480.54718017578125
44,4,9850,579.5159912109375
44,5,10500,593.3883738817628
44,6,643,601.309326171875
44,7,5233,608.3873901367188
44,8,5468,632.2914365761326
44,9,9961,643.3859252929688
44,10,2737,667.2950439453125
44,11,9087,667.6760539288248
44,12,6541,684.6203002929688
44,13,10647,700.07763671875
44,14,3226,700.8422076525675
44,15,11654,727.2789306640625
45,0,3902,258.24468994140625
45,1,7117,280.9634704589844
45,2,1291,300.8953857421875
45,3,532,300.99908447265625
45,4,4840,314.92010498046875
45,5,3838,319.2481247615913
45,6,3217,332.1810302734375
45,7,6826,365.39117431640625
46,0,8148,226.6838836669922
46,1,6218,239.0447618367861
46,2,4572,307.2055513873767
46,3,1350,339.27509613332455
46,4,11324,411.3753356933594
46,5,10234,425.6963195800781
46,6,11224,447.24932861328125
46,7,9474,456.40618896484375
46,8,9223,466.72235107421875
46,9,2729,484.6178894042969
46,10,1079,491.42049510382583
46,11,3969,498.41807537885126
46,12,456,498.45808592779275
46,13,11916,541.7237103500648
46,14,1959,589.5758666992188
46,15,535,613.422119140625
46,16,4585,641.9760131835938
46,17,5982,662.774658203125
46,18,2965,678.3830386892172
47,0,11749,479.095248482826
47,1,2057,480.54718017578125
47,2,4843,521.6187744140625
47,3,11609,529.555550998177
47,4,4271,536.0459594726562
47,5,10500,592.67919921875
48,0,2526,118.00041961669922
48,1,8085,379.85260009765625
48,2,10022,485.25250244140625
48,3,10762,504.38045690727193
48,4,7369,514.7548217773438
48,5,8523,695.442138671875
48,6,1677,698.9628116736232
48,7,1670,703.7513427734375
49,0,954,148.01722717285156
49,1,10578,257.85615416338976
49,2,2489,301.97515869140625
49,3,273,310.73712158203125
49,4,10688,338.7942810058594
50,0,1713,282.327932241751
50,1,613,299.95587158203125
50,2,721,402.5129089355469
50,3,3801,441.0898742675781
50,4,10055,452.08674148448364
50,5,9870,514.2002563476562
50,6,9271,546.0265502929688
50,7,10989,547.5356557999845
50,8,6525,588.9051513671875
50,9,9603,588.9655151367188
50,10,1824,634.9502563476562
50,11,3100,643.2339903892353
50,12,8162,646.9567017829448
50,13,4424,676.4843826701544
50,14,7470,680.1628342025621
50,15,973,701.5693359375
50,16,7146,709.7875366210938
51,0,709,117.3664779663086
51,1,8106,144.93092346191406
51,2,11825,205.323486328125
51,3,2437,224.80993884703895
51,4,3890,238.35733202159852
51,5,2368,239.1590576171875
52,0,3481,313.6138000488281
52,1,7259,325.10302734375
52,2,5485,340.10687650093206
53,0,6947,393.88260935452377
53,1,1918,416.5417643461769
53,2,4534,595.8044638100074
54,0,3777,135.8408660888672
54,1,1516,168.26968383789062
54,2,2591,350.748291015625
55,0,2761,55.04529451855865
55,1,730,145.8829345703125
55,2,8106,146.5168446963631
55,3,11825,205.323486328125
55,4,6952,297.8594055175781
55,5,1962,335.63037109375
55,6,3537,363.1786193847656
55,7,7515,390.3275451660156
55,8,4649,400.18524169921875
55,9,5028,403.9293212890625
55,10,1276,408.4447326660156
56,0,7897,114.31745879983984
56,1,8062,173.7627716064453
56,2,8684,292.5391964469468
56,3,5573,298.12847900390625
56,4,9828,305.87481689453125
56,5,1578,315.52590394253184
57,0,8988,154.00728979075
57,1,7759,209.0924835205078
57,2,4322,332.02436833126296
57,3,3135,387.824063202823
57,4,6675,415.95967339109353
57,5,3655,444.6037815101896
57,6,7743,455.21162843300976
57,7,11709,501.5570120917489
58,0,5631,139.58934020996094
58,1,4573,199.98202866462145
58,2,6671,298.1607971191406
58,3,3090,324.8757629394531
58,4,1173,354.08995608575407
58,5,3976,359.63287353515625
58,6,6389,371.217041015625
58,7,8717,406.6291029550446
58,8,6894,414.43536154289404
58,9,3226,475.1833801269531
59,0,7760,173.97201538085938
59,1,10578,213.1439208984375
59,2,373,228.74334716796875
59,3,6295,231.35299682617188
59,4,6310,248.61170441695893
59,5,3329,282.29437255859375
59,6,1767,289.0189208984375
59,7,11515,297.91241455078125
59,8,273,310.73712158203125
59,9,5670,311.48673283149594
59,10,3477,323.1509094238281
60,0,11285,75.61154878880335
60,1,1928,214.85089111328125
60,2,5521,222.4353013286757
60,3,4279,395.7072448730469
60,4,1551,434.6710510253906
60,5,8370,524.2580333989856
61,0,3433,68.6580386314413
61,1,1010,96.4902572631836
61,2,860,112.48895586917375
61,3,3033,113.48062133789062
61,4,11131,115.01505279541016
61,5,3977,115.08572741564731
62,0,10058,78.95195770263672
62,1,9420,117.89662072381229
62,2,10681,129.85284553063906
62,3,5408,192.88375854492188
62,4,5153,275.18310546875
63,0,6651,42.55499288325732
63,1,9478,56.94164736833914
63,2,6951,57.51799774169922
63,3,10555,66.41051608746378
63,4,1079,75.73157501220703
63,5,289,76.80853271484375
63,6,2389,80.22120666503906
63,7,3823,84.65628306595303
63,8,5756,95.79129385177045
63,9,6218,99.53591918945312
64,0,709,117.3664779663086
64,1,10585,138.1463623046875
64,2,8703,142.97315979003906
64,3,2003,151.6329803466797
64,4,2747,153.20414643694517
64,5,1598,158.63861643446663
65,0,404,314.1239013671875
65,1,8692,338.54553536507643
65,2,11590,349.74420166015625
66,0,4407,190.3537034340762
66,1,1813,214.37240600585938
66,2,11825,222.7081884792345
66,3,9351,241.85333251953125
66,4,1849,248.8272705078125
66,5,5452,250.21569700802647
66,6,2461,259.9532775878906
66,7,5472,281.4193420410156
67,0,860,49.04215621948242
67,1,5471,53.179453985137016
67,2,8684,65.69413757324219
67,3,9052,76.69438171386719
67,4,10058,78.95195770263672
67,5,2389,80.22120666503906
67,6,7280,83.34105864010826
67,7,7897,83.75643157958984
67,8,5996,91.68925476074219
67,9,11731,95.191650390625
67,10,11468,100.15171813964844
67,11,3507,100.23936462402344
67,12,4603,101.1750717163086
68,0,3052,33.972476959228516
68,1,1310,35.57858657836914
68,2,5955,44.512996673583984
68,3,10971,44.57704162597656
68,4,3890,54.035953521728516
68,5,1616,54.39759063720703
68,6,9390,54.4502067565918
68,7,7137,54.85033169248211
68,8,9946,56.502655029296875
68,9,10573,58.25830078125
68,10,8796,58.28525709582596
68,11,77,60.447689056396484
68,12,2466,64.84199523925781
68,13,7918,69.43743369057228
68,14,7994,74.3139419555664
68,15,2295,75.70819140223895
68,16,5283,76.17942975834801
68,17,4713,77.07865905761719
68,18,11622,79.63434028103593
68,19,4465,81.94984724197785
68,20,6655,82.37440490722656
68,21,3838,83.91578674316406
68,22,2036,83.96136474609375
68,23,8185,84.0551525076558
68,24,2179,86.43601989746094
68,25,5972,87.95411834285031
68,26,9651,87.99655833471233
68,27,3603,88.33073425292969
69,0,1805,70.32928466796875
69,1,9875,134.44740963289243
69,2,8789,214.73293708794267
70,0,9273,69.2810964886419
70,1,4739,71.6312570779533
70,2,8079,88.72171020507812
71,0,1175,49.56450050555287
71,1,2388,85.81261444091797
71,2,8162,120.48849064403328
72,0,1471,137.56027221679688
72,1,10585,138.1463623046875
72,2,11428,192.67518615722656
72,3,9399,194.842914210385
72,4,7209,201.7496337890625
73,0,8372,258.76666259765625
73,1,979,323.5698638981727
73,2,1892,396.19380711440505
73,3,10657,510.7728576660156
73,4,8003,550.1123657226562
73,5,9318,573.0245971679688
74,0,7380,89.05621337890625
74,1,4713,89.20932590383345
74,2,3550,108.24254313189373
74,3,287,114.50204051667414
74,4,8364,132.08213806152344
75,0,9853,53.782739926687626
75,1,7040,67.31537628173828
75,2,9629,70.27841186523438
76,0,1813,214.37240600585938
76,1,10096,257.6480712890625
76,2,5525,287.53350830078125
76,3,2461,375.35187881970586
76,4,3780,400.3411848742376
76,5,4193,425.1664733886719
76,6,11451,448.41806358068067
76,7,9789,452.2183404113213
76,8,6752,453.7034912109375
76,9,669,529.1285400390625
76,10,8560,550.1293334960938
76,11,11830,556.01318359375
76,12,6376,557.6533203125
76,13,11417,570.578369140625
76,14,10693,594.6128540039062
76,15,1685,608.0376586914062
76,16,6952,620.2658131275263
76,17,290,633.2473867759982
76,18,901,665.1213989257812
76,19,7824,665.2006554590021
76,20,7961,673.8507356590641
76,21,7210,708.4992430371167
77,0,4358,255.20341339256657
77,1,8600,327.099609375
78,0,6651,98.01701094413602
78,1,6354,157.54528547086028
78,2,1687,167.9938201904297
78,3,5806,178.14535027625328
78,4,10351,194.30389404296875
78,5,2755,197.75613138616924
78,6,8191,203.5856170654297
78,7,4942,226.24827575683594
78,8,3026,229.8361358642578
78,9,7499,235.70237731933594
78,10,3608,242.21536114597177
78,11,4753,247.3040008544922
78,12,6538,293.0704040527344
78,13,5447,300.7936053691694
78,14,8108,307.7640461266497
78,15,5784,319.18342821765503
78,16,2149,322.1690673828125
78,17,4558,332.6289978027344
78,18,7812,342.99664306640625
78,19,10678,346.15137239211947
78,20,10709,365.257080078125
78,21,9672,366.81121826171875
78,22,9280,372.7127685546875
78,23,3254,395.14422607421875
78,24,10496,395.2802984340326
78,25,10479,395.7691085109345
78,26,11719,399.43670654296875
78,27,10468,402.96173095703125
78,28,11886,404.92379955986456
79,0,2965,77.33320298419386
79,1,1068,135.35552978515625
79,2,9921,169.161865234375
79,3,6947,199.61435659102645
79,4,5533,219.8485228961777
79,5,9971,225.9160919189453
79,6,1052,260.0497741699219
79,7,2776,278.0388488769531
79,8,1638,305.2751770019531
79,9,9911,306.9746525351752
79,10,11091,307.91362644293804
80,0,3779,233.0445826781296
80,1,5660,268.3428039550781
80,2,3870,352.92992745978404
80,3,6107,367.53399658203125
80,4,9740,390.1683936761155
80,5,4353,391.7193298339844
80,6,11551,400.490690629789
80,7,1841,422.1752014160156
80,8,1716,438.9767150878906
80,9,3719,455.8182369807649
80,10,4340,474.1419103597632
80,11,4835,536.9089132047908
80,12,9958,577.35546875
80,13,9603,588.9655151367188
80,14,2051,649.79296875
80,15,833,653.4034343912806
80,16,6523,657.913330078125
80,17,6365,664.0407710211224
80,18,770,671.7599487304688
80,19,10365,679.5643920898438
80,20,5135,700.0830688476562
80,21,8048,711.0023803710938
81,0,8716,148.46663124120408
81,1,9535,243.04100036621094
81,2,11792,301.3680114746094
82,0,11861,121.17847442626953
82,1,10573,141.21590947518095
82,2,6061,206.92750549316406
82,3,11048,233.263671875
82,4,6790,248.59988566207912
82,5,4705,318.05962732913173
83,0,1536,72.19020829718866
83,1,8986,195.59774780273438
83,2,4669,208.98105590248642
83,3,7293,239.41140747070312
83,4,10832,257.16845703125
83,5,9585,275.05596923828125
84,0,6467,159.56905223772216
84,1,9290,184.55491638183594
84,2,4340,221.1658172607422
84,3,6189,224.79879760742188
84,4,6272,384.1861721471571
85,0,2949,30.595324447530214
85,1,88,78.5523681640625
85,2,9465,86.76764678955078
85,3,11131,115.62943363098526
85,4,9254,123.08540837403251
85,5,3580,130.61911724534917
85,6,5099,130.9228057861328
85,7,6905,141.18017877386075
85,8,4581,151.56048583984375
85,9,5875,176.63983154296875
86,0,2519,267.9784400350642
86,1,1158,300.99400938213927
86,2,8615,450.04380326634754
86,3,1436,481.20330810546875
86,4,10864,581.4011840820312
86,5,4981,589.7396240234375
86,6,9351,620.4395673484734
86,7,6873,629.4089965820312
86,8,1382,631.5615844726562
86,9,11371,673.9008335281885
87,0,1169,295.8765869140625
87,1,5370,375.4124450683594
87,2,8961,436.8534240722656
88,0,8366,177.85880967060666
88,1,1501,211.92127922776484
88,2,11593,238.22804260253906
88,3,4235,296.52490234375
88,4,9591,319.22381076948943
88,5,1572,348.3430752119562
88,6,5562,360.6663818359375
88,7,512,425.817138671875
88,8,2440,434.36997245620694
88,9,5421,437.69977913588036
88,10,3181,439.0971715610026
88,11,4607,450.6236267089844
88,12,5420,564.4395141601562
88,13,9016,573.4370846462137
88,14,8921,582.947021484375
88,15,8688,585.1776179534721
88,16,2409,588.0679931640625
88,17,11807,599.9102483757182
88,18,8513,617.7308349609375
88,19,10424,633.6926879882812
88,20,449,633.7505493164062
88,21,2035,647.6004028320312
88,22,10672,651.6719970703125
88,23,350,662.4589235798599
88,24,4936,670.3083068217909
88,25,770,671.7599487304688
88,26,3352,684.4371945185239
88,27,2357,688.7170787908916
88,28,10871,703.0209350080178
88,29,5839,715.949039467673
89,0,2533,60.325062311528754
89,1,2359,213.10843037352464
89,2,10662,305.564453125
90,0,3076,72.3267822265625
90,1,4603,165.95140421984652
90,2,2968,196.38827514648438
90,3,5955,220.5442600416501
90,4,4358,243.97285457441217
90,5,9810,255.96571350097656
90,6,10482,257.4403991699219
90,7,4226,317.014880958329
90,8,2180,345.3255310058594
90,9,2614,363.2250118861684
90,10,215,374.89457356093254
91,0,2853,72.2590181161349
91,1,2641,90.94587707519531
91,2,8976,91.186909701469
91,3,11625,106.36027526855469
91,4,7843,106.82038116455078
91,5,8624,108.10485971730535
91,6,4322,110.49155511853355
91,7,9316,113.20908350346404
91,8,9821,117.98438262939453
91,9,7853,120.79278598869323
92,0,1310,38.359301798368634
92,1,10091,46.49410131381071
92,2,5471,48.37158167392288
92,3,5603,83.02624843222706
92,4,8684,84.1623011562254
92,5,7280,97.09980419509046
92,6,849,102.57530975341797
92,7,10629,120.68412780761719
92,8,8875,126.40861511230469
92,9,11098,128.85528248214365
93,0,1690,386.9966735839844
93,1,6291,452.54255132174035
94,0,251,129.98594665527344
94,1,414,178.8057098388672
94,2,9857,461.146728515625
94,3,5646,491.52787185634884
94,4,7077,572.9388559376772
94,5,9550,595.5322265625
95,0,7280,39.419471740722656
95,1,5955,44.512996673583984
95,2,9376,71.66332943211943
95,3,3093,82.08277893066406
95,4,2036,83.96136474609375
96,0,3038,68.54977416992188
96,1,7280,89.1443602837545
96,2,6272,91.67444277770356
96,3,1725,101.15744421065084
96,4,7402,101.29700255702839
96,5,11212,101.98486109719578
96,6,5213,102.71044921875
96,7,6766,110.62130737304688
96,8,7080,124.64518737792969
96,9,622,130.2230682373047
97,0,11260,122.14306784764193
97,1,10268,123.9290807455741
97,2,1598,148.0744171142578
98,0,7175,84.4453470393652
98,1,7209,201.7496337890625
98,2,10746,233.13937377929688
98,3,1050,275.5975341796875
98,4,8128,278.7781847424948
98,5,11590,349.74420166015625
98,6,10848,356.5254211425781
98,7,5566,359.52569580078125
98,8,8868,367.92879729974266
98,9,9207,378.6732177734375
99,0,8756,41.083255767822266
99,1,11050,51.30205560646594
99,2,6670,137.86367797851562
99,3,10257,139.33285228724347
99,4,8181,140.3492532705432
