sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
88-226-81,14,3,5362,B002VCJHU4,Konad Stamping Nail Art Image Plate M64 KONAD Nail Art Konad Stamping Nail Art Image Plate - M64 Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,4,5363,B002VCJI76,Konad Stamping Nail Art Image Plate M65 KONAD Nail Art Konad Stamping Nail Art Image Plate Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,5,5364,B002VCV2AM,Konad Stamping Nail Art Image Plate - M66 KONAD Konad Stamping Nail Art Image Plate M66 Makeup Nails Beauty Nail Polish
88-226-81,14,6,5365,B002VCXIEK,Konad Stamping Nail Art Image Plate M71 KONAD Nail Art Konad Stamping Nail Art Image Plate M71 Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,7,5366,B002VCXS36,Konad Stamping Nail Art Image Plate S6 KONAD Nail Art Konad Stamping Nail Art Image Plate S6 Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,8,5514,B0030GZXPI,Konad Stamping Nail Art Image Plate M63 KONAD Konad Stamping Nail Art Image Plate M63 Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,9,6080,B003I810EQ,Konad Stamping Nail Art Image Plate - M79 KONAD Nail Art Konad Stamping Nail Art Image Plate - M79 Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,10,8901,B006H2Z564,Konad Stamping Nail Art Image Plate - M21 KONAD Nail Art Konad Stamping Nail Art Image Plate - M21 Beauty Tools & Accessories False Nails Nail Tools
88-226-81,14,11,8904,B006H2Z6T0,Konad Stamping Nail Art Image Plate - M25 KONAD Nail Art stamping plate Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,12,8905,B006H2ZASC,Konad Stamping Nail Art Image Plate - M73 KONAD Nail Art Konad Stamping Nail Art Image Plate - M73 Beauty Tools & Accessories Nail Art Equipment Nail Tools
88-226-81,14,13,9741,B008216IL4,Konad Stamping Nail Art Image Plate - M84 Konad Stamping Nail Art Image Plate Beauty Tools & Accessories Nail Art Equipment Nail Tools
107-200-182,11,0,340,B0001AQCII,"China Glaze Nail Polish, Jetstream, 0.5 Fluid Ounce China Glaze A very soft cotton candy pink with tiny flecks of blue and purple flecks that really make your nails shimmer and shine. A great spring and summer color. Long-wearing nail lacquer flexible and will not chip non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,1,7729,B004WB892E,"China Glaze Nail Polish, Papaya Punch, 0.5 Fluid Ounce China Glaze A bright tangerine orange creme, a richer and darker color that is bright and fun and great for the fall season. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,2,8190,B005EH9ZY6,"China Glaze Nail Polish, Skyscraper, 0.5 Fluid Ounce China Glaze A medium to dark colored blue with blue and silver glitter, a super sparkly polish and lots of fun. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,3,8192,B005EHHWPA,"China Glaze Nail Polish, Concrete Catwalk, 0.5 Fluid Ounce China Glaze A dark steel grey and blue creme. A very slate colored polish with lots of shine. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,4,8193,B005EHID3U,"China Glaze Nail Polish, Westside Warrior, 0.5 Fluid Ounce China Glaze A medium camouflage green creme that is a rich toned and fun color. Great for those who love green but are tight of the light shades, tis color definitely gives your nails an edge. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,5,9895,B008A3ZN56,"China Glaze Nail Polish, Exotic Encounters, 0.5 Fluid Ounce China Glaze A rich teal green creme, has a slight depth to it, an almost dusty appearance with a brilliant shine. A rich fun and not a color you'll see every day. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,6,9896,B008A3ZYDM,"China Glaze Nail Polish, Elephant Walk, 0.5 Fluid Ounce China Glaze Want a silver but not too sparkly. Well this color is a grey with silver shimmer that adds a bit of sparkle and a lot of shine. Simple and classy. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,7,9897,B008A40ACQ,"China Glaze Nail Polish, Jungle Queen, 0.5 Fluid Ounce China Glaze A dusty violet with heavy purple shimmer. This color is rich and full of color and sparkle, great for those purple lovers. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,8,9898,B008A40KHG,"China Glaze Nail Polish, Purr-Fact Plum, 0.5 Fluid Ounce China Glaze A very dark plum color that gives you a rich and luscious color in just two coats. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,9,9899,B008A40SDM,"China Glaze Nail Polish, Prey Tell, 0.5 Fluid Ounce China Glaze A very dark red creme, almost black looking but not quite. You can layer for a darker appearance to really give your nails that vampire like look. Great color for Halloween and fall. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
107-200-182,11,10,10261,B0091XPADY,"China Glaze Nail Polish, Street Chic, 0.5 Fluid Ounce China Glaze A medium warm beige taupe creme, almost the color of milk chocolate this is a fun and warm color for fall. Long-wearing nail lacquer. Flexible and will not chip. Non-thickening formula no thinner required. Makeup Nails Beauty Nail Polish"
117-38-167,11,0,5,B00004TMFE,"Avalon Biotin B-Complex Thickening Conditioner, 14 Ounce Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge, Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the NSF/ANSI 305 Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. We urge you to take time to honor yourself everyday. Beauty Hair Care Conditioners"
117-38-167,11,1,128,B00005LBRT,"Avalon Organics Lavender Luminosity Daily Moisturizer, 2 Ounce Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Creams & Moisturizers Beauty Skin Care Face"
117-38-167,11,2,316,B00015XAQ0,"Avalon Organics Vitamin C Renewal Refreshing Cleansing Gel, 8.5 Ounce Bottle Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. We urge you to take time to honor yourself every day. Beauty Cleansers Skin Care Face"
117-38-167,11,3,321,B00016WULK,"Avalon Organics Vitamin C Renewal Moisture Plus Lotion SPF 15 -- 4 fl oz Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Moisturizers Beauty Body Lotions Skin Care"
117-38-167,11,4,492,B0002JGU30,"Avalon Organics Hand &amp; Body Lotion, Peppermint, 12 Ounce Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Moisturizers Beauty Body Lotions Skin Care"
117-38-167,11,5,2086,B000QFCQCO,"Avalon Organics CoQ10 Repair Wrinkle Defense Night Cr&egrave;me, 1.75 Ounce Bottle Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. We urge you to take time to honor yourself every day. Creams & Moisturizers Beauty Night Creams Face Skin Care"
117-38-167,11,6,2726,B0011DJICG,"Avalon Organics Bath and Shower Gel, Lavender, 32 Ounce Avalon It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Beauty Body Washes Bath & Body Cleansers"
117-38-167,11,7,3763,B001ET73QA,"Avalon Organics Thickening Conditioner, 14 Ounce (Pack of 3) Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Shampoo & Conditioner Sets Beauty Hair Care"
117-38-167,11,8,3785,B001ET78RE,"Avalon Organics Vitamin C Renewal Cream, 2 Ounce (Pack of 2) Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Creams & Moisturizers Beauty Skin Care Face"
117-38-167,11,9,3788,B001ET7AUY,"Avalon Organics Vitamin C Renewal Hydrating Cleansing Milk, 8.5 Ounce Bottles (Pack of 2) Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. We urge you to take time to honor yourself every day. Beauty Cleansers Skin Care Face"
117-38-167,11,10,4392,B001RVFUMY,"Avalon Organics CoQ10 Ultimate Firming Body Lotion, 8-Ounce Bottle Avalon Organics It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge,&#xA0;Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. Moisturizers Beauty Body Lotions Skin Care"
