item_id,asin,code_1,code_2,code_3,code_4,dedup_last,sid,sid_prefix,collision_group_size,is_collided,item_text
10,B000050B6U,237,55,95,177,0,237-55-95-177-0,237-55-95-177,1,False,"Instant Heat Curling Iron, 1-Inch Conair Welcome to the world of advanced styling, where curling irons heat up in less than a minute, where you can choose between 25 different temperature settings for any hair type, and where, if left unattended, your curling iron automatically turns off. Conair's 1-inch curling iron is ideal for creating those medium-to-large bouncing curls. Featuring dual voltage settings, the iron allows you to select either standard North American 125-volt or 250-volt foreign electricity operation, so you can use your curler when you're traveling abroad. Its sure-grip handle has a patented design for greater control and precision, and the electronic on/off touch pad is easy to use. If you forget to turn off the curler (too busy fending off your admirers, we assume), it will automatically shut itself off. With that 60-second heat-up time and a flashing indicator light that lets you know when you can start styling, you'll have playful curls to impress within minutes. And with a two-year limited warranty, you'll be curling for years to come.--Ariel Meadow Stallings Curling Irons Hair Care Beauty Irons Styling Tools"
11,B000052WY7,33,98,62,86,0,33-98-62-86-0,33-98-62-86,1,False,"Maybelline New York Expert Wear Brow &amp; Eyeliner, 151 Velvet Black , .011 oz (310 mg) Maybelline Defining brow filler and precision eye liner with a built in sharpener. Makeup Beauty Eyes Eyeliner"
12,B000052WYD,109,157,24,86,0,109-157-24-86-0,109-157-24-86,1,False,"Maybelline New York Cover Stick Concealer, Ivory, Light 2, 0.16 Ounce Maybelline Completely conceals blemishes, dark circles and other imperfections. Waterproof formula lasts for hours. Glides on smoothly and blends in perfectly for natural coverage. Hypoallergenic. Won't clog pores, dermatologist tested. Match your skin tone or choose from color corrective shades:  yellow corrects dark circles, green corrects redness. Makeup Beauty Concealers & Neutralizers Face"
13,B000052WYL,191,37,109,213,0,191-37-109-213-0,191-37-109-213,1,False,"Maybelline New York Expert Eyes Moisturizing Eye Makeup Remover, 2.3 Fl. Oz. Maybelline Gently removes waterproof mascara and eye makeup. Conditions and moisturizes delicate eye area. Fragrance free. Makeup Beauty Eyes Mascara"
14,B000052WYN,33,98,208,232,0,33-98-208-232-0,33-98-208-232,1,False,"Maybelline New York Ultra-Liner Liquid Liner, Waterproof, Black 135L-01 , .25 fl oz (7.3 ml) Maybelline Waterproof liquid liner delivers all day wear. No skipping, no smearing. Precision brush for perfect application Makeup Beauty Eyes Eyeliner"
15,B000052X9G,24,212,154,206,0,24-212-154-206-0,24-212-154-206,1,False,"Nullo Internal Deodorant, Coated Caplets, 135 Caplets Monticello Chlorophyllin Copper Complex 100g Dietary Supplement. Nullo Reduces the odors from the human body naturally. Customers have found Nullo to be effective when taken daily, to reduce odors related to fecal and urinary incontinence, bad breath, perspiration odors such as foot odor, underarm odors, as well as masculine and feminine hygiene (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure of prevent any disease). Moisturizers Beauty Body Oils Skin Care"
16,B000052XIA,173,215,224,149,0,173-215-224-149-0,173-215-224-149,1,False,"Vagisil Anti-Itch Creme, Original Formula - 1 oz Vagisil High Purity Creme with Vitamins E, A &amp; D Plus Aloe brings complete relief from your most intimate itching &amp; irritationInstant, long lasting relief from feminine itchingSkin-soothing vitamins plus moisturizing aloeRelieves skin irritated by perspiration or dischargeForms a protective film to help reduce the chance of further irritationDeodorizes, freshensExternal feminine itch and irritation can be caused by:Hormonal fluctuationsPerspiration, menstrual fluidWearing tight jeans or pantyhoseChafing from pantyliners or padsAnd try these other trusted Vagisil&reg;products:Vagisil&reg;Powder:&nbsp; Absorbs wetness and odor.&nbsp; Prevents chafing.&nbsp; 100% talc-free.Vagisil&reg;Intimate Moisturizer:&nbsp;&nbsp;&nbsp;Relieves vaginal dryness instantly.&nbsp; Contains no hormones.&nbsp; It's like bringing back your own natural moisture.Vagisil&#153; Cleansing Foam:&nbsp; Gently cleanses away wetness and odor.&nbsp; Needs no water or rinsing.Vagisil&reg;A Better Understanding of Better Intimate Care&#153;Made in the U.S.A. Moisturizers Beauty Body Oils Skin Care"
17,B000052XW5,24,212,99,112,0,24-212-99-112-0,24-212-99-112,1,False,"Pretty Feet &amp; Hands Rough Skin Remover-Exfoliant, 3-Ounce Bottles (Pack of 3) Pretty Feet &amp; Hands Soft, sensuous skin is just waiting to be uncovered on your feet, hands and other dry problem areas. Without abrasives or harsh chemicals, Pretty Feet & Hands Rough Skin Remover gently exfoliates cast-off skin cells to reveal smooth, new skin. Your skin's condition improves with each use of Pretty Feet & Hands Rough Skin Remover. Beauty Cleansers Skin Care Face"
18,B000052XYQ,39,92,113,69,0,39-92-113-69-0,39-92-113-69,1,False,"DHS Clear Shampoo 8 Fl Oz Person &amp; Covey Recommended by DermatologistsDHS&trade; Clear contains a unique blend of special cleansing and conditioning agents that can be used daily on all types of hair.&nbsp; It provides a luxurious lather which gently cleanses the hair and scalp.&nbsp; It is completely free of fragrance and color, and does not contain ingredients which could be irritating to the scalp.&nbsp; It is especially formulated for pH balance. Shampoos Beauty Hair Care"
19,B000052XZP,144,91,215,1,0,144-91-215-1-0,144-91-215-1,1,False,"Neutrogena T-Gel Shampoo, Stubborn Itch Control, 4.4 Ounce Neutrogena Shampoos Beauty Hair Care"
20,B000052XZX,144,52,69,52,0,144-52-69-52-0,144-52-69-52,1,False,"Neutrogena T/Sal Shampoo, Scalp Build-up Control, 4.5 fl oz Neutrogena Clears and helps prevent flakes and scalp build-upControls the symptoms of:dandruffseborrheic dermatitispsoriasisFragrance-free3% Salicylic AcidNeutrogena&reg; T/Sal&reg; Therapeutic Shampoois recommended by dermatologists to relieve itching and flaking associated with chronic scalp conditions such as psoriasis, seborrheic dermatitis and even common dandruff.&nbsp; The active ingredient is clinically proven to break down crusty, flaky scalp build-up, and continues to work for hours, even after shampoo is rinsed off.T/Sal's unique formula is fragrance-free, color-free, and preservative-free.&nbsp; It is specially formulated to leave hair clean and manageable, even with regular use.Questions?&nbsp; Toll Free 1-877-256-4247 or visit tgel.com.Dermatologist Recommended Brand Shampoos Beauty Hair Care"
21,B000052Y25,39,92,98,79,0,39-92-98-79-0,39-92-98-79,1,False,"DHS Conditioning Rinse With Panthenol 8 fl oz DHS DHS Conditioning Rinse is specially formulated for dermatological hair care.DHS Conditioning Rinse helps control static electricity, eliminate tangles, mend split ends and improve elasticity.DHS Conditioning Rinse helps make hair easier to comb and manage while adding luster and body. Beauty Hair Care Conditioners"
22,B000052Y33,160,23,62,232,0,160-23-62-232-0,160-23-62-232,1,False,"Alberto VO5 Moisturizing Hot Oil Treatment, 0.5 Ounce, 2-Count Tubes (Pack of 6) Alberto VO5 Restores moisture and dramatically revitalizes hair. 2 Weekly treatments. 5-Vitamin enriched formula. Leaves hair looking strong, healthy and vitally alive. Restores moisture to stressed, dry or damaged hair. Seeks out and re-constructs damaged hair by bonding to the weak site of every strand. Dramatic results in just one minute. Exclusive formula with hair strengthening complex doubles the strength of hair; protecting it from breakage. (One treatment of VO5 Hot Oil and shampooing versus shampooing alone). Made in USA. Hair & Scalp Treatments Beauty Hair Care"
23,B000052Y5F,51,195,112,0,0,51-195-112-0-0,51-195-112-0,1,False,Konsyl Pharmaceuticals Psyllium Fiber 15.9 oz KONSYL PHARMACEUTICALS Natural fiber therapy bulk-forming laxativevery low sodiumno sugar or sugar substitutes100% psylliumdoctor recommended for over 35 years Moisturizers Beauty Body Lotions Skin Care
24,B000052Y6Z,170,83,72,179,0,170-83-72-179-0,170-83-72-179,1,False,"Williams Lectric Shave Electric Razor Pre-Shave, Original, 3 fl oz Lectric Shave ELECTRIC RAZOR PRE-SHAVE Moisturizers Beauty Body Oils Skin Care"
25,B000052YJC,245,103,99,190,0,245-103-99-190-0,245-103-99-190,1,False,"Buf-Puf Double-Sided Body Sponge - 1 ea Buf-Puf The secret to really polished, smooth, attractive skin is exfoliation (that's why everyone's running to spas these days). This Double-Sided Sponge gets you there--inexpensively--with gently abrasive fibers that whisk away rough, dead, dry flakes and bumps. One side works on delicate areas (thighs, arms, buttocks, tummy), the other goes at elbows and heels with a bit more gusto.Perfect Prep for Sunless Tanning!Thoroughly cleans and refreshes your skin.Use every day with your favorite cleanser.&nbsp;1 ~ Double Sided Body Sponge.Leaves skin feeling clean and refreshed!Use every day with your favorite soap or cleanser.Thoroughly cleanses skin of dirt and excess oil.Smoothes away rough, dry skin:white side for all-over cleansing.blue side for smoothing of elbows and feet.Leaves skin smooth and soft, perfectly prepped for shaving and sunless tanning.Buf-Puf&#153; Body Sponge is also the replacement sponge for your Buf-Puf&#153; Back Scrub.Made in USA. Beauty Loofahs, Sponges & Poufs Bath & Body Bathing Accessories"
26,B000052YJD,245,215,99,69,0,245-215-99-69-0,245-215-99-69,2,True,"Buf-Puf Reusable Facial Sponge, Extra Gentle, - 1 ea Buf-Puf One Facial SpongeFor daily cleansing of sensitive skin.Thoroughly cleans and refreshes your skin.Use every day with your favorite cleanser.&nbsp;Perfect Prep for Sunless Tanning!Leaves skin feeling clean and refreshed!Use every day with your favorite soap or cleanser.Lifts off dry, dulling skin cells.Gently cleanses away makeup, dirt and excess oil.Leaves skin smooth and soft, perfectly prepped for moisturizers, makeup and sunless tanning.Dermatology-tested for gentleness.Choose the sponge that makes your face look and feel its best:&nbsp;Extra GentleGentleRegularDelicate, Sensitive SkinX&nbsp;&nbsp;Normal to Dry SkinXX&nbsp;Normal to Oily Skin&nbsp;XXDaily Cleansing with Mild ExfoliationXX&nbsp;Daily Cleansing with Deep Exfoliation&nbsp;XXMade in USA Beauty Cleansers Skin Care Face"
27,B000052YJH,245,191,99,255,0,245-191-99-255-0,245-191-99-255,1,False,"Buf-Puf Reusable Facial Sponge (Pack of 6) Buf-Puf Thoroughly cleans and refreshes your skin. Use every day with your favorite cleanser.Leaves Skin Feeling Clean and Refreshed!Use every day with your favorite soap or cleanserLifts off dry, dulling skin cellsGently cleanses away makeup, dirt and excess oilLeaves skin smooth and soft, perfectly prepped for moisturizers and makeupDermatology-tested for gentleness Beauty Cleansers Skin Care Face"
28,B000052YJM,106,170,130,55,0,106-170-130-55-0,106-170-130-55,1,False,"Clean &amp; Clear ESSENTIALS Dual Action Moisturizer, 4 Ounce Clean &amp; Clear Salicylic acid acne medication Moisturizes dry skin Treats & helps prevent pimples Active: Salicylic Acid 0.5%. For external use only. Creams & Moisturizers Beauty Fluids & Lotions Fluids Face Skin Care"
29,B000052YJX,62,50,215,113,0,62-50-215-113-0,62-50-215-113,1,False,"Neutrogena OntheSpot Acne Treatment, Vanishing Formula, 0.75 Ounce Neutrogena OntheSpot Acne Treatment is a spot acne treatment that provides maximumstrength results without drying out your face. It goes deep down in pores to kill the acne bacteria that cause pimples and helps stop new ones from forming. Some medicated spot treatments contain high doses of Benzoyl Peroxide that can irritate skin, causing redness and dryness that can make acne worse. OntheSpot Acne Treatment contains just 2.5% Benzoyl Peroxide, yet it provides the same maximum level of effectiveness with 70% less irritation. Fight acne and get maximumstrength results with an acne spot treatment that won't dry out your face. Beauty Cleansers Skin Care Face"
30,B000052YKI,81,212,212,139,0,81-212-212-139-0,81-212-212-139,1,False,"Purpose Dual Treatment Moisture Lotion with SPF 15 4 fl oz (120 ml) Purpose This water-based moisturizing formula filters both UVA and UVB rays and provides the SPF 15 protection recommended by dermatologists. Purpose Dual Treatment Moisture Lotion with SPF 15 is a gentle, non-greasy formula offering daily protection against incidental sun exposure and over time helps prevent the signs of premature aging, helping to keep your skin soft, even-toned, and healthy looking.Purpose Dual Treatment Moisture Lotion with SPF 15 absorbs quickly for long-lasting, all day moisturization and is gentle enough to use every day, even for sensitive skin care. Moisturizers Beauty Body Lotions Skin Care"
31,B000052YKM,180,30,62,108,0,180-30-62-108-0,180-30-62-108,1,False,"Stri-Dex Medicated Pads, Maximum Strength, 90-Count Containers, (Pack of 3) Stri-Dex Super size pads to clean more dirt, sweat and oil, the stuff that can clog pores and cause pimples and blackheads. Treat acne pimples with the highest level of acne fighting medication allowed without a prescription. Help prevent new pimples from forming. Beauty Cleansers Skin Care Face"
32,B000052YKS,239,62,189,206,0,239-62-189-206-0,239-62-189-206,1,False,"Basis Cleaner Clean Face Wash, 6 Fluid Ounces Basis Deep cleans + refreshes. 100% Oil-free and soap-free gel with gentle botanicals foams away makeup, dirt and pollution fast for clean refreshed skin. This clearly invigorating foaming face wash dissolves away dirt and makeup. 100% Oil-free and soap-free. Gentle botanicals clean and clarify. Refreshing mint, purifying lemongrass and soothing aloe leave skin simply clean, simply glowing. Just right for normal to oily skin. Beauty Washes Face Skin Care Cleansers"
33,B000052YKY,242,212,99,181,0,242-212-99-181-0,242-212-99-181,1,False,"Cetaphil Gentle Cleansing Bar, Antibacterial - 4.5 oz Cetaphil Gentle antibacterial cleansing bar for dry, sensitive skin.Moisturizing DeodorantNon-ComedogenicCetaphil&reg;antibacterial bar is a non-soap formulation that's milder than antibacterial soaps. It's designed especially for cleansing dry, sensitive skin and is ideal for bath or shower use. Non-comedogenic so it won't clog pores. Contains no harsh ingredients that might dry or irritate the skin. Beauty Face Skin Care Bars Cleansers"
34,B000052YL1,62,50,72,81,0,62-50-72-81-0,62-50-72-81,1,False,"Cuticura Medicated Anti-Bacterial Bar Soap, Original Formula - 5.25 oz bar Cuticura For Blemish/Acne-Prone SkinRecommended by DermatologistsThis pure and gentle, non-comedogenic cleansing formula contains special non-drying ingredients to deep clean and remove excess dirt and oil that may cause blemishes and acne.To keep your skin looking healthy and glowing, all Cuticura bars contain Trilocarban, an antibacterial ingredient that conditions your skin and is effective in destroying certain bacteria and germs.For clean, clear healthy-looking skin.Quality Since 1865.Details about Soap (from ingredients list):&nbsp; Sodium Tallowate and Sodium Cocoate Types or Palm Kernelate Types Moisturizers Beauty Body Oils Skin Care"
35,B000052YLX,242,212,34,244,0,242-212-34-244-0,242-212-34-244,1,False,"Purpose Gentle Cleansing Bar 6 oz (170 g) Purpose Dermatologist recommended. Oil-free. Hypoallergenic. Won't clog pores. Gentle Cleansing: This mild, effective lathering bar removes dirt and oil without over-drying. It Won't Clog Pores: Unlike some beauty bars, Purpose Gentle Cleansing Bar is 100% oil-free and non-comedogenic so it wont clog pores or leave residue. Hypoallergenic: Even those with sensitive skin can use it twice a day for a healthy looking, healthy feeling complexion. Beauty Face Skin Care Bars Cleansers"
36,B000052YM0,162,239,183,27,0,162-239-183-27-0,162-239-183-27,2,True,"Fruit Of The Earth 100% Aloe Vera 6oz. Gel Tube Fruit of the Earth Non-Oily Moisturizer Provides Effective Relief From Sunburn, Minor Burns, And Itching & Chafing Forms A Protective Barrier Which Helps Retain Moisture & Promotes Healing Cooling, Soothing Gel Made From Fresh Aloe Vera Leaves Fragrance Free With No Added Color Absorbs Quickly And Will Not Stain Contains No Alcohol Moisturizers Beauty Body Oils Skin Care"
37,B000052YM3,133,52,134,87,0,133-52-134-87-0,133-52-134-87,1,False,"Alpha Hydrox AHA Enhanced Cream 2 oz. Alpha Hydrox 10% AHA Anti-Wrinkle TreatmentRecommended For:&nbsp;All Skin Types Except Delicate/Sensitive Skin.Oil-free.&nbsp; Fragrance-free.&nbsp; Effective pH 4.Proven to significantly reduce the appearance of fine lines and wrinkles.Safely lifts dead cells from the skin's surface to revitalize and help restore youthful, healthy, radiant looking skin.Renews moisture, refines texture, improves elasticity and skin tone.Contains 10% pure Glycolic-AHA. Beauty Skin Care Treatments & Masks Face"
38,B000052YM4,133,212,212,181,0,133-212-212-181-0,133-212-212-181,1,False,"Alpha Hydrox Foaming Face Wash -- 6 fl oz Alpha Hydrox This wonderfully sudsy foaming cleanser gently but thoroughly removes every trace of dirt and makeup to leave skin refreshed and totally clean. It's soap-free, alcohol-free, and pH balanced, which means dry complexions can use it without any fear of stripping natural oils. Yet oily skin can also benefit, since this cool wash doesn't pack any of the pore-clogging moisturizers that can contribute to acne.Gentle Soap-Free CleanserRecommended for: &nbsp;All Skin Types.&nbsp;Soap-free.&nbsp; Fragrance-free.&nbsp; pH balanced.&nbsp; Alcohol-free.&nbsp; Oil-free.Cleanses while maintaining skin's moisture level.Leaves skin looking and feeling soft, smooth and fresh.Safe and gentle for eye makeup removal.Removes impurities and environmental pollutants.Rinses clean, leaving no irritating residue.Alpha Hydrox&reg; Foaming Face Wash is highly recommended for use with Alpha Hydrox&reg; Anti-Wrinkle Treatment products, due to its soap-free gentle cleansing.&nbsp; Soap-based cleansers and facial scrubs may dry and irritate the skin. Beauty Washes Face Skin Care Cleansers"
39,B000052YM7,133,232,180,212,0,133-232-180-212-0,133-232-180-212,1,False,"Alpha Hydrox Enhanced Lotion 10 percent Glycolic AHA -- 6 fl oz Anti-Wrinkle Alpha Hydrox Concentrated pure glycolic acid (one of the most effective alpha hydroxy acids on the market) works diligently on your complexion, leaving skin visibly firmer, smoother, and more refined with a simple, once-a-day application of this treatment lotion. For added moisturizing benefits, pure vitamin E--long known to beautifully rehydrate skin--is also a key ingredient.10% AHA Anti-Wrinkle Treatment.Recommended for:&nbsp; &nbsp;Dry to Normal Skin Types.&nbsp;Not for use on delicate/sensitive skin.Absorbs quickly.&nbsp; Fragrance-free.&nbsp; Effective pH 4.Proven to significantly reduce the appearance of fine lines and wrinkles.Safely lifts dead cells from the skin's surface to revitalize and help restore youthful, healthy, radiant-looking skin.Renews moisture, refines texture, improves elasticity and skin tone.Specially formulated with rich moisturizers and Vitamin E.Contains 10% pure Glycolic-AHA.The exfoliating effect of Alpha Hydrox Enhanced Lotion is also beneficial for use on the legs, arms and body.&nbsp; Its rich moisturizers and alpha hydroxy provide soft, smooth, silky skin when used on these areas. Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care"
40,B000052YM8,133,135,27,212,0,133-135-27-212-0,133-135-27-212,1,False,"Alpha Hydrox Oil Free Treatment 10 Percent AHA 1.7 fl oz. Alpha Hydrox If you're looking for a concentrated alpha hydroxy acid product that won't clog your pores with excessive moisturizers, here's your answer: an Oil-Free Gel that packs a serious dose of glycolic acid (one of the most effective AHAs on the market), plus natural ingredients like red sea kelp, green tea, and vitamin B-5. This powerful combination helps nourish skin while working to rid complexion-dulling flakes and roughness.10% AHA Anti-Wrinkle TreatmentRecommended for:&nbsp;Oily, Normal/Oily &amp; Problem-Prone Skin.&nbsp;Not for Delicate/Sensitive Skin.Oil-free.&nbsp;&nbsp;Fragrance-free.&nbsp; Alcohol-free.&nbsp; Effective pH 4.Proven to significantly reduce the appearance of fine lines and wrinkles.Safely lifts dead cells from the skin's surface to revitalize and help restore youthful, healthy, radiant looking skin.Balances natural oils, refines texture, improves elasticity and skin tone.Combines the anti-oxidant benefits of Red Sea Kelp and Green Tea.Contains 10% pure Glycolic-AHA. Beauty Skin Care Treatments & Masks Face"
41,B000052YMG,39,218,99,88,0,39-218-99-88-0,39-218-99-88,1,False,"Aquanil Cleanser 16 fl oz. Aquanil For Sensitive SkinNon-ComedogenicHypoallergenicFragrance FreeRecommended by DermatologistsAquanil&#153; provides gentle, complete cleansing&nbsp;of sensitive skin.&nbsp; Aquanil is specially formulated to be free of oils and irritating soaps. Aquanil, with its emollient effect, provides a skin-softening action as it cleanses. Aquanil contains no fats of any type. Beauty Cleansers Skin Care Face"
42,B000052YMQ,242,215,95,136,0,242-215-95-136-0,242-215-95-136,1,False,"Cetaphil Moisturizing Cream, Fragrance Free - 16 oz Cetaphil Cetaphil moisturizing cream--formulated specifically for chronic dry, sensitive skin--contains a superior system of extra-strength emollients and humectants clinically proven to bind water to the skin and prevent moisture loss. The result is long-lasting relief for even severely dry skin. The non-greasy formula is excellent for hands, feet, elbows, knees, and any other areas that require intensive moisturization. It's also cosmetically appealing for facial use. Free of lanolins, parabens, and fragrances that can irritate sensitive skin; this cream is non-comedogenic.Label InformationIngredientsPurified Water, Polyglycerylmethacrylate (and) Propylene Glycol, Petrolatum, Dicaprylyl Ether, PEG-5 Glyceryl Stearate, Glycerin, Dimethicone (and) Dimethiconol, Cetyl Alcohol, Sweet Almond Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Phenoxyethanol, Benzyl Alcohol, Disodium EDTA, Sodium Hydroxide, Lactic Acid.DirectionsApply liberally as often as needed or as directed by a physician. Moisturizers Beauty Body Lotions Skin Care"
43,B000052YMR,242,229,71,235,0,242-229-71-235-0,242-229-71-235,1,False,"Cetaphil Moisturizing Cream, 3.0 - Ounces Tube (Pack of 3) Cetaphil Cetaphil Moisturizing Cream for Dry, Sensitive Skin. Cetaphil Moisturizing Cream was formulated specifically for chronic dry, sensitive skin. Contains a superior system of extra-strength emollient and humectants, clinically proven to bind water to the skin and prevent moisture loss. Provides long-lasting relief to even severe dry skin. Free of lanolins, parabens and fragrances that can irritate sensitive skin. Non-comedogenic Moisturizers Beauty Body Lotions Skin Care"
44,B000052YMS,242,212,54,253,0,242-212-54-253-0,242-212-54-253,1,False,"Cetaphil Moisturizing Lotion, Fragrance Free - 16 fl oz Cetaphil Dry, sensitive skin treatment.&nbsp; Fragrance free.Cetaphil&reg; Moisturizing Lotionwas formulated specifically for chronic dry, sensitive skin.&nbsp; Contains a superior system of extra-strength emollients and humectants, clinically proven to bind water to the skin and prevent moisture loss.Provides long-lasting relief to even severe dry skin.Free of lanolins, parabens and fragrances that can irritate sensitive skin. Non-comedogenic. Moisturizers Beauty Body Lotions Skin Care"
